index,project_name,create_time,project_language,contributor,star,fork,issues,watch,project_commits,code_language,keyword_index,matched_keyword,url_of_first_file_commit,path_of_first_file_commit,final_change_commit_path,code_granularity_data,code_func_type,number_of_bug_or_vulnerability_all_commit,comments,start_end_line_data,first_loc,final_start_end_line_data,final_loc_add,final_loc_minus,final_change_type,test_code_data,regular_expression_data,number_of_commits,number_of_change_commit_to_first,change_commit_to_first_index,change_commit_to_first_hash,change_commit_to_first_blocks,number_of_all_change_commit,all_change_commit_index,all_change_commit_hash,all_change_commit_blocks,number_of_all_change_fix_commit,real_fixed_commit_number,real_fixed_commit_hash,real_fixed_commit_reason,all_change_fix_commit_index,all_change_fix_commit_hash,all_change_fix_commit_blocks,project_lines,project_locs,project_statements,project_functions,project_classes,project_files,project_density_comments,project_comments,project_duplicated_lines,project_duplicated_blocks,project_duplicated_files,project_duplicated_lines_density,project_vulnerability,project_bugs,project_code_smells,project_sqale_index,project_sqale_debt_ratio,project_complexity_all,project_cognitive_complexity_all,project_complexity_mean_method,project_cognitive_complexity_mean_method,code_lines,code_locs,code_statements,code_functions,code_classes,code_files,code_density_comments,code_comments,code_duplicated_lines,code_duplicated_blocks,code_duplicated_files,code_duplicated_lines_density,code_code_smells,code_sqale_index,code_sqale_debt_ratio,code_complexity_all,code_cognitive_complexity_all,code_complexity_mean_method,code_cognitive_complexity_mean_method,manual_vs_gpt_loc_ratio,manual_vs_gpt_change_commit_ratio,manual_vs_gpt_change_fix_commit_ratio
34,PyProteomics,2024/1/17 12:36,Jupyter Notebook,,0,0,0,1,8,Python,99,created by chatgpt,,PyProteomics\d110f16eb45046b69883c55160c50500b41289a9\maths.py,,method,,0,,"[97,142]",46,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],817,423,397,12,0,5,39.8,280,78,2,2,9.5,0,0,25,122,1,32,26,2.67,2.17,46,17,16,1,0,1,52.8,19,0,0,0,0,0,0,0,2,1,2,1,,,
36,backend,2024/3/17 21:01,Python,,0,0,6,0,23,Python,39,created by chatgpt,,backend\2a8b52493d9195046114127f3f8387e95d1b5a06\src\utils.py,,method,,6,,"[37,53]",17,,,,,,,4,0,[],[],[],0,[],[],[],0,,,,[],[],[],1198,785,519,46,13,15,15.3,142,0,0,0,0,0,0,11,61,0.3,69,44,1.5,0.96,18,5,7,2,0,1,66.7,10,0,0,0,0,0,0,0,3,1,1.5,0.5,,,
37,Hypothesizer-CLI,2023/6/14 18:25,Python,3,0,3,0,2,44,Python,3,created by chatgpt,,Hypothesizer-CLI\51c51a4562228c44f26e13e24cbe998932fe82c4\Parsers\SemgrepConversion.py,,method,,1,,"[4,9]",6,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],833,593,532,29,0,4,18.9,138,197,13,1,23.6,0,0,125,752,4.2,158,421,5.45,14.52,7,4,4,1,0,1,33.3,2,0,0,0,0,0,0,0,1,0,1,0,,,
39,CS_50_final_project_best_jokes_app,2024/2/18 23:32,Python,,0,0,0,1,3,Python,7,created by chatgpt,,CS_50_final_project_best_jokes_app\e1dd42bc996e42e98c1f02e042706b4ed2d279b6\seed_db.py,,statement,,1,,"[8,91]",84,,,,,,input,2,0,[],[],[],0,[],[],[],0,,,,[],[],[],510,403,220,13,4,5,3.8,16,0,0,0,0,0,0,9,73,0.6,54,56,4.15,4.31,85,83,1,0,0,1,1.2,1,0,0,0,0,0,0,0,0,0,0,0,,,
,image_tool,2019/11/3 17:57,Shell,,0,0,0,2,16,Python,5,created by chatgpt,,image_tool\b7e457736a22c399f7bfff1db4091886fde30c6b\google_photos_upload\src\google_photos_upload\google_photos_upload.py,,file,,,,"[1,31]",31,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,omnisphero-mil,2021/5/25 14:01,TeX,,1,0,0,2,85,Python,358,created by chatgpt,,omnisphero-mil\f4d26f3cc02bb2e241b9fe11ce010a43d2adec9f\util\utils.py,,method,,0,,"[[359,389],[411,429]]",50,,,,,,,2,0,[],[],[],0,[],[],[],0,,,,[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,markpickle,2023/3/13 15:15,Python,,2,1,0,3,32,Python,80,created by chatgpt,,markpickle\f29202998c0d5ae3ebc2bd22de57bc1c2c6bacbb\markpickle\python_to_tables.py,markpickle\fbd8f3fb2bb2471a19cd3ac20db2516ecb31bcfc\markpickle\python_to_tables.py,method,,1,,"[78,123]",46,,,,,,,5,4,"[-2, -3, -4, -5]","['2d8b83cc71a206c3b80a48acef83a27f5db89ec3', 'b7572454f3763b05abb6c70bb0cd63b717408f85', 'b24c8723a005f49cf0cc9c353c06259d4a51a75e', 'fbd8f3fb2bb2471a19cd3ac20db2516ecb31bcfc']","[[{'highest_ratio': 0.5647511685455046, 'best_match_position': (73, 118)}], [{'highest_ratio': 0.5341120254844705, 'best_match_position': (80, 125)}], [{'highest_ratio': 0.5341120254844705, 'best_match_position': (83, 128)}], [{'highest_ratio': 0.5306878306878307, 'best_match_position': (83, 128)}]]",3,"[-2, -3, -5]","['2d8b83cc71a206c3b80a48acef83a27f5db89ec3', 'b7572454f3763b05abb6c70bb0cd63b717408f85', 'fbd8f3fb2bb2471a19cd3ac20db2516ecb31bcfc']","[[{'highest_ratio': 0.5647511685455046, 'best_match_position': (73, 118)}], [{'highest_ratio': 0.5341120254844705, 'best_match_position': (80, 125)}], [{'highest_ratio': 0.5306878306878307, 'best_match_position': (83, 128)}]]",0,,,,[],[],[],2584,1922,717,91,3,45,13.5,300,954,83,7,36.9,0,0,21,201,0.3,198,202,2.18,2.22,47,24,26,2,0,1,45.5,20,0,0,0,0,2,10,1.4,8,10,4,5,,,
,arcane_suite,2022/7/28 15:47,Python,,1,0,5,1,88,Python,23,created by chatgpt,,arcane_suite\19ca9d9a51fc7873ad6a599a34ab6c531f32ae36\src\arcane_pipelines\otfms\otfms_pointing_diagnostics.py,arcane_suite\f722233c54e984612b1c906a1ea0e5cac1c9c8b1\src\arcane_pipelines\otfms\otfms_pointing_diagnostics.py,method,,,,"[21,189]",169,,,,,,,9,8,"[-2, -3, -4, -5, -6, -7, -8, -9]","['4d0890f91f559686b62206a7c2f43002d8bff6c8', '9e179aee3af5cb249a2047e92136bcfb05fe0ba4', 'ebcde61e31484ccf3ea30784faf36ec11c949876', 'b4295048b7b305531c225f836bfbf40fc0768109', '1c369b051b090f1f0978cdb91c941b3b5dd254e3', 'ea1a411283dddef5376544509944873c14eb3f42', 'f722233c54e984612b1c906a1ea0e5cac1c9c8b1', 'c00895521697de288f497a1b2a8b4da772a5baf8']","[[{'highest_ratio': 0.7794736407887138, 'best_match_position': (15, 183)}], [{'highest_ratio': 0.7486868023637557, 'best_match_position': (24, 192)}], [{'highest_ratio': 0.7268593699253004, 'best_match_position': (25, 193)}], [{'highest_ratio': 0.6379939949687576, 'best_match_position': (35, 203)}], [{'highest_ratio': 0.6379939949687576, 'best_match_position': (35, 203)}], [{'highest_ratio': 0.6003892038243506, 'best_match_position': (14, 182)}], [{'highest_ratio': 0.5991725069661403, 'best_match_position': (14, 182)}], [{'highest_ratio': 0.5991725069661403, 'best_match_position': (15, 183)}]]",6,"[-2, -3, -4, -5, -7, -8]","['4d0890f91f559686b62206a7c2f43002d8bff6c8', '9e179aee3af5cb249a2047e92136bcfb05fe0ba4', 'ebcde61e31484ccf3ea30784faf36ec11c949876', 'b4295048b7b305531c225f836bfbf40fc0768109', 'ea1a411283dddef5376544509944873c14eb3f42', 'f722233c54e984612b1c906a1ea0e5cac1c9c8b1']","[[{'highest_ratio': 0.7794736407887138, 'best_match_position': (15, 183)}], [{'highest_ratio': 0.7486868023637557, 'best_match_position': (24, 192)}], [{'highest_ratio': 0.7268593699253004, 'best_match_position': (25, 193)}], [{'highest_ratio': 0.6379939949687576, 'best_match_position': (35, 203)}], [{'highest_ratio': 0.6003892038243506, 'best_match_position': (14, 182)}], [{'highest_ratio': 0.5991725069661403, 'best_match_position': (14, 182)}]]",4,,,,"[-2, -3, -5, -7]","['4d0890f91f559686b62206a7c2f43002d8bff6c8', '9e179aee3af5cb249a2047e92136bcfb05fe0ba4', 'b4295048b7b305531c225f836bfbf40fc0768109', 'ea1a411283dddef5376544509944873c14eb3f42']","[[{'highest_ratio': 0.7794736407887138, 'best_match_position': (15, 183)}], [{'highest_ratio': 0.7486868023637557, 'best_match_position': (24, 192)}], [{'highest_ratio': 0.6379939949687576, 'best_match_position': (35, 203)}], [{'highest_ratio': 0.6003892038243506, 'best_match_position': (14, 182)}]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,arcane_suite,2022/7/28 15:47,Python,,1,0,5,1,88,Python,23,created by chatgpt,,arcane_suite\9e179aee3af5cb249a2047e92136bcfb05fe0ba4\src\arcane_pipelines\otfms\otfms_merge.py,arcane_suite\b4295048b7b305531c225f836bfbf40fc0768109\src\arcane_pipelines\otfms\otfms_merge.py,method,,,,"[21,208]",188,,,,,,,2,1,[-2],['b4295048b7b305531c225f836bfbf40fc0768109'],"[[{'highest_ratio': 0.9348804167653327, 'best_match_position': (23, 210)}]]",1,[-2],['b4295048b7b305531c225f836bfbf40fc0768109'],"[[{'highest_ratio': 0.9348804167653327, 'best_match_position': (23, 210)}]]",1,,,,[-2],['b4295048b7b305531c225f836bfbf40fc0768109'],"[[{'highest_ratio': 0.9348804167653327, 'best_match_position': (23, 210)}]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,scml-agents,2020/7/23 7:06,Python,8,7,12,1,2,144,Python,370,created by chatgpt,,scml-agents\efecb6468273ae24323ad22d24819d968d092bb7\scml_agents\scml2023\oneshot\team_134\matching_agent.py,,method,,0,,"[371,392]",22,,,,,,,5,0,[],[],[],0,[],[],[],0,,,,[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,pypatchy,2023/5/25 8:24,Jupyter Notebook,3,0,0,0,2,280,Python,3,created by chatgpt,,pypatchy\f16650f0c2dfaff988d8b278fc5476db2e5a4e2d\pypatchy\configure.py,pypatchy\42a02a6b49ee51bb454f09508be91345f1e84d44\pypatchy\configure.py,file,,167,,"[1,65]",65,,,,,,,5,4,"[-2, -3, -4, -5]","['75a5ed7a5dafa9e7fa7a36dd8613a0c08d629588', '0a77eb3a91a8124783a36a13fbcc266ed745f743', '51a457088af0915d6169dda6dc5877e738ad6f58', '42a02a6b49ee51bb454f09508be91345f1e84d44']","[[{'highest_ratio': 0.9852239145260286, 'best_match_position': (1, 66)}], [{'highest_ratio': 0.9780294450736127, 'best_match_position': (1, 66)}], [{'highest_ratio': 0.9587033747779752, 'best_match_position': (1, 69)}], [{'highest_ratio': 0.9129713066160777, 'best_match_position': (1, 63)}]]",4,"[-2, -3, -4, -5]","['75a5ed7a5dafa9e7fa7a36dd8613a0c08d629588', '0a77eb3a91a8124783a36a13fbcc266ed745f743', '51a457088af0915d6169dda6dc5877e738ad6f58', '42a02a6b49ee51bb454f09508be91345f1e84d44']","[[{'highest_ratio': 0.9852239145260286, 'best_match_position': (1, 66)}], [{'highest_ratio': 0.9780294450736127, 'best_match_position': (1, 66)}], [{'highest_ratio': 0.9587033747779752, 'best_match_position': (1, 69)}], [{'highest_ratio': 0.9129713066160777, 'best_match_position': (1, 63)}]]",1,,,,[-5],['42a02a6b49ee51bb454f09508be91345f1e84d44'],"[[{'highest_ratio': 0.9129713066160777, 'best_match_position': (1, 63)}]]",4294,2965,2461,335,27,24,17,606,0,0,0,0,0,4,186,1028,1.2,790,950,2.36,2.84,65,42,32,1,0,1,14.3,7,0,0,0,0,0,0,0,5,5,5,5,,,
57,bdc_tool,2023/2/4 16:40,Python,,0,0,0,1,102,Python,87,created by chatgpt,,bdc_tool\8d44e2c5d3844c35989c28510e3d1731baec7d1f\bdc.py,bdc_tool\3ee1e5943ce8058cbf57aedeae41119cc89742f0\bdc.py,method,,13,,"[88,95]",8,,,,,,,24,23,"[-2, -3, -4, -5, -6, -7, -8, -9, -10, -11, -12, -13, -14, -15, -16, -17, -18, -19, -20, -21, -22, -23, -24]","['ee1154a5a56c270499eba25e0423cb1993f6518d', '3ee1e5943ce8058cbf57aedeae41119cc89742f0', '2eac84e9621e5af51da690186be9f745387d76f7', '8f75fa5ac33eaa34f4bd17cc3f2a2b01ba23cf84', '86c027033f720f0f7ac6712bc85c56f98383f794', '5b57de6f0d0b13fee24526df3a172eabd3832bba', 'a3e90229a044e5cb08bc382012c7a48f548b2b96', '8955a95d01b9cea4ef2d577f93ac469e2f4ef4ed', 'e12680c5eac44e9118f5e23dea5826a20d66231f', '4175e3514bf125fc41ee7e168538630d82c6520b', '8308a6d2b0bc59be40c3bfc6b5706fafe53873bc', '916fcd90900af9fdefbe53f3f3ab7cc994cc20d8', '8451a763d0f661bed28a4efcdd7eed20a7b6914f', '2f7dae6c9f61208d5b6286297212684f290a012e', 'e67d8b275ace34d55224f200fe723dfaadc013bc', '7215e5a5ae6e01fd03db815f46d81455459b8fa0', '30e39f8ad5256c8fefb69d0f610287f9300b4e08', '0dbfd34eebbeb0975fc697f0e3969de85e8ddc8a', 'bf670a2170a71df738d43f388cf531415a66ee78', 'b78d25b3a15600f51caf660c7fe9daeec0193282', '222def1c46ba1d9e59a92c9963207e813d1f52dc', '90f372ead78edbfcd19daf7db27581bd5fda22d3', 'ed295865ccc4024a821c6973830dba52f1150e87']","[[{'highest_ratio': 0.29724770642201837, 'best_match_position': (24, 31)}], [{'highest_ratio': 0.9452449567723343, 'best_match_position': (92, 99)}], [{'highest_ratio': 0.9452449567723343, 'best_match_position': (92, 99)}], [{'highest_ratio': 0.9452449567723343, 'best_match_position': (92, 99)}], [{'highest_ratio': 0.9452449567723343, 'best_match_position': (90, 97)}], [{'highest_ratio': 0.9452449567723343, 'best_match_position': (90, 97)}], [{'highest_ratio': 0.9452449567723343, 'best_match_position': (92, 99)}], [{'highest_ratio': 0.9452449567723343, 'best_match_position': (92, 99)}], [{'highest_ratio': 0.9452449567723343, 'best_match_position': (107, 114)}], [{'highest_ratio': 0.9452449567723343, 'best_match_position': (136, 143)}], [{'highest_ratio': 0.9452449567723343, 'best_match_position': (136, 143)}], [{'highest_ratio': 0.9452449567723343, 'best_match_position': (138, 145)}], [{'highest_ratio': 0.9452449567723343, 'best_match_position': (139, 146)}], [{'highest_ratio': 0.9452449567723343, 'best_match_position': (139, 146)}], [{'highest_ratio': 0.9452449567723343, 'best_match_position': (141, 148)}], [{'highest_ratio': 0.9452449567723343, 'best_match_position': (141, 148)}], [{'highest_ratio': 0.9452449567723343, 'best_match_position': (141, 148)}], [{'highest_ratio': 0.9452449567723343, 'best_match_position': (141, 148)}], [{'highest_ratio': 0.9452449567723343, 'best_match_position': (143, 150)}], [{'highest_ratio': 0.9452449567723343, 'best_match_position': (143, 150)}], [{'highest_ratio': 0.9452449567723343, 'best_match_position': (143, 150)}], [{'highest_ratio': 0.9452449567723343, 'best_match_position': (143, 150)}], [{'highest_ratio': 0.9452449567723343, 'best_match_position': (143, 150)}]]",2,"[-2, -3]","['ee1154a5a56c270499eba25e0423cb1993f6518d', '3ee1e5943ce8058cbf57aedeae41119cc89742f0']","[[{'highest_ratio': 0.29724770642201837, 'best_match_position': (24, 31)}], [{'highest_ratio': 0.9452449567723343, 'best_match_position': (92, 99)}]]",1,,,,[-2],['ee1154a5a56c270499eba25e0423cb1993f6518d'],"[[{'highest_ratio': 0.29724770642201837, 'best_match_position': (24, 31)}]]",260524,179216,94837,9991,1637,743,31.9,83867,36872,1216,67,14.2,15,29,2754,22678,0.4,28664,33696,2.87,3.37,9,8,7,1,0,1,11.1,1,0,0,0,0,0,0,0,1,0,1,0,,,
58,2800-202310-BBY01,2023/4/24 17:50,JavaScript,4,1,1,0,1,1108,Python,8,created by chatgpt,,2800-202310-BBY01\7cdbdc4756bda996b2535cca5fa55a31219cc18d\server\PnCGenerator\DietPlans.py,,file,,109,,"[1,38]",38,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],152,116,84,0,0,4,9.4,12,0,0,0,0,0,0,0,0,0,8,8,8,8,38,29,21,0,0,1,9.4,3,0,0,0,0,0,0,0,2,2,2,2,,,
59,ot-running-calendar,2023/11/6 17:48,Python,2,0,0,0,1,104,Python,43,created by chatgpt,,ot-running-calendar\79bd166eda6266aa7e746509e58250948d1deb27\src\repositories\run_repository.py,ot-running-calendar\54d6a18841ab3c5710a513a61b7c04e584c22329\src\repositories\run_repository.py,statement,,1,,"[44,64]",21,,,,,,,4,3,"[-2, -3, -4]","['54d6a18841ab3c5710a513a61b7c04e584c22329', '5372910bd0b8135a8e98ad0606423a1c95898d7e', 'c74c58dabfc50f1a6505b3e128dfb63c0b7f04c5']","[[{'highest_ratio': 0.9195402298850575, 'best_match_position': (44, 64)}], [{'highest_ratio': 0.9195402298850575, 'best_match_position': (44, 64)}], [{'highest_ratio': 0.9195402298850575, 'best_match_position': (44, 64)}]]",1,[-2],['54d6a18841ab3c5710a513a61b7c04e584c22329'],"[[{'highest_ratio': 0.9195402298850575, 'best_match_position': (44, 64)}]]",0,,,,[],[],[],1041,716,558,75,9,18,17.6,153,0,0,0,0,0,10,12,108,0.5,130,149,1.73,1.99,22,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
60,2800-202310-BBY01,2023/4/24 17:50,JavaScript,4,1,1,0,1,1108,Python,8,created by chatgpt,,2800-202310-BBY01\7cdbdc4756bda996b2535cca5fa55a31219cc18d\server\PnCGenerator\FoodNutrition.py,,file,,109,,"[1,39]",39,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],152,116,84,0,0,4,9.4,12,0,0,0,0,0,0,0,0,0,8,8,8,8,39,30,22,0,0,1,9.1,3,0,0,0,0,0,0,0,2,2,2,2,,,
61,MITIM-fusion,2023/12/20 16:31,Python,,8,0,3,5,257,Python,837,created by chatgpt,,MITIM-fusion\63c4a1579c2f8ce6136232407a567cb61331abb7\src\mitim_tools\misc_tools\GRAPHICStools.py,,method,,56,,"[833,851]",19,,,,,,,8,0,[],[],[],0,[],[],[],0,,,,[],[],[],98084,74383,41277,1513,76,182,9,7362,1575,78,25,1.6,3,27,9357,36714,1.6,7694,11681,5.09,7.72,20,9,5,1,0,1,52.6,10,0,0,0,0,0,0,0,1,0,1,0,,,
63,mva2023,2023/3/27 6:10,Python,,3,0,1,1,1,Python,1,created by chatgpt,,mva2023\53a7d4e9f6e1506173802a9c0bc4856d8923dc65\tools\misc\extract_coco_large.py,,file,,0,,"[1,54]",54,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],116128,75290,44328,2877,518,688,28.5,29947,54861,796,304,47.2,0,10,744,6842,0.3,9419,11413,3.27,3.97,54,34,32,1,0,1,22.7,10,0,0,0,0,0,0,0,9,13,9,13,,,
65,ResearchOS,2023/4/3 16:47,Python,3,0,0,7,1,172,Python,1,created by chatgpt,,ResearchOS\b61a7cc42278be99c85fc9dccbe0cb383dc6806c\src\ResearchOS\sqlite_pool.py,ResearchOS\03c5ae9ea9fcf833d22152569f948eb0bd33644d\src\ResearchOS\sqlite_pool.py,file,,17,,"[1,86]",86,,,,,,,4,3,"[-2, -3, -4]","['db36d6ff00352f176323ed659d1f813dba6a8adb', 'd89e4a75e85db3ec67e98a2fa98629d16277a3b0', '03c5ae9ea9fcf833d22152569f948eb0bd33644d']","[[{'highest_ratio': 0.9736295349208886, 'best_match_position': (1, 89)}], [{'highest_ratio': 0.9407545993140006, 'best_match_position': (1, 91)}], [{'highest_ratio': 0.7661655497192538, 'best_match_position': (1, 67)}]]",3,"[-2, -3, -4]","['db36d6ff00352f176323ed659d1f813dba6a8adb', 'd89e4a75e85db3ec67e98a2fa98629d16277a3b0', '03c5ae9ea9fcf833d22152569f948eb0bd33644d']","[[{'highest_ratio': 0.9736295349208886, 'best_match_position': (1, 89)}], [{'highest_ratio': 0.9407545993140006, 'best_match_position': (1, 91)}], [{'highest_ratio': 0.7661655497192538, 'best_match_position': (1, 67)}]]",3,,,,"[-2, -3, -4]","['db36d6ff00352f176323ed659d1f813dba6a8adb', 'd89e4a75e85db3ec67e98a2fa98629d16277a3b0', '03c5ae9ea9fcf833d22152569f948eb0bd33644d']","[[{'highest_ratio': 0.9736295349208886, 'best_match_position': (1, 89)}], [{'highest_ratio': 0.9407545993140006, 'best_match_position': (1, 91)}], [{'highest_ratio': 0.7661655497192538, 'best_match_position': (1, 67)}]]",5314,3163,3081,262,50,75,23.6,979,156,9,5,2.9,0,12,222,1228,1.3,609,494,2.32,1.89,86,45,43,5,1,1,13.5,7,0,0,0,0,1,1,0.1,11,8,2.2,1.6,,,
,pytango-moenchZmqServer,2023/1/19 21:40,Python,,0,1,8,1,161,Python,13,created by chatgpt,,pytango-moenchZmqServer\d982cb4ec31077f3904334e9ca8554150e6c5fe1\tangods_moenchzmq\util_funcs\parsers.py,,statement,,1,,"[14,14]",1,,,,,,regular expression,7,0,[],[],[],0,[],[],[],0,,,,[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,CYFTLE,2023/3/13 2:07,Java,,7,5,0,0,4,Python,39,created by chatgpt,,CYFTLE\2cfe53976418b0e080e430b76ce8851d8196f5ea\backend\app\translate\translation.py,,statement,,0,,"[40,41]",2,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],1026,740,580,45,4,12,16.6,147,0,0,0,0,0,0,36,315,1.4,109,129,2.42,2.87,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
83,2800-202310-BBY01,2023/4/24 17:50,JavaScript,4,1,1,0,1,1108,Python,8,created by chatgpt,,2800-202310-BBY01\7cdbdc4756bda996b2535cca5fa55a31219cc18d\server\PnCGenerator\FoodNutrition2.py,,file,,109,,"[1,39]",39,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],152,116,84,0,0,4,9.4,12,0,0,0,0,0,0,0,0,0,8,8,8,8,39,30,22,0,0,1,9.1,3,0,0,0,0,0,0,0,2,2,2,2,,,
86,offensive_language_identification,2023/10/23 13:33,Python,2,0,0,0,1,45,Python,250,created by chatgpt,,offensive_language_identification\ffeb3a74f5a3b85c2e840fbc3fce1ffb31404e23\src\features.py,,method,,0,,"[243,271]",29,,,,,,,4,0,[],[],[],0,[],[],[],0,,,,[],[],[],1307,111,59,7,0,7,17.2,23,0,0,0,0,0,0,1,5,0.2,11,4,1.57,0.57,30,21,3,1,0,1,25,7,0,0,0,0,0,0,0,1,0,1,0,,,
87,ScrabbleAI,2023/10/21 1:01,Python,,0,0,0,2,214,Python,2,created by chatgpt,,ScrabbleAI\22680d83ea3b00d7afcfa932ce13e9d0d77c27c4\settings.py,,file,,14,,"[1,39]",39,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],4260,2694,2195,203,32,27,12.8,395,0,0,0,0,0,1,424,1472,1.8,624,755,3.07,3.72,39,20,20,0,0,1,39.4,13,0,0,0,0,0,0,0,0,0,0,0,,,
,demos-python,2013/10/1 11:23,Python,2,5,2,0,4,1489,Python,5,created by chatgpt,,demos-python\b0d26746c4a64930c79a12b3d78f5a4bf2ee6731\src\examples\short\apps\make_video_snippet\create_with_iobase.py,,file,,,,"[1,91]",91,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,saitamatechnocloud,2023/1/24 8:39,Python,,1,0,0,1,43,Python,1,created by chatgpt,,saitamatechnocloud\d8d35536dc907445359309d57f11e546e220aead\chatGPT\flask1_original.py,,file,,,,"[1,62]",62,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,open-ai-test,2023/10/5 5:17,Python,,0,0,0,1,21,Python,35,created by chatgpt,,open-ai-test\b87202b2afdfe65bedde85176c8749ad61ea9c88\online_shop_test.py,open-ai-test\c40bd89651c2737167bb38f3fd778386af51a245\online_shop_test.py,method,,1,,"[36,158]",123,,,,,,,4,1,[-4],['c40bd89651c2737167bb38f3fd778386af51a245'],"[[{'highest_ratio': 0.9877603607472621, 'best_match_position': (36, 158)}]]",1,[-4],['c40bd89651c2737167bb38f3fd778386af51a245'],"[[{'highest_ratio': 0.9877603607472621, 'best_match_position': (36, 158)}]]",0,,,,[],[],[],820,505,415,48,8,10,20.6,131,0,0,0,0,0,0,8,91,0.6,90,57,1.88,1.19,124,83,83,1,0,1,14.4,14,0,0,0,0,0,0,0,11,14,11,14,,,
,EAB_tools,2022/3/27 21:41,Python,2,0,0,8,1,280,Python,2,created by chatgpt,,EAB_tools\3996dfe9abe3b9202bc51ed5a46b6f366edcef71\EAB_tools\_testing\test_scripts\generate_fake_enrollments.py,,file,,,,"[1,836]",836,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,website-2024,2023/11/17 16:06,CSS,2,0,0,0,2,27,Python,1,created by chatgpt,,website-2024\252065dd22d32491fb30866fac26c7125f433d3c\static\python-scripts\poster_filter.py,,file,,2,,"[1,40]",40,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],133,86,75,3,0,3,20.4,22,0,0,0,0,0,0,0,0,0,21,38,7,12.67,40,21,17,1,0,1,41.7,15,0,0,0,0,0,0,0,4,5,4,5,,,
