index,project_name,create_time,project_language,contributor,star,fork,issues,watch,project_commits,code_language,keyword_index,matched_keyword,path_of_first_file_commit,final_change_commit_path,code_granularity_data,code_func_type,number_of_bug_or_vulnerability_all_commit,start_end_line_data,first_loc,final_start_end_line_data,final_loc_add,final_loc_minus,final_change_type,test_code_data,regular_expression_data,number_of_commits,number_of_change_commit_to_first,change_commit_to_first_index,change_commit_to_first_hash,change_commit_to_first_blocks,number_of_all_change_commit,all_change_commit_index,all_change_commit_hash,all_change_commit_blocks,number_of_all_change_fix_commit,all_change_fix_commit_index,all_change_fix_commit_hash,all_change_fix_commit_blocks,project_lines,project_locs,project_statements,project_functions,project_classes,project_files,project_density_comments,project_comments,project_duplicated_lines,project_duplicated_blocks,project_duplicated_files,project_duplicated_lines_density,project_vulnerability,project_bugs,project_code_smells,project_sqale_index,project_sqale_debt_ratio,project_complexity_all,project_cognitive_complexity_all,project_complexity_mean_method,project_cognitive_complexity_mean_method,code_lines,code_locs,code_statements,code_functions,code_classes,code_files,code_density_comments,code_comments,code_duplicated_lines,code_duplicated_blocks,code_duplicated_files,code_duplicated_lines_density,code_code_smells,code_sqale_index,code_sqale_debt_ratio,code_complexity_all,code_cognitive_complexity_all,code_complexity_mean_method,code_cognitive_complexity_mean_method,manual_vs_gpt_loc_ratio,manual_vs_gpt_change_commit_ratio,manual_vs_gpt_change_fix_commit_ratio,code_vulnerability,code_bugs
18,modding,2023-12-28 02:13:44,Java,,0,0,0,1,78,Java,592,written by chatgpt,modding\310055f863fbdda7bb2ef9591853ad921b0e023f\1.20.1\verdant\src\main\java\com\thomas\verdant\util\Utilities.java,,class,,9,"[593,653]",61,,,,,,,3,0,[],[],[],0,[],[],[],0,[],[],[],28346,21584,8329,1537,302,278,8.4,1975,5903,119,68,20.8,0,17,1199,7753,1.2,3774,2121,2.46,1.38,62,43,19,5,1,1,8.5,4,0,0,0,0.0,2,15,1.2,9,7,1.8,1.4,,,,,
20,DrTech,2024-01-26 08:09:12,Java,2.0,3,0,0,1,116,Java,50,written by chatgpt,DrTech\a61b2551ad3bdcf937ca2d0df165f7f6098845cc\src\main\java\com\drppp\drtech\Tile\TileEntityHomoEye.java,DrTech\0bbf5c93ab286aa566adf2edc11a8c4aa2c3b837\src\main\java\com\drppp\drtech\Tile\TileEntityHomoEye.java,method,,9,"[51,61]",11,,,,,,,2,1,[-2],['0bbf5c93ab286aa566adf2edc11a8c4aa2c3b837'],"[[{'highest_ratio': 0.5015873015873016, 'best_match_position': (49, 59)}]]",1,[-2],['0bbf5c93ab286aa566adf2edc11a8c4aa2c3b837'],"[[{'highest_ratio': 0.5015873015873016, 'best_match_position': (49, 59)}]]",0,[],[],[],21917,18715,7131,1482,242,215,2.3,432,1775,127,36,8.1,0,16,1376,14155,2.5,3213,2770,2.17,1.87,12,11,9,1,1,1,0.0,0,0,0,0,0.0,4,30,7.7,2,0,2.0,0.0,,,,,
21,airbyte,2023-11-08 18:04:01,Python,823.0,0,0,3,1,13503,Java,11,written by chatgpt,airbyte\da32fc86bf6450b4d02d4cc9e5f761b80529255a\airbyte-cdk\java\airbyte-cdk\core\src\main\java\io\airbyte\cdk\integrations\destination_async\AirbyteFileUtils.java,,file,,5388,"[1,44]",44,,,,,,,1,0,[],[],[],0,[],[],[],0,[],[],[],178491,127210,41279,9870,1850,1669,6.9,9468,12972,663,279,7.3,2,197,3656,43266,1.1,16436,7141,1.67,0.72,44,22,9,1,1,1,21.4,6,0,0,0,0.0,5,25,3.8,5,5,5.0,5.0,,,,,
22,PDADuplicator,2023-10-27 18:56:25,Java,,0,0,0,1,83,Java,46,written by chatgpt,PDADuplicator\18719cea537d0788abffbea638d3fab95a8398e0\app\src\main\java\com\zebra\android\devdemo\sendfile\SendFileDemo.java,PDADuplicator\ef08eb1cb6002e61a5b80e7b60e8e7ca7e88b7a3\app\src\main\java\com\zebra\android\devdemo\sendfile\SendFileDemo.java,method,,17,"[45,69]",25,,,,,,,5,4,"[-2, -3, -4, -5]","['842f350c6e56a5b694e128c0e396cc9a5b7e266a', '095ebdbe7db95eeb23299233479251343a340d3b', 'd7c79de38e046bb0266b9027f003858179f230ed', 'ef08eb1cb6002e61a5b80e7b60e8e7ca7e88b7a3']","[[{'highest_ratio': 0.981691368788143, 'best_match_position': (47, 71)}], [{'highest_ratio': 0.981691368788143, 'best_match_position': (49, 73)}], [{'highest_ratio': 0.9748700173310225, 'best_match_position': (49, 73)}], [{'highest_ratio': 0.9531516183986372, 'best_match_position': (49, 73)}]]",3,"[-2, -4, -5]","['842f350c6e56a5b694e128c0e396cc9a5b7e266a', 'd7c79de38e046bb0266b9027f003858179f230ed', 'ef08eb1cb6002e61a5b80e7b60e8e7ca7e88b7a3']","[[{'highest_ratio': 0.981691368788143, 'best_match_position': (47, 71)}], [{'highest_ratio': 0.9748700173310225, 'best_match_position': (49, 73)}], [{'highest_ratio': 0.9531516183986372, 'best_match_position': (49, 73)}]]",0,[],[],[],4380,3063,1390,187,38,37,3.4,107,213,14,5,4.9,0,5,141,829,0.9,378,275,2.02,1.47,26,4,2,1,1,1,75.0,18,0,0,0,0.0,3,20,11.1,1,0,1.0,0.0,,,,,
23,modding,2023-12-28 02:13:44,Java,,0,0,0,1,78,Java,561,written by chatgpt,modding\e72a663dcf53fe6660b13388fe0bd5f0a7dd34fd\1.20.1\examplemod\src\main\java\com\thomas\cloudscape\util\Utilities.java,,class,,9,"[562,622]",61,,,,,,,4,0,[],[],[],0,[],[],[],0,[],[],[],23178,17893,6703,1212,231,216,7.6,1480,1471,57,31,6.3,0,11,900,4959,0.9,3065,1682,2.53,1.39,62,43,19,5,1,1,8.5,4,0,0,0,0.0,2,15,1.2,9,7,1.8,1.4,,,,,
24,Java-Granulator,2023-06-12 22:40:28,Java,,0,0,0,1,1,Java,75,written by chatgpt,Java-Granulator\01568ae1599ea327aae81bdd2e3ee9f1cac53d8a\src\model\GranulateNoisiness.java,,method,,0,"[76,106]",31,,,,,,,1,0,[],[],[],0,[],[],[],0,[],[],[],865,638,375,47,12,11,20.8,168,259,8,5,29.9,0,12,71,520,2.7,113,116,2.4,2.47,32,21,12,1,1,1,20.7,6,0,0,0,0.0,4,20,2.9,5,8,5.0,8.0,,,,,
30,spark-dbt-iceberg,2024-03-25 17:17:39,Python,,0,0,0,1,9,Java,11,written by chatgpt,spark-dbt-iceberg\1a293b691ca5faeb9f273c142128ad67e940df8e\airbyte\airbyte-integrations\bases\base-java\src\main\java\io\airbyte\integrations\destination_async\AirbyteFileUtils.java,,file,,1,"[1,44]",44,,,,,,,1,0,[],[],[],0,[],[],[],0,[],[],[],159427,115543,36605,9202,1694,1536,6.4,7905,11991,644,273,7.5,2,174,3314,39870,1.2,15086,6385,1.64,0.69,44,22,9,1,1,1,21.4,6,0,0,0,0.0,5,25,3.8,5,5,5.0,5.0,,,,,
31,airbyte-primetric-custom-reports,2024-02-04 18:19:50,Python,815.0,0,0,0,1,13093,Java,11,written by chatgpt,airbyte-primetric-custom-reports\da32fc86bf6450b4d02d4cc9e5f761b80529255a\airbyte-cdk\java\airbyte-cdk\core\src\main\java\io\airbyte\cdk\integrations\destination_async\AirbyteFileUtils.java,,file,,5297,"[1,44]",44,,,,,,,1,0,[],[],[],0,[],[],[],0,[],[],[],178491,127210,41279,9870,1850,1669,6.9,9468,12972,663,279,7.3,2,197,3656,43266,1.1,16436,7141,1.67,0.72,44,22,9,1,1,1,21.4,6,0,0,0,0.0,5,25,3.8,5,5,5.0,5.0,,,,,
32,Data-Engineering-Open-Source-Stack,2023-12-18 03:00:38,Python,,1,0,0,1,2,Java,11,written by chatgpt,Data-Engineering-Open-Source-Stack\b11c87cc8ff0381e1206755be869410e6ae3197b\airbyte-cdk\java\airbyte-cdk\core\src\main\java\io\airbyte\cdk\integrations\destination_async\AirbyteFileUtils.java,,file,,0,"[1,44]",44,,,,,,,1,0,[],[],[],0,[],[],[],0,[],[],[],184557,130979,42980,10289,1897,1703,7.2,10207,11557,608,273,6.3,2,189,3736,42709,1.1,17139,7480,1.67,0.73,44,22,9,1,1,1,21.4,6,0,0,0,0.0,5,25,3.8,5,5,5.0,5.0,,,,,
33,airbyte,2024-01-11 14:02:59,Python,,0,0,0,0,5,Java,11,written by chatgpt,airbyte\11eaa3adc7236eb39d6448f4ccf1572df36fb9d4\airbyte-cdk\java\airbyte-cdk\core\src\main\java\io\airbyte\cdk\integrations\destination_async\AirbyteFileUtils.java,,file,,1,"[1,44]",44,,,,,,,1,0,[],[],[],0,[],[],[],0,[],[],[],184967,131182,42990,10365,1923,1715,7.2,10206,12312,613,289,6.7,2,193,3766,42936,1.1,17187,7481,1.66,0.72,44,22,9,1,1,1,21.4,6,0,0,0,0.0,5,25,3.8,5,5,5.0,5.0,,,,,
34,kastech,2024-01-18 12:05:23,Python,,0,0,0,1,1,Java,11,written by chatgpt,kastech\269140967d5889af072ea8c6adf6d494bbe5a8c6\airbyte-cdk\java\airbyte-cdk\core\src\main\java\io\airbyte\cdk\integrations\destination_async\AirbyteFileUtils.java,,file,,0,"[1,44]",44,,,,,,,1,0,[],[],[],0,[],[],[],0,[],[],[],186099,132009,43307,10419,1934,1725,7.2,10316,12291,614,289,6.6,2,194,3797,43249,1.1,17275,7550,1.66,0.72,44,22,9,1,1,1,21.4,6,0,0,0,0.0,5,25,3.8,5,5,5.0,5.0,,,,,
35,airbyte2,2024-03-17 14:36:47,Python,859.0,0,0,0,1,14239,Java,11,written by chatgpt,airbyte2\da32fc86bf6450b4d02d4cc9e5f761b80529255a\airbyte-cdk\java\airbyte-cdk\core\src\main\java\io\airbyte\cdk\integrations\destination_async\AirbyteFileUtils.java,,file,,5612,"[1,44]",44,,,,,,,1,0,[],[],[],0,[],[],[],0,[],[],[],178491,127210,41279,9870,1850,1669,6.9,9468,12972,663,279,7.3,2,197,3656,43266,1.1,16436,7141,1.67,0.72,44,22,9,1,1,1,21.4,6,0,0,0,0.0,5,25,3.8,5,5,5.0,5.0,,,,,
36,ERP-ELT-Discrepancy,2023-12-29 13:12:26,Python,,0,0,1,2,23,Java,11,written by chatgpt,ERP-ELT-Discrepancy\0b9d1c5c939854233aa1e102afc25ecc077fbf95\docker-dep\airbyte-cdk\java\airbyte-cdk\core\src\main\java\io\airbyte\cdk\integrations\destination_async\AirbyteFileUtils.java,,file,,0,"[1,44]",44,,,,,,,1,0,[],[],[],0,[],[],[],0,[],[],[],185110,131286,43013,10374,1925,1717,7.2,10210,12308,613,289,6.6,2,194,3766,42916,1.1,17195,7485,1.66,0.72,44,22,9,1,1,1,21.4,6,0,0,0,0.0,5,25,3.8,5,5,5.0,5.0,,,,,
37,analisisdatospython,2024-01-09 09:36:58,Roff,,0,0,0,1,4,Java,11,written by chatgpt,analisisdatospython\9199c763f8c6b839174f2c6f4330ba406bc631eb\airbyte\airbyte-cdk\java\airbyte-cdk\core\src\main\java\io\airbyte\cdk\integrations\destination_async\AirbyteFileUtils.java,,file,,1,"[1,44]",44,,,,,,,1,0,[],[],[],0,[],[],[],0,[],[],[],184967,131182,42990,10365,1923,1715,7.2,10206,12312,613,289,6.7,2,193,3766,42936,1.1,17187,7481,1.66,0.72,44,22,9,1,1,1,21.4,6,0,0,0,0.0,5,25,3.8,5,5,5.0,5.0,,,,,
38,dbt-poc-demo,2023-11-27 03:50:08,Python,,0,0,0,1,1,Java,11,written by chatgpt,dbt-poc-demo\2457f3f50d52a64df64826f34cc0e9d51db815dc\airbyte\airbyte-cdk\java\airbyte-cdk\core\src\main\java\io\airbyte\cdk\integrations\destination_async\AirbyteFileUtils.java,,file,,0,"[1,44]",44,,,,,,,1,0,[],[],[],0,[],[],[],0,[],[],[],182753,130196,42919,10072,1851,1672,7.1,10023,13006,671,286,7.1,2,205,3747,44398,1.1,16851,7362,1.67,0.73,44,22,9,1,1,1,21.4,6,0,0,0,0.0,5,25,3.8,5,5,5.0,5.0,,,,,
40,FileCopy,2023-09-07 16:55:11,Java,,0,0,0,1,2,Java,11,written by copilot,FileCopy\8f7bd14ff5438f29ba22cdb615e1e5ab8c1d7f82\src\FileCopy.java,,statement,,0,"[11,14]",4,,,,,,,2,0,[],[],[],0,[],[],[],0,[],[],[],48,35,22,1,1,1,2.8,1,0,0,0,0.0,0,0,7,62,5.9,5,4,5.0,4.0,7,4,3,0,0,1,11.1,1,0,0,0,0.0,2,20,8.3,1,1,1.0,1.0,,,,0,0
41,JavaWorks,2023-10-23 10:57:59,Java,,0,0,0,1,52,Java,37,written by copilot,JavaWorks\a7678a260db4c51332c5dac900306feb1fd70ba7\src\OOPs\Module4\Part2\Task1\Calculator.java,JavaWorks\ebacd6829e534eeaaaea83aba0a9c45aecd5cf1e\src\OOPs\Module4\Part2\Task1\Calculator.java,method,,0,"[38,46]",9,,,,,,,3,2,"[-2, -3]","['d8384b382135fed702f13404d317a2d742082ec1', 'ebacd6829e534eeaaaea83aba0a9c45aecd5cf1e']","[[{'highest_ratio': 0.9473684210526315, 'best_match_position': (38, 46)}], [{'highest_ratio': 0.9125475285171103, 'best_match_position': (38, 46)}]]",2,"[-2, -3]","['d8384b382135fed702f13404d317a2d742082ec1', 'ebacd6829e534eeaaaea83aba0a9c45aecd5cf1e']","[[{'highest_ratio': 0.9473684210526315, 'best_match_position': (38, 46)}], [{'highest_ratio': 0.9125475285171103, 'best_match_position': (38, 46)}]]",0,[],[],[],3652,2566,1174,339,103,103,8.7,245,589,39,23,16.1,0,10,536,5456,7.1,476,246,1.4,0.73,10,9,7,1,1,1,21.4,3,0,0,0,0.0,5,45,13.6,1,0,1.0,0.0,,,,,
42,Chess-Playable,2024-02-19 19:20:20,Java,,0,0,0,1,4,Java,40,written by copilot,Chess-Playable\53d44255e267c73d9376743de10f676b036f97ea\src\King.java,,method,,0,"[41,55]",15,,,,,,,2,0,[],[],[],0,[],[],[],0,[],[],[],1430,1181,638,92,15,15,6.7,85,360,11,7,25.2,0,1,121,1219,3.4,327,426,3.55,4.63,16,15,9,1,1,1,0.0,0,0,0,0,0.0,3,22,4.3,8,17,8.0,17.0,,,,,
43,RED-2024,2024-01-09 16:46:21,Java,2.0,1,0,0,1,151,Java,135,written by copilot,RED-2024\ec987d4968af446154be80c234b874add22ece58\src\main\java\frc\robot\subsystems\LEDs.java,,method,,28,"[137,159]",23,,,,,,,24,0,[],[],[],0,[],[],[],0,[],[],[],1936,1228,456,96,39,17,19.0,288,204,7,1,10.5,0,1,170,688,1.9,187,95,1.95,0.99,24,23,17,1,1,1,0.0,0,0,0,0,0.0,4,28,3.7,12,18,12.0,18.0,,,,,
45,ImmersivePortalsModForNeo,2023-12-31 16:36:12,Java,29.0,0,0,0,1,3001,Java,249,written by copilot,ImmersivePortalsModForNeo\fd8e30b01691f0ea9fe447a6f73b0000e8f001e6\src\main\java\qouteall\q_misc_util\Helper.java,,method,,928,"[248,259]",12,,,,,,,6,0,[],[],[],0,[],[],[],0,[],[],[],70492,53169,19616,3437,632,507,5.3,2984,428,22,13,0.6,0,19,2434,18720,1.2,8252,5680,2.4,1.65,13,11,2,1,1,1,7.1,1,0,0,0,0.0,4,40,10.3,7,0,7.0,0.0,,,,,
