path_of_first_file_commit,keyword_index,matched_keyword,code_granularity,start_end_line
iode\fe57b27250c545f7ac3e3bea67d496b2e90179e4\cpp_api\utils\utils.h,293,generated by chatgpt,,
AdventOfCode\7eee0fd3b866ffeeecf43cf2a5776eede5d161d6\2022\Day 5\src\solution.cpp,83,generated by chatgpt,,
AOJ\94f986991a57219ea2860ac8cf7992274b68db61\alds1\1d.cpp,27,generated by chatgpt,,
TheNomad-ASCII\777cf14b55d6d4b14e45cfdb17ce24c490e14fb4\src\g_math.cpp,25,generated by chatgpt,,
plsa-gpu\141a9d07a72e544508d9e1e29a9298302f29f05b\stage4_cpu_postprocessing.cpp,36,generated by chatgpt,,
cs201-program7-matrix-Powerstar0\8e90f5e101ce699c25517fa6cd677a328ec82034\CS201PGM7MatrixTemplate\Matrix.cpp,12,generated by chatgpt,,
adds-assignment7\5f4e669911fb37738986a0eab42576aadb9ea8f6\main.cpp,39,generated by chatgpt,,
c-set\dad92c5738eddb675330055b7f4f7f7f51f79f3b\pkgs\base\rs_numerics.hh,32,generated by chatgpt,,
GestorDeBaseDeDatos\db9236ab7ab51f07d898ada4b57c3c5c2743abf2\main_remove.cpp,1,generated by chatgpt,,
4-connect-4-languages\60d34d6ef7a079f8249af7462741d33dee7c4b01\four-connect.cpp,1,generated by chatgpt,,
education\f310a8997307420f96c3ce25b09020182b20283b\cpp\plays\pointers\main.cpp,2,generated by chatgpt,,
CIDR24-SIMD-FPGA\ffe7e6ba2ae7cf9550be49ae3944061e94b3f9b7\src\intel_simd\modulo\tsl\include\generated\definitions\binary\binary_avx512.hpp,2226,generated by chatgpt,,
rvfpm\f0a335a1b8af4f653780ba542084bd9aa9edffc1\work\src\in_TestFloat.cpp,4,generated by chatgpt,,
LSC-ncRNA\6a35d1ab421255f2f433ac1c4c07af1a072bbbaf\MotifsExtractionSelection\CommonMotifs.cpp,1239,generated by chatgpt,,
wake_word\d1495aa2811e7aae771cdff2fc4c63e14fc4a8ab\firmware\wake_word\src\api\token_manager.cpp,119,generated by chatgpt,,
wake_word\d1495aa2811e7aae771cdff2fc4c63e14fc4a8ab\firmware\wake_word\src\api\google_speech_api.cpp,217,generated by chatgpt,,
NG_2024_Pashchenko_Danil_Qt_C-\cc25c216cb2b1834608e1925a8fd5445fa0dc282\Lection 2 Task 5\Lection_2_Task_5\main.cpp,106,generated by chatgpt,,
inventr.io\b54887cbab84c3eb274ba9137aff4f6c7354784d\30 days Lost in Space\Day_29\Day_29.ino,563,generated by chatgpt,,
sanntid\0b1e5d83dad6d0f44e5f881d8e3c2b35de1a2863\main.cpp,11,generated by chatgpt,,
Chatbot-Generated-by-ChatGPT\a31fd96ebaa88d2749b56d9b2078429af1be0048\Chatbot.cpp,96,generated by chatgpt,,
wake_word\d1495aa2811e7aae771cdff2fc4c63e14fc4a8ab\firmware\wake_word\src\utils\base64.cpp,7,generated by chatgpt,,
Snippets\713e6418a0ee31f65631a0561c80af739682412e\Algorithm\cuckoo_filter.cpp,240,generated by chatgpt,,
SchedulingApp\7f9d94ec8f967f0ff876ea589be8e63abc378212\model\src\Project.cpp,11,generated by chatgpt,,
cse_491_fall_2023\4f81dd9cde0af339f8ba2f7918d7bf9b02ed606c\source\DataCollection\GameData.hpp,32,generated by chatgpt,,
Dragon\8489c96f1555b3c9490d1dc5ebc6224d4b8c380c\src\Geometry\Structure\Graph.cpp,159,generated by chatgpt,,
numeric-parallel-starter-code\ed6c0576e6d3a95dcc7c7f6f8dced75c0f79ecf6\hello_integrators\hello_simpson.cpp,1,generated by chatgpt,,
helix-lang\e372a9bbf3aedf81bc6c7a5071af4a21d37dd176\src\cpp\src\subinterpreter.cc,31,generated by chatgpt,,
helix-lang\e372a9bbf3aedf81bc6c7a5071af4a21d37dd176\src\cpp\include\file_io.hh,84,generated by chatgpt,,
RCMS\334326745eb8419775c4a37cd6094e022768c703\appendices\sales and costs and ratings  generation\generateSalesCosts.h,9,generated by chatgpt,,
SRO-RTDP\f21895bd3038c2115635b4b41386af6223c8ceed\src\utilities\cpp\podio2tcp\podio2tcp.cc,31,generated by chatgpt,,
CS_1181_cpp\ef26e72995ef52a048e8a4d0f26e7354417aafae\f23\ch13\mergeSort.cpp,1,generated by chatgpt,,
RustPlus\d6c0f0d3207b62e01b96985dc76e3c2eb27f8892\cameradecoder.h,63,generated by chatgpt,,
Flexcomm-Simulator\5490961980b7a1b27a2f4cee1b2cb944a3331150\ns-3.35\src\topology\model\topology.cc,177,generated by chatgpt,,
helix-lang\e372a9bbf3aedf81bc6c7a5071af4a21d37dd176\src\cpp\src\file_io.cc,85,generated by chatgpt,,
helix-lang\e372a9bbf3aedf81bc6c7a5071af4a21d37dd176\src\cpp\shared\panic.hh,80,generated by chatgpt,,
Windmill\ee04e9cb362d18a2c834a017b33f7d4008c13e2f\turbine_control\orientation_stepper.cpp,116,generated by chatgpt,,
posgi\977def90972f2144c200ed8576232ea37dfa0d39\framework\include\org\posgi\framework\impl\utils\PosgiTxtFormatter.h,41,generated by chatgpt,,
SX1276_Receive_LBJ\3216dcc4ed4e71a5cad9166a95011d9a49a9bbc2\src\main.cpp,78,generated by chatgpt,,
helix-lang\1b7b23e48690291de3406ac639cc653df15128a9\src\cpp\shared\inttypes.hh,32,generated by chatgpt,,
Quintin-OpenGL-Project\1522c494b3a863cdb24c5f3f2f0b50af8259730d\source\game\sound.cpp,3,generated by chatgpt,,
smartmet-library-macgyver\916f6019192bd872f5589adb91e21a6d3f462522\test\DebugToolsTest.cpp,11,generated by chatgpt,,
elspot\bd5f9fbeba04d496617fa31deae373c18d876287\src\tests\chatgpt_test.cpp,5,generated by chatgpt,,
smartmet-library-macgyver\916f6019192bd872f5589adb91e21a6d3f462522\test\ExceptionTest.cpp,54,generated by chatgpt,,
cse_491_fall_2023\044b496fc250eec29b63ef72a0eb9942a0127bf0\tests\unit\Agents\RandomAgent.cpp,40,generated by chatgpt,,
gym\ef52c7a418ed088a72dc4ec5d50cddf7a24a8a23\env\leet_env\cpp\Solution.hpp,12,generated by chatgpt,,
rac3-gym\6407e3b3d4607a84b0cd7c92200f46c41e2e23f9\prx\lib\logger.h,10,generated by chatgpt,,
Helga\c57b5f6c399e7817c0d71bb7610a1e170444c940\games\rc1\prx\lib\logger.h,10,generated by chatgpt,,
Helga\c57b5f6c399e7817c0d71bb7610a1e170444c940\games\rc3\prx\lib\logger.h,10,generated by chatgpt,,
Quintin-Wolf-And-Sheep-AI\f42b1870e357252d75271c6ea9ddf226d1e3cf64\source\shapes\shapes.cpp,345,generated by chatgpt,,
NexTask\6615c1cdff1a1e358ee0c0af065fd9fff515fe36\lib\better_Int_types.hh,32,generated by chatgpt,,
Quintin-Wolf-And-Sheep-AI\f42b1870e357252d75271c6ea9ddf226d1e3cf64\source\game\sound.cpp,3,generated by chatgpt,,
SBFS\544688358e121df09006ee281e7caf9f6bde866e\include\config.h,43,generated by copilot,,
swordfish\feeb5a2008077868c745d0f6204b63ff756fc50c\src\sfeval\eval.cpp,7,generated by copilot,,
cp-data-algo\4806008571d7248f876e185b6973e0f938bd899f\ds\ds00_reverse.cpp,9,generated by copilot,,
plummet-language\546c7487d20a8fc6f32c9bc041579de7093069a3\src\headers\jaro.cpp,3,generated by copilot,,
leetcode-solutions\77683a8561fbba7c7ff53cc863207de3a3f07f06\219_contains_duplicate_II.cpp,7,generated by copilot,,
cpp-raytracer\9d682c14e9feb89a0be650e58bf2f0320a888917\Code\shape.h,2,generated by copilot,,
Visindigo\996f4442b278791acf0111db5fa91e1cc9311ca5\Visindigo\VICore\private\VisindigoNamespace.h,6,generated by copilot,,
algo-cpp\aee32e3433e092c2396135612e32ad9428231391\aigc-rbtree\rb-tree-cop.cpp,7,generated by copilot,,
can_plugins2\51acb9c186c315a5ef876df21acfa91da282bfb4\src\slcan_bridge.cpp,342,generated by copilot,,
OneClickAppInstaller\7fec61621eb8aca6311b917d55b4230478a55d79\header.hpp,173,generated by copilot,,
ExampleLibraryConversion\54b4034c718a0b0802da055fc832f9fb80f43326\ExampleLibraryConversion.cpp,106,generated by copilot,,
CFXS-Build\77d057f617fde10d2203bd1d8d5f085bbc9fbd83\src\Core\Component.cpp,82,generated by copilot,,
VCPP-2\52f53859c27f07ccea85d3e40e7811b7e6f319fa\VCPP\chketype.cpp,126,generated by copilot,,
robomas_plugins\3f8e390e99c0f58307f56eb911ce0eb231ea4250\src\robomas_bridge.cpp,443,generated by copilot,,
LEDLights\e40b34806011954b652cf2b96c3fa771a0277b3d\LedBuildingBlocks.cpp,238,generated by copilot,,
SungToolsCpp\18e0136c295c22443c3e74879272ab27c1d32339\source\general\include\sung\general\linalg.hpp,346,generated by copilot,,
GithubGeneratedCode\a05eb9908a1a4a234131c3b30563a856a09c31c8\GithubBowling.cpp,66,generated by copilot,,
can_plugins2_plus\6f5a71eb355a86da5d8191c0a1f77543596bd313\src\buffered_slcan_bridge.cpp,383,generated by copilot,,
robomas_second_plugins\91be214d9ae039bb8d553ced21affb9ed6e3a3d6\src\robomas_second_bridge.cpp,457,generated by copilot,,
cpp-raytracer\5971ddbef0e1de533494b6eca8fd1b7a44eac1b6\Code\image.h,68,generated by copilot,,
cpp-raytracer\29e7d176b2ff54befc6bd820f3ec9124fe9fd87a\Code\camera.h,25,generated by copilot,,
cpp-raytracer\a9b864bb6af1d78a1bc23a948eaed7f35d5cbcf7\Code\renderer.cpp,36,generated by copilot,,
cpp-raytracer\98ff2baba8ba470a45b05570e7572f6f4c40a4c7\Code\pointlight.h,8,generated by copilot,,
cpp-raytracer\98ff2baba8ba470a45b05570e7572f6f4c40a4c7\Code\material.h,14,generated by copilot,,
cpp-raytracer\cd33860cc5526fe95d6d60bed9a61340550acbb6\Code\cylinder.h,23,generated by copilot,,
can_plugins2_plus\6f5a71eb355a86da5d8191c0a1f77543596bd313\src\slcan_bridge.cpp,277,generated by copilot,,
beagle-dashcam\30249cbcca24aaf477fb651a4d292e927e8370bb\hal\src\gps.cpp,82,generated by gpt3,,
noh\50bc7407c3b380fe052e1959fd147391b28cb61c\src\k2\c_soundmanager.h,353,generated by gpt-4,,
oop-2023\5e6949af26813e8cc681b24adc7fef76f856d65e\seminar5_212\main.cpp,18,generated by gpt-4,,
PGenEdit\1ac0a0e5b2915299d29a9d90e95f1641372a85fb\PGenEditDLL\Tests.h,133,generated by gpt-4,,
mrs_gazebo_common_resources\3c5efa07cc8f11b1e431eed5d780de6056fae56b\src\sensor_and_model_plugins\link_static_tf_publisher.cpp,1,generated using chatgpt,,
HotGlueNightlight\0f22a64427d4b95bbd1499dc33770446b9df9be1\A1HotGlutNightLight.ino,1,generated using chatgpt,,
DovesLapTimer\114b9559b0a3e6a73431a3bc12c918e8ab5f127b\src\DovesLapTimer.h,13,generated using chatgpt,,
DovesLapTimer\114b9559b0a3e6a73431a3bc12c918e8ab5f127b\src\DovesLapTimer.cpp,13,generated using chatgpt,,
sew\bc68f0046478cf1d613db11563f56267f581c2f6\tee_stream.cpp,53,generated using gpt4,,
foldseek\b92a50a7a9e0c69cfefc05bc0f6decf2cb38b322\lib\foldcomp\src\sidechain.cpp,412,generated with copilot,,
foldcomp\f4deba9df89c741cce39af4541fe448a646121dd\src\sidechain.cpp,419,generated with copilot,,
OpenGTA\e4522f79ad23c4c1b307de5eb80b79793f698811\tests\bitwise-test.cpp,4,generated with copilot,,
foldmason\535aa79a0629e210b97ed47a73b88faf9c45b9b8\lib\foldseek\lib\foldcomp\src\sidechain.cpp,412,generated with copilot,,
domaicomp\b92a50a7a9e0c69cfefc05bc0f6decf2cb38b322\lib\foldcomp\src\sidechain.cpp,412,generated with copilot,,
