path_of_first_file_commit,keyword_index,matched_keyword,code_granularity,start_end_line
RakibsJavaPractice\430ed3afceb5e24bb9d42fc2f428ffafd10349ae\src\Recursion\SwapNodes\ListNode.java,5,generated by chatgpt,,
Spring_Boot_Projects\5e782ce040d2b1cf5ad407637c4df03da5732124\openAI\src\main\java\com\wbhealth\openAI\model\Choice.java,14,generated by chatgpt,,
SyntaxSorcerers\52a56c504d759424e78fbf465dd530f10b5badc1\frontend\app\src\main\java\com\example\frontend\apiwrappers\UBCGradesRequest.java,18,generated with chatgpt,,
Discord-DynamicRP\d7825b93f63e8f0d342f3dbc3536805862a04b83\src\main\java\lee\aspect\dev\dynamicrp\application\core\DynamicRP.java,69,generated by chatgpt,,
EventSnapQR\2d7d763f8b9a1326c5a2f787bb5e36b55fd78d22\app\src\main\java\com\example\eventsnapqr\ReverseGeocodingTask.java,21,generated by chatgpt,,
GPD_Projekt\336098348e294c49f6d293064eb468208cb7e99f\src\main\java\de\thi\services\ReadMember.java,25,generated by chatgpt,,
Java-Goal-Tracker-assignment\68970bef587313a4eabb482600be15a638bdc2b7\App.java\src\RandomQuoteGenerator.java,4,generated by chatgpt,,
sp24-project1\fc5bc581cdddb20c11512faf65836604c3110123\src\main\java\student\Utilities.java,18,generated by chatgpt,,
HammerLib\f1b514d942ddb98f331f58101d24016c23a67a5c\src\main\java\org\zeith\hammerlib\api\crafting\building\GsonFileDecoder.java,50,generated by chatgpt,,
chess\90fe3d7ce8a58aa2d33d7b6deb14e09498cf55af\shared\src\main\java\chess\ChessBoard.java,104,generated by chatgpt,,
MatchScope\b5dcea6053f21d5ece686f03f5006e224e6aa1d1\src\main\java\com\matchscope\Utils.java,41,generated by chatgpt,,
frequencyGameTheory\5a16c04bb972e83b676afb49f2d66e9f0e7b68da\frequencyGameTheory\src\Musician.java,7,generated by chatgpt,,
mu_repository\e1339a67b44f710eb10b46975790df205373a494\app\src\main\java\de\ekert\mavendemo\ki\CountdownTimer.java,12,generated by chatgpt,,
Cars\4c0b7bf8b36d22fa350e6226a8f36079b73a6d4f\src\main\java\dat3\car\config\DeveloperData.java,28,generated by chatgpt,,
Project\358092c3879dc8598b958ef29dbd36e460e505e2\client\app\src\main\java\org\example\Pages\Login.java,11,generated by chatgpt,,
CSC-155--Lab3--Lighting\7f069bd36fc173820ad0284b8dce1c5211ca7062\A4\a4\Code.java,181,generated by chatgpt,,
IDATT1003-TrainDispatchSystem\57d221b39d72c7de4dda17eb54c9809f14aa6da7\src\main\java\edu\ntnu\stud\UserInterface.java,265,generated by chatgpt,,
team-panda\349e2fd827d67eb9e4d1e9dbfb9659c8841ca467\src\main\java\edu\northeastern\cs5500\starterbot\command\DeliveryCommand.java,57,generated by chatgpt,,
Headway-Exercise-1\b9895aa41804934af5ebd5e1c1341bc899666004\src\P1\SQLScripts\StudentsDepartmentsDataGenerator.java,9,generated by chatgpt,,
team-panda\3df074284d87eafda088dc7f5b13f03ed2d714ad\src\main\java\edu\northeastern\cs5500\starterbot\controller\CartController.java,73,generated by chatgpt,,
team-panda\d666e5e1caf9691e8cae201b989b996cedffbde2\src\main\java\edu\northeastern\cs5500\starterbot\command\CheckoutCommand.java,85,generated by chatgpt,,
C206_CaseStudy\2c85fb13aceaa450b7732069cb808effef0ff1ab\C206_CaseStudy\src\C206_CaseStudy.java,8,generated by chatgpt,,
COSC10\720f7e2fc0a6f94a1e0392c60f8ac658dc1fbf59\Practice Problems\final practice problem solutoins\ChatServerCommunicator.java,103,generated by chatgpt,,
LearnJava\faad97409f801bd63a74ffcca44e9e002eae1f42\SpringToolSuiteWS\my-java-code\src\main\java\io\github\jeffreyxiecn\github\copilot\TryAItools.java,50,generated by chatgpt,,
java-rest-api-assessment-tosimiadesoye\b30c66a7a3756665c5f7dc60b71620c577070b2f\src\main\java\com\cbfacademy\apiassessment\fitnessPlanner\PersonalisedFitnessPlan.java,187,generated by chatgpt,,
Project\46f7654c479daee612ea23d725803af4fb4a7b35\client\app\src\main\java\org\example\Pages\Managers\CreateAccount.java,22,generated by chatgpt,,
composum-AI\2256cb29fb0dac57a3252a6e319f3869eae9bc87\backend\base\src\main\java\com\composum\ai\backend\base\service\chat\impl\HtmlToMarkdownConverter.java,17,generated by chatgpt,,
project-team-31\c0aeb8b9578ce30f9665c18dd74add58037ffff4\lib\src\main\java\edu\ucsd\cse110\successorator\lib\domain\SimpleGoalRepository.java,58,generated by chatgpt,,
ComplierCode\8d086f87da8c0104eb9cf884e1d4a5dfb2c411ab\src\main\java\parser\allstar\exprprec\ExprPrecTest.java,35,generated by chatgpt,,
collageify\7358276dec31892fb6b6123f4cd567efbcde718f\app\src\main\java\collageify\web\config\AsyncConfig.java,17,generated by chatgpt,,
custom-record-poc\cbe58c8bd3f09878060763895cc5b991df78e08f\bundle\src\main\java\com\example\bundle\VideoGameGamesCustomRecordProvider.java,614,generated by chatgpt,,
mu_repository\e1339a67b44f710eb10b46975790df205373a494\app\src\main\java\de\ekert\mavendemo\ki\other\SwingUICountdownTimerFromGPTWithOffByOne.java,17,generated by chatgpt,,
cars\e454b5bf0709cb31b46a0a7cfd41ee754562824a\src\main\java\dat3\car\config\CarTestDataFactory.java,8,generated by chatgpt,,
CarsRUs\4fa284533c55ba6bb83e587a5f3166b62a748302\src\main\java\dat3\car\config\CarTestDataFactory.java,8,generated by chatgpt,,
cars\e454b5bf0709cb31b46a0a7cfd41ee754562824a\src\main\java\dat3\car\config\MemberTestDataFactory.java,9,generated by chatgpt,,
CarsRUs\4fa284533c55ba6bb83e587a5f3166b62a748302\src\main\java\dat3\car\config\MemberTestDataFactory.java,9,generated by chatgpt,,
M2-Robot-Sopra\3cf827d9ada2101396ad2c3b2ea780e19ffa2fea\src\main\java\com\soprasteria\jira\agile\webapp\infrastructure\ChatGPTClient.java,34,generated by chatgpt,,
CSI2110\506c2d2dbedd45728ac26239f85df618c6e8b23c\KNearestNeighbors.java,11,generated by chatgpt,,
owf-tstool-googledrive-plugin\86609b8b52282e8a800673855c2ec6cff141dc99\owf-tstool-googledrive-plugin\src\main\java\org\openwaterfoundation\tstool\plugin\googledrive\GoogleDriveToolkit.java,64,generated by chatgpt,,
Cars\4af4088d5aebf6681509d397c393e5a90efa2880\src\main\java\dat3\cars\config\CarTestDataFactory.java,6,generated by chatgpt,,
Cars\4af4088d5aebf6681509d397c393e5a90efa2880\src\main\java\dat3\cars\config\MemberTestDataFactory.java,8,generated by chatgpt,,
university\2598e7082fc5786b8d5abde27e5f96adc852ee8d\S5 - Programming in JAVA\src\main\java\com\QueryHelper\QueryHelper\utils\ErrorUtils.java,41,generated by chatgpt,,
openbexi_timeline\cbea1cb9e89dfce913da06f91eeec0a65c9cff12\src\com\openbexi\timeline\data_browser\data_manager.java,385,generated by chatgpt,,
openbexi_timeline\cbea1cb9e89dfce913da06f91eeec0a65c9cff12\src\com\openbexi\timeline\data_browser\db_kafka_manager.java,227,generated by chatgpt,,
openbexi_timeline\cbea1cb9e89dfce913da06f91eeec0a65c9cff12\src\com\openbexi\timeline\data_browser\db_mongo_manager.java,16,generated by chatgpt,,
1Z0-829-preparation\bbb30709f465845426b858c83dfdcd0b82072eb7\src\main\java\org\enricogiurin\ocp17\book\ch10\UsageOfFlatMap.java,14,generated by chatgpt,,
1Z0-829-preparation\144b533c054bb7f0ee55dd80c04a883b390a4cc8\src\main\java\org\enricogiurin\ocp17\book\ch7\useofenum\SeasonWithValues.java,3,generated by chatgpt,,
1Z0-829-preparation\6679e01e636a11619119d7fb8c935df383b16f7c\src\main\java\org\enricogiurin\ocp17\book\ch10\collectors\Teeing.java,14,generated by chatgpt,,
java-ws\ccd4c780c0a13c0a2a03a461ff5d2ce45b4899f6\radical\src\main\java\com\example\radical\HanziRadicalCollection.java,56,generated by chatgpt,,
project-team-31\c0aeb8b9578ce30f9665c18dd74add58037ffff4\app\src\main\java\edu\ucsd\cse110\successorator\app\data\db\GoalDao.java,63,generated by chatgpt,,
team-panda\349e2fd827d67eb9e4d1e9dbfb9659c8841ca467\src\main\java\edu\northeastern\cs5500\starterbot\command\PickUpCommand.java,57,generated by chatgpt,,
team-panda\d666e5e1caf9691e8cae201b989b996cedffbde2\src\main\java\edu\northeastern\cs5500\starterbot\command\CartCommand.java,59,generated by chatgpt,,
sbu_fall2023_cse214\8c834682ac224bfe07062f6b1ade82beb5e471e0\Homeworks\src\cse214hw2\DISTest.java,5,generated by chatgpt,,
Learning-Tomorrow\0c232e5e92928c528dc4e4ef09a3e024b69d3cc0\LearningTomorrow\LearningTomorrowEditor\LTEditor.java,297,generated by chatgpt,,
AI-Lab\b4dad664f9cbf42694c22d3a59ca3018f16bd9af\code-generative-ai\src\main\java\org\homedns\dpaevd\ai\lab\algorithm\openai\LevenshteinDistance.java,10,generated by chatgpt,,
backend-imgGen\5c47aa33692225271b6d0f066ba346cb41d375c5\src\main\java\com\example\imgGenBackend\AIClients.java,58,generated by chatgpt,,
team-panda\d666e5e1caf9691e8cae201b989b996cedffbde2\src\main\java\edu\northeastern\cs5500\starterbot\command\StartCommand.java,82,generated by chatgpt,,
mu_repository\e1339a67b44f710eb10b46975790df205373a494\app\src\main\java\de\ekert\mavendemo\ki\other\CountdownTimerOriginalFromChatGPT_OK.java,8,generated by chatgpt,,
2023-compilers-coding-0\6680ddc2d7593fc56b9f6eb6c08c410e8bf34799\src\main\java\parser\allstar\exprprec\ExprPrecTest.java,35,generated by chatgpt,,
cars-back\b2efef82f1ecd8ec4b0e5713cad3e9364348b8d2\src\main\java\dat3\car\config\MemberTestDataFactory.java,9,generated by chatgpt,,
design-patterns\17ea6debc7cb8d262d0bb2452481c5f01cb02d5f\src\main\java\br\com\lcalves\designpatterns\application\services\impl\RegistrationNumberGeneratorServiceImpl.java,13,generated by chatgpt,,
Legend-Of-Zelda\a751474bc7219de9ebf35de611519895462cf89f\Engine\Graphics\Tile\ShadowLayer.java,36,generated by chatgpt,,
ICS4U-Unit1-01\257989be016a0e3b436effd67d4856eec7523ecf\index.java,35,generated by chatgpt,,
weather-project\057324af6f9adc9722eb30a99f97d4b786da1114\telegram-service\src\main\java\com\sokima\weather\telegram\service\TableWeatherReportService.java,9,generated by chatgpt,,
StressOverflow\36d769219deae9acb8251276e16c8502ed104d8f\app\src\androidTest\java\com\example\StressOverflow\FilterTest.java,843,generated by chatgpt,,
IST311ReviewQuiz\7a10e49d3b74c7c768e4b90f1f68402b25fe0066\src\main\java\Media.java,2,generated by chatgpt,,
leetcode\2c72777def5cbaa9d4e9de1bcf774234452a5eab\src\main\java\com\kkzhang\medium\ReverseInteger.java,27,generated by chatgpt,,
leetcode\fe31d4b8d1b6e15010323c1071d1c8df3c00285d\src\main\java\com\kkzhang\easy\PalindromeNumber.java,36,generated by chatgpt,,
java_dao\d65ebcae12fa840b98fc23bf706fa96dcae9f8ce\src\main\java\de\htwberlin\dao\MautabschnittDao.java,9,generated by chatgpt,,
java_dao\d65ebcae12fa840b98fc23bf706fa96dcae9f8ce\src\main\java\de\htwberlin\dao\BuchungsStatusDao.java,11,generated by chatgpt,,
java_dao\d65ebcae12fa840b98fc23bf706fa96dcae9f8ce\src\main\java\de\htwberlin\dao\FahrzeuggeratDao.java,8,generated by chatgpt,,
leetcode\4d6380d2e4a2efb362a0c642a65d4f78de823bb2\src\main\java\com\kkzhang\medium\HouseRobberII.java,47,generated by chatgpt,,
cars3_week\3cc5daf25cda458b90de4ec62b352a37cd7e6e7f\src\main\java\dat3\car\config\MemberTestDataFactory.java,9,generated by chatgpt,,
leetcode\207bf923076e5775959dae3ddc7fdc9a40b96673\src\main\java\com\kkzhang\medium\Combinations.java,29,generated by chatgpt,,
leetcode\358a1b19900ad3309fc42644a16094ebdff1e650\src\main\java\com\kkzhang\medium\CombinationSum.java,33,generated by chatgpt,,
Project\83fa9f626c7227ef445feeb61703798eef674a22\client\app\src\main\java\org\example\Pages\Managers\CreateItem.java,17,generated by chatgpt,,
java_dao\d65ebcae12fa840b98fc23bf706fa96dcae9f8ce\src\main\java\de\htwberlin\dao\FahrzeuggeratDaoImpl.java,10,generated by chatgpt,,
leetcode\093341f92c1f53105eb7c21fb32ef84d4cbb0aef\src\main\java\com\kkzhang\medium\LetterCombinationsOfAPhoneNumber.java,67,generated by chatgpt,,
java_dao\d65ebcae12fa840b98fc23bf706fa96dcae9f8ce\src\main\java\de\htwberlin\mauterhebung\MauterServiceImpl.java,54,generated by chatgpt,,
cars\ff76c49b86110b933e8cfa9d9677c1f76a5b53e5\src\main\java\dat3\car\config\CarTestDataFactory.java,8,generated by chatgpt,,
cars\3919717e51fc8d05d63c304dfd2d46a12ad0a2fa\src\main\java\dat3\car\config\MemberTestDataFactory.java,9,generated by chatgpt,,
ICS4U-Unit-1-02-Java\2113cb8b4ccea2bcad366c76e03e7a99ec73dfff\EnergyReleased.java,35,generated by chatgpt,,
cs644\a8a8e8ede31974dfb05ee8d8308885521580d01d\tests\a5-tests\J1_heapsort.java,1,generated by chatgpt,,
java-subset-compiler\147856af5995e635c2bfc33ea7a401a5f46d479c\src\test\resources\a5\J1_heapsort.java,1,generated by chatgpt,,
Joosc\4c6c0b6f05f534844cfd0432abbc54b77cfa63d9\tests\programs\a5\marmoset\valid\J1_heapsort.java,1,generated by chatgpt,,
Successorator\27b84c036851f8db7d9e951b1a4d175aeabd9423\project-team-31\lib\src\main\java\edu\ucsd\cse110\successorator\lib\domain\SimpleGoalRepository.java,77,generated by chatgpt,,
cars-back\b2efef82f1ecd8ec4b0e5713cad3e9364348b8d2\src\main\java\dat3\car\config\CarTestDataFactory.java,8,generated by chatgpt,,
Tech-Exam\df1af7376137adac767acc713c7b9242583d3f6e\src\main\java\dat3\car\config\CarTestDataFactory.java,8,generated by chatgpt,,
cars-fall2023\3cc5daf25cda458b90de4ec62b352a37cd7e6e7f\src\main\java\dat3\car\config\CarTestDataFactory.java,8,generated by chatgpt,,
cars\1a97e122c110e2d8a33d245596d96130438f4ea1\cars-fall2023-main\src\main\java\dat3\car\config\CarTestDataFactory.java,8,generated by chatgpt,,
Successorator\27b84c036851f8db7d9e951b1a4d175aeabd9423\project-team-31\app\src\main\java\edu\ucsd\cse110\successorator\app\data\db\GoalDao.java,65,generated by chatgpt,,
Tech-Exam\df1af7376137adac767acc713c7b9242583d3f6e\src\main\java\dat3\car\config\MemberTestDataFactory.java,9,generated by chatgpt,,
cars-fall2023\3cc5daf25cda458b90de4ec62b352a37cd7e6e7f\src\main\java\dat3\car\config\MemberTestDataFactory.java,9,generated by chatgpt,,
cars\1a97e122c110e2d8a33d245596d96130438f4ea1\src\main\java\dat3\car\config\MemberTestDataFactory.java,9,generated by chatgpt,,
CarsRUs\1052743e668150fbb843f2a664c3337a819ad14e\src\main\java\dat3\car\config\MemberTestDataFactory.java,9,generated by chatgpt,,
cs644\a8a8e8ede31974dfb05ee8d8308885521580d01d\tests\a5-tests\J1_bubblesort.java,1,generated by chatgpt,,
java-subset-compiler\147856af5995e635c2bfc33ea7a401a5f46d479c\src\test\resources\a5\J1_bubblesort.java,1,generated by chatgpt,,
Joosc\4c6c0b6f05f534844cfd0432abbc54b77cfa63d9\tests\programs\a5\marmoset\valid\J1_bubblesort.java,1,generated by chatgpt,,
java-subset-compiler\147856af5995e635c2bfc33ea7a401a5f46d479c\src\test\resources\a6\J1_Kosaraju\Main.java,1,generated by chatgpt,,
Joosc\dbb8a900ce5c3ddd0aa8466f96e0a14b582c1b1d\tests\programs\a6\marmoset\valid\J1_Kosaraju\Main.java,1,generated by chatgpt,,
Spring_Boot_Projects\ee05454416c79c46b6af819766089802efb3a013\Camera_Project\src\main\java\com\example\Camera_Project\model\Choice.java,14,generated by chatgpt,,
java_dao\d65ebcae12fa840b98fc23bf706fa96dcae9f8ce\src\main\java\de\htwberlin\dao\BuchungsStatusDaoImpl.java,13,generated by chatgpt,,
mankomania-app\32187ed100d7981f809f257a1ee07a2a95aa5918\app\src\test\java\com\example\mankomania\apitests\LobbyAPITests.java,65,generated by chatgpt,,
Joosc\cbfea11510dff052e57fee583204be19f796e16a\tests\javaprograms\a5\marmoset\valid\J1_bubblesort.java,1,generated by chatgpt,,
forestwebtech\0131cc43bcd2bfcbc38909c4e3e2525cee528be2\src\test\java\htwberli\webtechProjekt\ForestServiceTest.java,36,generated by chatgpt,,
java-subset-compiler\147856af5995e635c2bfc33ea7a401a5f46d479c\src\test\resources\a5\J1_bubblesort_benchmark.java,1,generated by chatgpt,,
A-Command-Line-Based-Task-Management-System\ae21c31ea4b4f0ec8a8d85c15adf6698739fb865\Source Code\Group 24 OOP Project\A Command-Line Based Task Management System\OOP PROJECT\test\hk\edu\polyu\comp\comp2021\tms\model\TaskRecorderTest.java,190,generated by chatgpt,,
microservices-2\1c836f7a7563166cefa688db30bd3403a3aa350b\order-service\src\test\java\com\elite\springboot\orderservice\service\GeneratedOrderServiceTest.java,25,generated by chatgpt,,
Joosc\cbfea11510dff052e57fee583204be19f796e16a\tests\javaprograms\a5\marmoset\valid\J1_heapsort.java,1,generated by chatgpt,,
cs644\a8a8e8ede31974dfb05ee8d8308885521580d01d\tests\a5-tests\J1_quicksort.java,1,generated by chatgpt,,
java-subset-compiler\147856af5995e635c2bfc33ea7a401a5f46d479c\src\test\resources\a5\J1_quicksort.java,1,generated by chatgpt,,
Joosc\4c6c0b6f05f534844cfd0432abbc54b77cfa63d9\tests\programs\a5\marmoset\valid\J1_quicksort.java,1,generated by chatgpt,,
fruitfly\f758e6c7425f741fa864c2b0cb22279bd2cf39ad\src\main\java\fruitfly\psi\BuilderGenerator.java,24,generated by chatgpt,,
CS-230-FinalProject\3425f87ef328af78865ef1af57dc10d21a20b697\src\test\TestSprite.java,13,generated by chatgpt,,
Joosc\cbfea11510dff052e57fee583204be19f796e16a\tests\javaprograms\a5\marmoset\valid\J1_quicksort.java,1,generated by chatgpt,,
team-panda\cca3c72eda35f0d86ee7e289b697853f34cf85ef\src\test\java\edu\northeastern\cs5500\starterbot\model\CartTest.java,13,generated by chatgpt,,
cse-110-project-team-24\915cfed53875432ea92699a55dcc9d3b9a28ff84\app\src\test\java\server\RecipeCreationTest.java,158,generated by chatgpt,,
SE-Test\afef4853c3e7023a9fd5a107cd6ec4f1c9f8df0d\Main.java,6,generated by copilot,,
CSP-Lab-1\9207d4cd3796c95af3b08a63802cdef72361c7de\task1.java,100,generated by copilot,,
codemodder-java\a436076330f60afd5d182734d0cf06e70c47e7bd\core-codemods\src\main\java\io\codemodder\codemods\AddMissingI18nCodemod.java,200,generated by copilot,,
BlockRenderer6343\ac196e6a3da5d7d8d75935652c292938e7eab798\src\main\java\blockrenderer6343\integration\nei\GUI_MultiblockHandler.java,327,generated by copilot,,
GPD_Projekt\703df19db6fa50af59690a6fce0c122372c185d9\src\main\java\de\thi\services\OutputUser.java,19,generated by copilot,,
dfa-challenge-3-address-book\38b187cebe88a79f11c0862a15ff7969bd6bb863\src\main\java\com\challenges\helpers\ValidatorHelpers.java,15,generated by copilot,,
Mappevurdering\5682b20b551cb793d7edb7995724070af4bb969b\src\main\java\edu\ntnu\stud\TrainDispatchSystem.java,92,generated by copilot,,
mappe-idatg1003-traindispatchsystem-jonas-birkeli\c6c2e7e71cdc01c65b7a7384e2c132df5fdb79e3\src\main\java\core\Station.java,194,generated by copilot,,
IDATT1003-TrainDispatchSystem\a69a5390843f3dcc8ee5b88080090d61bf813192\src\main\java\edu\ntnu\stud\TrainDepartureRegister.java,149,generated by copilot,,
CPOO1\c1f5cb7a78dc3f5ac3f0554600de2070b9014398\src\main\java\org\example\ExpenseComputation.java,26,generated by copilot,,
Battleship-Board-Game\ae8561bd7d1e8788dcb67f0589aca4d8b9d78eb4\app\src\main\java\edu\duke\yh342\battleship\BattleShipBoard.java,437,generated by copilot,,
dfa-challenge-3-address-book\19800f175f6e5b056968f5f701493801502b57d7\src\main\java\com\challenges\addressbook\AddressBook.java,72,generated by copilot,,
CPOO1\c1f5cb7a78dc3f5ac3f0554600de2070b9014398\src\main\java\org\example\MinimumEditDistance.java,110,generated by copilot,,
notes\16f460d5f20eb7e295a4aa66b4a209b2be9cf17d\notes\src\test\java\com\todo\notes\NoteServiceImplTest.java,59,generated by copilot,,
Mappevurdering\5682b20b551cb793d7edb7995724070af4bb969b\src\test\java\edu\ntnu\stud\LogicTest.java,51,generated by copilot,,
Mappevurdering\5682b20b551cb793d7edb7995724070af4bb969b\src\test\java\edu\ntnu\stud\ExampleUserInteraction.java,4,generated by copilot,,
dfa-challenge-3-address-book\a65e222673eea853a3b0e266eca32fedabec4602\src\test\java\com\challenges\addressbook\AddressBookTest.java,254,generated by copilot,,
TrainDispatchSystem\c6c2e7e71cdc01c65b7a7384e2c132df5fdb79e3\src\main\java\core\Station.java,194,generated by copilot,,
kairos_gpt3\f42e0faec99b763340d57bb74bbbec4fb191f563\Programming_with_GPT-3\GPT-3_Java\api\src\main\java\com\theokanning\openai\completion\CompletionChoice.java,6,generated by gpt-3,,
MCChatGPT\fb68f1071e6660bece9e871b2e66af1f2d12c294\forge\src\main\java\com\theokanning\openai\edit\EditResult.java,9,generated by gpt-3,,
knowledge_box\bb19969081d66859422aff06df5e0df8d2709046\src\main\java\com\tutu\knowledge_box\ai\openai\edit\EditResult.java,10,generated by gpt-3,,
DiscordGPT3\0b5de158b1f34d9a2652ad57c2042ef3c0aab3c0\src\main\java\wood\Settings.java,20,generated by gpt-3,,
fin2set\9ad33352dd61144f3b4c1eab39d591f733b80b25\uservice-webapi\host\src\main\java\onlexnet\webapi\openai\OpenAi.java,71,generated by gpt-3,,
Mine-Assistant-Mod\bf76ae5b9bc53a1c9d91704c00681715085ca1bc\src\main\java\net\jingkaishi\mineassistantmod\common\tileentities\custom\HologramTileEntity.java,190,generated by gpt-3,,
fluent-integrations\08fa84d96d836357caa3abc034632c5eec0443f5\qabox-openai\src\main\java\io\fluent\openai\models\edit\EditChoice.java,6,generated by gpt-3,,
AIDevs2Tasks\2dd22edc715b8bd5abfd5ae59751148f254591a6\src\main\java\com\soprasteria\ai\devs\api\tasks\APITask3Blogger.java,30,generated by gpt-3,,
chatgpt-java\cab4de831cb17c578495c803d7d8062c84d57c4f\chatgpt-java-api\src\main\java\com\hq\openai\model\completion\chat\ChatStreamCompletionChoice.java,6,generated by gpt-3,,
Pepper-GPT\9ce7d992c49d8811291e763f85fa5e9f14ba75a2\Java Scripts\openai-java-0.8.1\openai-java-0.8.1\api\src\main\java\com\theokanning\openai\completion\CompletionChoice.java,6,generated by gpt-3,,
ChatWeb\d23bf8df0d1a3cf291b2b299a9781a4afee536c0\src\main\java\com\chatweb\model\completion\chat\ChatCompletionChoice.java,6,generated by gpt-3,,
langchain-java\217da9fa05bd05458d53db6a49fb8d8f93d537fe\src\main\java\im\langchainjava\llm\entity\ChatCompletionChoice.java,10,generated by gpt-3,,
fluent-integrations\08fa84d96d836357caa3abc034632c5eec0443f5\qabox-openai\src\main\java\io\fluent\openai\models\completion\CompletionChoice.java,6,generated by gpt-3,,
knowledge_box\bb19969081d66859422aff06df5e0df8d2709046\src\main\java\com\tutu\knowledge_box\ai\openai\edit\EditChoice.java,6,generated by gpt-3,,
spring-gpt\ba18e3eea9d294928973e927e019ca0124f81b81\src\main\java\com\openai\springGpt\dto\edit\EditChoice.java,6,generated by gpt-3,,
monnig-meteorite-catalog\10605a00f2243043a2a1afacc7d01b49b05a8c7b\src\test\java\edu\tcu\cs\monnigmeteoritecatalog\loan\LoanServiceTest.java,44,generated by gpt-3,,
chatgpt-java\cab4de831cb17c578495c803d7d8062c84d57c4f\chatgpt-java-api\src\main\java\com\hq\openai\model\completion\chat\ChatCompletionChoice.java,6,generated by gpt-3,,
knowledge_box\bb19969081d66859422aff06df5e0df8d2709046\src\main\java\com\tutu\knowledge_box\ai\openai\completion\chat\ChatCompletionChoice.java,6,generated by gpt-3,,
MCChatGPT\fb68f1071e6660bece9e871b2e66af1f2d12c294\forge\src\main\java\com\theokanning\openai\completion\CompletionChoice.java,6,generated by gpt-3,,
spring-gpt\ba18e3eea9d294928973e927e019ca0124f81b81\src\main\java\com\openai\springGpt\dto\edit\EditResult.java,9,generated by gpt-3,,
fluent-integrations\08fa84d96d836357caa3abc034632c5eec0443f5\qabox-openai\src\main\java\io\fluent\openai\models\edit\EditResult.java,9,generated by gpt-3,,
fluent-integrations\08fa84d96d836357caa3abc034632c5eec0443f5\qabox-openai\src\main\java\io\fluent\openai\models\completion\chat\ChatCompletionChoice.java,6,generated by gpt-3,,
spring-gpt\ba18e3eea9d294928973e927e019ca0124f81b81\src\main\java\com\openai\springGpt\dto\completion\chat\ChatCompletionChoice.java,6,generated by gpt-3,,
spring-gpt\ba18e3eea9d294928973e927e019ca0124f81b81\src\main\java\com\openai\springGpt\dto\completion\CompletionChoice.java,6,generated by gpt-3,,
knowledge_box\bb19969081d66859422aff06df5e0df8d2709046\src\main\java\com\tutu\knowledge_box\ai\openai\completion\CompletionChoice.java,6,generated by gpt-3,,
MCChatGPT\fb68f1071e6660bece9e871b2e66af1f2d12c294\forge\src\main\java\com\theokanning\openai\completion\chat\ChatCompletionChoice.java,6,generated by gpt-3,,
MCChatGPT\fb68f1071e6660bece9e871b2e66af1f2d12c294\forge\src\main\java\com\theokanning\openai\edit\EditChoice.java,6,generated by gpt-3,,
Pepper-GPT\9ce7d992c49d8811291e763f85fa5e9f14ba75a2\Java Scripts\openai-java-0.8.1\openai-java-0.8.1\api\src\main\java\com\theokanning\openai\edit\EditResult.java,9,generated by gpt-3,,
