path_of_first_file_commit,keyword_index,matched_keyword,code_granularity,start_end_line
modding\e72a663dcf53fe6660b13388fe0bd5f0a7dd34fd\1.20.1\examplemod\src\main\java\com\thomas\cloudscape\util\Utilities.java,561,written by chatgpt,,
Java-Granulator\01568ae1599ea327aae81bdd2e3ee9f1cac53d8a\src\model\GranulateNoisiness.java,75,written by chatgpt,,
dienstplan-apotheke\4162dcc56d0607abc7f158ea6951aea71de34223\tests\selenium\src\test\java\Selenium\driver\FileAvailabilityChecker.java,22,written by chatgpt,,
,-1,,,
,-1,,,
,-1,,,
,-1,,,
spark-dbt-iceberg\1a293b691ca5faeb9f273c142128ad67e940df8e\airbyte\airbyte-integrations\bases\base-java\src\main\java\io\airbyte\integrations\destination_async\AirbyteFileUtils.java,11,written by chatgpt,,
airbyte-primetric-custom-reports\da32fc86bf6450b4d02d4cc9e5f761b80529255a\airbyte-cdk\java\airbyte-cdk\core\src\main\java\io\airbyte\cdk\integrations\destination_async\AirbyteFileUtils.java,11,written by chatgpt,,
Data-Engineering-Open-Source-Stack\b11c87cc8ff0381e1206755be869410e6ae3197b\airbyte-cdk\java\airbyte-cdk\core\src\main\java\io\airbyte\cdk\integrations\destination_async\AirbyteFileUtils.java,11,written by chatgpt,,
airbyte\11eaa3adc7236eb39d6448f4ccf1572df36fb9d4\airbyte-cdk\java\airbyte-cdk\core\src\main\java\io\airbyte\cdk\integrations\destination_async\AirbyteFileUtils.java,11,written by chatgpt,,
kastech\269140967d5889af072ea8c6adf6d494bbe5a8c6\airbyte-cdk\java\airbyte-cdk\core\src\main\java\io\airbyte\cdk\integrations\destination_async\AirbyteFileUtils.java,11,written by chatgpt,,
airbyte2\da32fc86bf6450b4d02d4cc9e5f761b80529255a\airbyte-cdk\java\airbyte-cdk\core\src\main\java\io\airbyte\cdk\integrations\destination_async\AirbyteFileUtils.java,11,written by chatgpt,,
ERP-ELT-Discrepancy\0b9d1c5c939854233aa1e102afc25ecc077fbf95\docker-dep\airbyte-cdk\java\airbyte-cdk\core\src\main\java\io\airbyte\cdk\integrations\destination_async\AirbyteFileUtils.java,11,written by chatgpt,,
analisisdatospython\9199c763f8c6b839174f2c6f4330ba406bc631eb\airbyte\airbyte-cdk\java\airbyte-cdk\core\src\main\java\io\airbyte\cdk\integrations\destination_async\AirbyteFileUtils.java,11,written by chatgpt,,
dbt-poc-demo\2457f3f50d52a64df64826f34cc0e9d51db815dc\airbyte\airbyte-cdk\java\airbyte-cdk\core\src\main\java\io\airbyte\cdk\integrations\destination_async\AirbyteFileUtils.java,11,written by chatgpt,,
ImmersivePortalsMod\fd8e30b01691f0ea9fe447a6f73b0000e8f001e6\src\main\java\qouteall\q_misc_util\Helper.java,249,written by copilot,,
FileCopy\8f7bd14ff5438f29ba22cdb615e1e5ab8c1d7f82\src\FileCopy.java,11,written by copilot,,
JavaWorks\a7678a260db4c51332c5dac900306feb1fd70ba7\src\OOPs\Module4\Part2\Task1\Calculator.java,37,written by copilot,,
Chess-Playable\53d44255e267c73d9376743de10f676b036f97ea\src\King.java,40,written by copilot,,
RED-2024\ec987d4968af446154be80c234b874add22ece58\src\main\java\frc\robot\subsystems\LEDs.java,135,written by copilot,,
,-1,,,
ImmersivePortalsModForNeo\fd8e30b01691f0ea9fe447a6f73b0000e8f001e6\src\main\java\qouteall\q_misc_util\Helper.java,249,written by copilot,,
,-1,,,
,-1,,,
,-1,,,
,-1,,,
,-1,,,
