index,project_name,create_time,project_language,contributor,star,fork,issues,watch,project_commits,code_language,keyword_index,matched_keyword,path_of_first_file_commit,final_change_commit_path,code_granularity_data,code_func_type,number_of_bug_or_vulnerability_all_commit,start_end_line_data,first_loc,final_start_end_line_data,final_loc_add,final_loc_minus,final_change_type,test_code_data,regular_expression_data,number_of_commits,number_of_change_commit_to_first,change_commit_to_first_index,change_commit_to_first_hash,change_commit_to_first_blocks,number_of_all_change_commit,all_change_commit_index,all_change_commit_hash,all_change_commit_blocks,number_of_all_change_fix_commit,all_change_fix_commit_index,all_change_fix_commit_hash,all_change_fix_commit_blocks,project_lines,project_locs,project_statements,project_functions,project_classes,project_files,project_density_comments,project_comments,project_duplicated_lines,project_duplicated_blocks,project_duplicated_files,project_duplicated_lines_density,project_vulnerability,project_bugs,project_code_smells,project_sqale_index,project_sqale_debt_ratio,project_complexity_all,project_cognitive_complexity_all,project_complexity_mean_method,project_cognitive_complexity_mean_method,code_lines,code_locs,code_statements,code_functions,code_classes,code_files,code_density_comments,code_comments,code_duplicated_lines,code_duplicated_blocks,code_duplicated_files,code_duplicated_lines_density,code_code_smells,code_sqale_index,code_sqale_debt_ratio,code_complexity_all,code_cognitive_complexity_all,code_complexity_mean_method,code_cognitive_complexity_mean_method,manual_vs_gpt_loc_ratio,manual_vs_gpt_change_commit_ratio,manual_vs_gpt_change_fix_commit_ratio,code_vulnerability,code_bugs
30,react-composite,2024-02-06 01:05:58,TypeScript,,5,0,0,3,8,TypeScript,16,generated by chatgpt,react-composite\c633b7105e6dcbbb951b97e618add9c9ea84b74c\docs\demos\_data.ts,,statement,,0,"[17,89]",73,,,,,,input,1,0.0,[],[],[],0.0,[],[],[],0.0,[],[],[],2239.0,1912.0,442.0,82.0,7.0,37.0,2.9,57.0,761.0,362.0,1.0,34.0,0.0,0.0,12.0,93.0,0.2,249.0,253.0,3.04,3.09,74.0,73.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
32,typedraw,2023-09-20 19:40:05,TypeScript,,0,0,0,1,11,TypeScript,11,generated by chatgpt,typedraw\3a7ea42f400b0bfbb5eccdda46296c4ca7231e23\src\render\utils.ts,,method,,2,"[10,32]",23,,,,,,,1,0.0,[],[],[],0.0,[],[],[],0.0,[],[],[],781.0,13.0,,,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,23.0,20.0,12.0,1.0,0.0,1.0,4.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,
35,showcases,2023-12-15 13:31:34,TypeScript,,0,0,0,1,54,TypeScript,2,generated by chatgpt,showcases\ad3c696ff434d5da969ea65618b05c9bc9bbf474\CQRS\example.ts,,file,,1,"[1,88]",88,,,,,,,1,0.0,[],[],[],0.0,[],[],[],0.0,[],[],[],1650.0,526.0,177.0,82.0,44.0,17.0,18.1,116.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,55.0,0.3,96.0,16.0,1.17,0.2,89.0,46.0,15.0,9.0,5.0,1.0,23.3,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,,,,,
37,showcases,2023-12-15 13:31:34,TypeScript,,0,0,0,1,54,TypeScript,1,generated by chatgpt,showcases\6c92f6ec8281f09684ba15c5192db20a1175651c\validateCompliance.ts,,file,,1,"[1,77]",77,,,,,,,1,0.0,[],[],[],0.0,[],[],[],0.0,[],[],[],1370.0,526.0,177.0,82.0,44.0,15.0,18.1,116.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,55.0,0.3,96.0,16.0,1.17,0.2,78.0,45.0,20.0,6.0,0.0,1.0,23.7,14.0,0.0,0.0,0.0,0.0,1.0,15.0,1.1,8.0,2.0,1.33,0.33,,,,,
39,color-editor,2024-05-08 22:19:00,TypeScript,,0,0,0,1,13,TypeScript,1,generated by chatgpt,color-editor\faf5fa2f8292bbcf8e6267ec4d524e99cb0f52ec\src\Helper.ts,color-editor\e7692f93e712f3f1cffdef6b0be4f6714062db28\src\Helper.ts,file,,1,"[1,121]",121,,,,,,,2,1.0,[-2],['e7692f93e712f3f1cffdef6b0be4f6714062db28'],"[[{'highest_ratio': 0.9953244810173929, 'best_match_position': (1, 121)}]]",1.0,[-2],['e7692f93e712f3f1cffdef6b0be4f6714062db28'],"[[{'highest_ratio': 0.9953244810173929, 'best_match_position': (1, 121)}]]",0.0,[],[],[],1010.0,149.0,,,,15.0,25.9,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,122.0,101.0,70.0,6.0,0.0,1.0,5.6,6.0,0.0,0.0,0.0,0.0,2.0,10.0,0.3,28.0,26.0,4.67,4.33,,,,,
42,textifai,2023-05-11 10:02:50,TypeScript,3.0,3,0,54,1,1319,TypeScript,38,generated by chatgpt,textifai\966537a24d0b56c16778254cad33d80956cdeee6\packages\web\src\app\themes\colors.ts,,statement,,303,"[37,72]",36,,,,,,input,1,0.0,[],[],[],0.0,[],[],[],0.0,[],[],[],7396.0,6640.0,1331.0,422.0,0.0,111.0,1.3,88.0,190.0,8.0,6.0,2.6,1.0,0.0,110.0,582.0,0.3,676.0,350.0,1.6,0.83,38.0,35.0,1.0,0.0,0.0,1.0,2.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
44,spatial-interactions-extension,2023-02-13 19:11:07,TypeScript,2.0,0,0,0,4,58,TypeScript,158,generated by chatgpt,spatial-interactions-extension\ea829f51cf51d0428fc8d645b6c6be56960e61c4\src\audioPlayer.ts,spatial-interactions-extension\b338eb6c33a2313ca1936fbbd6fcb3ba6f5c986c\src\audioPlayer.ts,method,,10,"[159,164]",6,,,,,,,4,2.0,"[-3, -4]","['b338eb6c33a2313ca1936fbbd6fcb3ba6f5c986c', '984578d2b33c066ee52802b56393889746c97749']","[[{'highest_ratio': 0.9866071428571429, 'best_match_position': (159, 164)}], [{'highest_ratio': 0.9866071428571429, 'best_match_position': (158, 163)}]]",1.0,[-3],['b338eb6c33a2313ca1936fbbd6fcb3ba6f5c986c'],"[[{'highest_ratio': 0.9866071428571429, 'best_match_position': (159, 164)}]]",0.0,[],[],[],879.0,575.0,454.0,35.0,0.0,7.0,16.8,116.0,82.0,7.0,1.0,9.3,0.0,0.0,23.0,313.0,1.8,234.0,323.0,6.69,9.23,7.0,6.0,4.0,1.0,0.0,1.0,40.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,
46,conjure-extension,2023-11-30 14:40:20,TypeScript,2.0,0,0,7,2,48,TypeScript,251,generated by chatgpt,conjure-extension\cd7b718adce8d1b1536f8c1a51ee1f2de366ead3\src\option.ts,,method,,15,"[252,275]",24,,,,,,,9,0.0,[],[],[],0.0,[],[],[],0.0,[],[],[],3077.0,1372.0,,,,21.0,1.2,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,9.0,,0.0,0.0,25.0,19.0,14.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,2.6,4.0,2.0,2.0,1.0,,,,,
47,weather-stuff,2024-02-01 15:56:10,Vue,3.0,0,0,0,2,24,TypeScript,2,generated by chatgpt,weather-stuff\0625eea84f1718157dccad0ee542386f3804d52c\utils\openWeatherMap.ts,weather-stuff\0c9cfc23e8b6f3b7c9a7e91047a904676788879a\utils\openWeatherMap.ts,file,,3,"[1,111]",111,,,,,,,6,5.0,"[-2, -3, -4, -5, -6]","['bbb83a99d10a6a062506afa924a2af46449fe166', 'f0013a2c43effd6a049abc2e9d8f386851275c55', '1f644285b319d4a8f3f5477a676eeb096fcb9b1d', 'c842037217e29d0b5bab100fe46609675c94af2a', '0c9cfc23e8b6f3b7c9a7e91047a904676788879a']","[[{'highest_ratio': 0.9730209442669506, 'best_match_position': (1, 114)}], [{'highest_ratio': 0.9029255319148937, 'best_match_position': (1, 128)}], [{'highest_ratio': 0.8984258492129246, 'best_match_position': (1, 130)}], [{'highest_ratio': 0.8967912669533576, 'best_match_position': (1, 130)}], [{'highest_ratio': 0.8951626217599472, 'best_match_position': (1, 130)}]]",5.0,"[-2, -3, -4, -5, -6]","['bbb83a99d10a6a062506afa924a2af46449fe166', 'f0013a2c43effd6a049abc2e9d8f386851275c55', '1f644285b319d4a8f3f5477a676eeb096fcb9b1d', 'c842037217e29d0b5bab100fe46609675c94af2a', '0c9cfc23e8b6f3b7c9a7e91047a904676788879a']","[[{'highest_ratio': 0.9730209442669506, 'best_match_position': (1, 114)}], [{'highest_ratio': 0.9029255319148937, 'best_match_position': (1, 128)}], [{'highest_ratio': 0.8984258492129246, 'best_match_position': (1, 130)}], [{'highest_ratio': 0.8967912669533576, 'best_match_position': (1, 130)}], [{'highest_ratio': 0.8951626217599472, 'best_match_position': (1, 130)}]]",0.0,[],[],[],130.0,,,,,3.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,111.0,99.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
48,ngx-french-toast,2023-06-04 23:57:29,TypeScript,2.0,2,1,0,1,56,TypeScript,1,generated by chatgpt,ngx-french-toast\bc37beea65d81ed4312ef635c6d745aab47c966f\projects\ngx-french-toast\src\lib\utils\utils.ts,,file,,14,"[1,95]",95,,,,,,,1,0.0,[],[],[],0.0,[],[],[],0.0,[],[],[],834.0,622.0,207.0,70.0,7.0,23.0,5.2,34.0,48.0,2.0,2.0,5.8,0.0,0.0,21.0,52.0,0.3,102.0,47.0,1.46,0.67,95.0,68.0,51.0,5.0,0.0,1.0,10.5,8.0,0.0,0.0,0.0,0.0,4.0,21.0,1.0,19.0,28.0,3.8,5.6,,,,,
49,galaga,2023-03-17 05:42:23,TypeScript,3.0,1,0,0,1,148,TypeScript,11,generated by chatgpt,galaga\9e8425f877a2a9b4f5764c934d6ae5db4e07474c\src\game\waves\paths\PathFollower.ts,,method,,11,"[12,37]",26,,,,,,,1,0.0,[],[],[],0.0,[],[],[],0.0,[],[],[],958.0,812.0,283.0,71.0,10.0,26.0,1.3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,22.0,0.1,119.0,50.0,1.68,0.7,27.0,21.0,16.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.5,1.5,,,,,
50,baby-diary,2023-09-24 19:37:55,TypeScript,,0,0,0,1,48,TypeScript,63,generated by chatgpt,baby-diary\bb057d82b387febd88092a48760e510a31f4e582\src\utils\dateUtils.ts,baby-diary\690e21039650396af763efe5692b6da23edb164c\src\utils\dateUtils.ts,method,,19,"[69,107]",39,,,,,,,3,2.0,"[-2, -3]","['690e21039650396af763efe5692b6da23edb164c', 'edaceb4d2900ee02bcb986b0fce845a6865b7c83']","[[{'highest_ratio': 0.15342960288808663, 'best_match_position': (48, 86)}], [{'highest_ratio': 0.15342960288808663, 'best_match_position': (48, 86)}]]",1.0,[-2],['690e21039650396af763efe5692b6da23edb164c'],"[[{'highest_ratio': 0.15342960288808663, 'best_match_position': (48, 86)}]]",1.0,[-2],['690e21039650396af763efe5692b6da23edb164c'],"[[{'highest_ratio': 0.15342960288808663, 'best_match_position': (48, 86)}]]",213.0,154.0,89.0,17.0,0.0,7.0,9.9,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.2,36.0,16.0,2.12,0.94,40.0,27.0,21.0,1.0,0.0,1.0,18.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,5.0,4.0,,,,,
51,prague-meetup,2023-04-07 11:55:53,TypeScript,,1,0,0,1,19,TypeScript,1,generated by chatgpt,prague-meetup\64b994944d07318affaa18c9c7485f98eb1a53ab\src\utils\boolArrayCodec.ts,,file,,10,"[1,115]",115,,,,,,,1,0.0,[],[],[],0.0,[],[],[],0.0,[],[],[],1196.0,1014.0,292.0,85.0,0.0,16.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,62.0,0.2,178.0,81.0,2.09,0.95,116.0,84.0,54.0,11.0,0.0,1.0,8.7,8.0,0.0,0.0,0.0,0.0,4.0,24.0,1.0,18.0,7.0,1.64,0.64,,,,,
52,showcases,2023-12-15 13:31:34,TypeScript,,0,0,0,1,54,TypeScript,1,generated by chatgpt,showcases\f35a0471c780b9f35e391dfe29d78fe5016c9b3f\GRASP\example.ts,showcases\62062720e79053c560dc569722b927d1892215f5\GRASP\example.ts,file,,1,"[1,97]",97,,,,,,,3,2.0,"[-2, -3]","['ad3c696ff434d5da969ea65618b05c9bc9bbf474', '62062720e79053c560dc569722b927d1892215f5']","[[{'highest_ratio': 0.9959361393323658, 'best_match_position': (1, 100)}], [{'highest_ratio': 0.9939165701042874, 'best_match_position': (1, 101)}]]",2.0,"[-2, -3]","['ad3c696ff434d5da969ea65618b05c9bc9bbf474', '62062720e79053c560dc569722b927d1892215f5']","[[{'highest_ratio': 0.9959361393323658, 'best_match_position': (1, 100)}], [{'highest_ratio': 0.9939165701042874, 'best_match_position': (1, 101)}]]",0.0,[],[],[],1028.0,526.0,177.0,82.0,44.0,9.0,18.1,116.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,55.0,0.3,96.0,16.0,1.17,0.2,98.0,43.0,17.0,8.0,6.0,1.0,43.4,33.0,0.0,0.0,0.0,0.0,6.0,30.0,2.3,8.0,0.0,1.0,0.0,,,,,
53,whatsapp-clone,2024-05-07 06:07:06,TypeScript,,0,0,0,1,12,TypeScript,8,generated by chatgpt,whatsapp-clone\8dc0cd4e5f5e2027a9e4efbce36495c365bfe185\src\lib\utils.ts,,method,,0,"[9,65]",57,,,,,,,1,0.0,[],[],[],0.0,[],[],[],0.0,[],[],[],1373.0,85.0,,,,22.0,7.6,7.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,,,0.0,0.0,58.0,42.0,18.0,1.0,0.0,1.0,20.8,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,,,,,
54,PandoraBCI,2023-11-10 16:44:40,Jupyter Notebook,,0,5,0,1,15,TypeScript,1,generated by chatgpt,PandoraBCI\45580dc8e1b1eba9e1dd4b2fc4d8856b895df4ff\client\src\renderer\src\utils\utils.ts,,method,,0,"[1,37]",37,,,,,,,1,0.0,[],[],[],0.0,[],[],[],0.0,[],[],[],1505.0,64.0,,,,30.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,,0.0,0.0,38.0,23.0,13.0,2.0,0.0,1.0,20.7,6.0,0.0,0.0,0.0,0.0,1.0,2.0,0.3,5.0,4.0,2.5,2.0,,,,,
55,imaginify,2024-03-19 14:11:55,TypeScript,,0,0,0,1,5,TypeScript,133,generated by chatgpt,imaginify\526564d880230c56d30baac6a9e9f7d9745f8efb\lib\utils.ts,,method,,0,"[134,157]",24,,,,,,,1,0.0,[],[],[],0.0,[],[],[],0.0,[],[],[],4364.0,263.0,,,,48.0,9.0,26.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,,,0.0,0.0,25.0,21.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,9.0,10.0,,,,,
58,audio-dashboard-prev,2023-11-30 01:32:58,TypeScript,,0,0,0,1,1,TypeScript,4,generated by chatgpt,audio-dashboard-prev\0a46f61e5c8ce342e6ab10a3e3d7d0f6e456a08c\app\src\hooks\rangeTest.ts,,file,,0,"[1,83]",83,,,,,,,1,0.0,[],[],[],0.0,[],[],[],0.0,[],[],[],1285.0,1015.0,290.0,64.0,0.0,25.0,11.4,130.0,205.0,4.0,3.0,16.0,0.0,2.0,13.0,50.0,0.2,142.0,108.0,2.22,1.69,84.0,64.0,47.0,10.0,0.0,1.0,4.5,3.0,0.0,0.0,0.0,0.0,2.0,10.0,0.5,27.0,20.0,2.7,2.0,,,,,
59,bouldermate,2023-05-27 08:00:39,TypeScript,2.0,1,0,0,1,162,TypeScript,2,generated by chatgpt,bouldermate\03913ffa1d2b8caf66f6125e2582592de3b48d48\packages\api\src\constants\grades.ts,,statement,,10,"[[26,50],[59,99],[108,144]]",103,,,,,,,1,0.0,[],[],[],0.0,[],[],[],0.0,[],[],[],2863.0,1668.0,564.0,112.0,2.0,61.0,16.3,324.0,2180.0,40.0,40.0,76.1,0.0,0.0,72.0,528.0,1.1,196.0,114.0,1.75,1.02,106.0,62.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
