index,project_name,create_time,project_language,contributor,star,fork,issues,watch,project_commits,code_language,keyword_index,matched_keyword,url_of_first_file_commit,path_of_first_file_commit,final_change_commit_path,code_granularity_data,code_func_type,number_of_bug_or_vulnerability_all_commit,comments,start_end_line_data,first_loc,final_start_end_line_data,final_loc_add,final_loc_minus,final_change_type,test_code_data,regular_expression_data,number_of_commits,number_of_change_commit_to_first,change_commit_to_first_index,change_commit_to_first_hash,change_commit_to_first_blocks,number_of_all_change_commit,all_change_commit_index,all_change_commit_hash,all_change_commit_blocks,number_of_all_change_fix_commit,real_fixed_commit_number,real_fixed_commit_hash,real_fixed_commit_reason,all_change_fix_commit_index,all_change_fix_commit_hash,all_change_fix_commit_blocks,project_lines,project_locs,project_statements,project_functions,project_classes,project_files,project_density_comments,project_comments,project_duplicated_lines,project_duplicated_blocks,project_duplicated_files,project_duplicated_lines_density,project_vulnerability,project_bugs,project_code_smells,project_sqale_index,project_sqale_debt_ratio,project_complexity_all,project_cognitive_complexity_all,project_complexity_mean_method,project_cognitive_complexity_mean_method,code_lines,code_locs,code_statements,code_functions,code_classes,code_files,code_density_comments,code_comments,code_duplicated_lines,code_duplicated_blocks,code_duplicated_files,code_duplicated_lines_density,code_code_smells,code_sqale_index,code_sqale_debt_ratio,code_complexity_all,code_cognitive_complexity_all,code_complexity_mean_method,code_cognitive_complexity_mean_method,manual_vs_gpt_loc_ratio,manual_vs_gpt_change_commit_ratio,manual_vs_gpt_change_fix_commit_ratio
65,team-panda,2023/2/21 5:12,Java,3,0,1,5,1,140,Java,57,generated by chatgpt,https://github.com/CS5500-S-2023/team-panda/blob/349e2fd827d67eb9e4d1e9dbfb9659c8841ca467/src/main/java/edu/northeastern/cs5500/starterbot/command/PickUpCommand.java,team-panda\349e2fd827d67eb9e4d1e9dbfb9659c8841ca467\src\main\java\edu\northeastern\cs5500\starterbot\command\PickUpCommand.java,team-panda\d666e5e1caf9691e8cae201b989b996cedffbde2\src\main\java\edu\northeastern\cs5500\starterbot\command\PickUpCommand.java,statement,User interface,8,,"[56,57]",2,"[69,70]",0,0,Optimization,,,3,2,"[-2, -3]","['94e3ff1b56901555ecef0c47dc3a7939b6e03ad5', 'd666e5e1caf9691e8cae201b989b996cedffbde2']","[[{'highest_ratio': 0.4397905759162304, 'best_match_position': (57, 58)}], [{'highest_ratio': 0.9291338582677166, 'best_match_position': (69, 70)}]]",2,"[-2, -3]","['94e3ff1b56901555ecef0c47dc3a7939b6e03ad5', 'd666e5e1caf9691e8cae201b989b996cedffbde2']","[[{'highest_ratio': 0.4397905759162304, 'best_match_position': (57, 58)}], [{'highest_ratio': 0.9291338582677166, 'best_match_position': (69, 70)}]]",0,,,,[],[],[],2308,1709,508,185,37,36,9.2,174,221,14,8,9.6,0,0,42,379,0.7,226,61,1.22,0.33,5,2,1,0,0,1,14.3,1,0,0,0,0,1,10,5.6,0,0,,,,,
32,team-panda,2023/2/21 5:12,Java,3,0,1,5,1,140,Java,57,generated by chatgpt,https://github.com/CS5500-S-2023/team-panda/blob/349e2fd827d67eb9e4d1e9dbfb9659c8841ca467/src/main/java/edu/northeastern/cs5500/starterbot/command/DeliveryCommand.java,team-panda\349e2fd827d67eb9e4d1e9dbfb9659c8841ca467\src\main\java\edu\northeastern\cs5500\starterbot\command\DeliveryCommand.java,team-panda\d666e5e1caf9691e8cae201b989b996cedffbde2\src\main\java\edu\northeastern\cs5500\starterbot\command\DeliveryCommand.java,statement,User interface,8,,"[56,57]",2,"[69,70]",0,0,Feature addition,,,3,2,"[-2, -3]","['94e3ff1b56901555ecef0c47dc3a7939b6e03ad5', 'd666e5e1caf9691e8cae201b989b996cedffbde2']","[[{'highest_ratio': 0.4397905759162304, 'best_match_position': (57, 58)}], [{'highest_ratio': 0.9291338582677166, 'best_match_position': (69, 70)}]]",2,"[-2, -3]","['94e3ff1b56901555ecef0c47dc3a7939b6e03ad5', 'd666e5e1caf9691e8cae201b989b996cedffbde2']","[[{'highest_ratio': 0.4397905759162304, 'best_match_position': (57, 58)}], [{'highest_ratio': 0.9291338582677166, 'best_match_position': (69, 70)}]]",0,,,,[],[],[],2308,1709,508,185,37,36,9.2,174,221,14,8,9.6,0,0,42,379,0.7,226,61,1.22,0.33,5,2,1,0,0,1,14.3,1,0,0,0,0,1,10,5.6,0,0,,,,,
34,team-panda,2023/2/21 5:12,Java,3,0,1,5,1,140,Java,73,generated by chatgpt,https://github.com/CS5500-S-2023/team-panda/blob/3df074284d87eafda088dc7f5b13f03ed2d714ad/src/main/java/edu/northeastern/cs5500/starterbot/controller/CartController.java,team-panda\3df074284d87eafda088dc7f5b13f03ed2d714ad\src\main\java\edu\northeastern\cs5500\starterbot\controller\CartController.java,team-panda\8f235dee4e38febf8e8e6b40e2cec3d2f36062b5\src\main\java\edu\northeastern\cs5500\starterbot\controller\CartController.java,method,Data processing and transformation,8,,"[81,94]",14,"[85,98]",0,0,Feature addition,,,2,1,[-2],['8f235dee4e38febf8e8e6b40e2cec3d2f36062b5'],"[[{'highest_ratio': 0.47098214285714285, 'best_match_position': (42, 55)}]]",1,[-2],['8f235dee4e38febf8e8e6b40e2cec3d2f36062b5'],"[[{'highest_ratio': 0.47098214285714285, 'best_match_position': (42, 55)}]]",0,,,,[],[],[],2112,1530,458,163,35,34,10.7,183,101,9,5,4.8,0,0,40,307,0.7,200,55,1.23,0.34,15,8,4,2,1,1,16.7,2,0,0,0,0,2,15,5,2,0,1,0,,,
130,team-panda,2023/2/21 5:12,Java,3,0,1,5,1,140,Java,13,generated by chatgpt,https://github.com/CS5500-S-2023/team-panda/blob/cca3c72eda35f0d86ee7e289b697853f34cf85ef/src/test/java/edu/northeastern/cs5500/starterbot/model/CartTest.java,team-panda\cca3c72eda35f0d86ee7e289b697853f34cf85ef\src\test\java\edu\northeastern\cs5500\starterbot\model\CartTest.java,team-panda\616974fdd7e44c231568a627435091dfa899afcc\src\test\java\edu\northeastern\cs5500\starterbot\model\CartTest.java,method,Testing and debugging,8,,"[13,18]",6,"[13,18]",0,0,Refactoring,,,5,2,"[-4, -5]","['616974fdd7e44c231568a627435091dfa899afcc', '420d57afd700faf62637f9717621d4466779bf52']","[[{'highest_ratio': 0.782258064516129, 'best_match_position': (13, 18)}], [{'highest_ratio': 0.782258064516129, 'best_match_position': (13, 18)}]]",1,[-4],['616974fdd7e44c231568a627435091dfa899afcc'],"[[{'highest_ratio': 0.782258064516129, 'best_match_position': (13, 18)}]]",0,,,,[],[],[],2479,1815,559,194,40,39,10.3,208,221,14,8,8.9,0,0,47,407,0.7,235,61,1.21,0.31,7,6,3,1,1,1,11.1,1,0,0,0,0,2,15,6.3,1,0,1,0,,,
9,Team1_G3,2024/3/6 18:53,Java,4,0,0,0,1,91,Java,221,created by chatgpt,https://github.com/AidaHeric/Team1_G3/blob/159687a2d6b08f0978f1e03fe828663117d1e3e7/src/main/test/at/ac/fhcampuswien/fhmdb/HomeControllerTest.java,Team1_G3\159687a2d6b08f0978f1e03fe828663117d1e3e7\src\main\test\at\ac\fhcampuswien\fhmdb\HomeControllerTest.java,Team1_G3\c35712a3233cdc7fd5e42cc99764acacc45c205e\src\main\test\at\ac\fhcampuswien\fhmdb\HomeControllerTest.java,method,Business logic,5,,"[220,310]",91,"[22,112]",0,0,Refactoring,,,8,1,[-8],['c35712a3233cdc7fd5e42cc99764acacc45c205e'],"[[{'highest_ratio': 0.9993556701030928, 'best_match_position': (22, 112)}]]",1,[-8],['c35712a3233cdc7fd5e42cc99764acacc45c205e'],"[[{'highest_ratio': 0.9993556701030928, 'best_match_position': (22, 112)}]]",0,,,,[],[],[],843,586,280,40,7,8,17.8,127,0,0,0,0,0,0,37,279,1.6,76,21,1.9,0.53,92,85,77,1,1,1,1.1,1,0,0,0,0,9,95,3.6,1,0,1,0,,,
19,Team1_G3,2024/3/6 18:53,Java,4,0,0,0,1,91,Java,221,created by chatgpt,https://github.com/AidaHeric/Team1_G3/blob/159687a2d6b08f0978f1e03fe828663117d1e3e7/src/main/test/at/ac/fhcampuswien/fhmdb/HomeControllerTest.java,Team1_G3\159687a2d6b08f0978f1e03fe828663117d1e3e7\src\main\test\at\ac\fhcampuswien\fhmdb\HomeControllerTest.java,Team1_G3\c35712a3233cdc7fd5e42cc99764acacc45c205e\src\main\test\at\ac\fhcampuswien\fhmdb\HomeControllerTest.java,method,Business logic,5,,"[220,310]",91,"[22,112]",0,0,Refactoring,,,8,1,[-8],['c35712a3233cdc7fd5e42cc99764acacc45c205e'],"[[{'highest_ratio': 0.9993556701030928, 'best_match_position': (22, 112)}]]",1,[-8],['c35712a3233cdc7fd5e42cc99764acacc45c205e'],"[[{'highest_ratio': 0.9993556701030928, 'best_match_position': (22, 112)}]]",0,,,,[],[],[],843,586,280,40,7,8,17.8,127,0,0,0,0,0,0,37,279,1.6,76,21,1.9,0.53,92,85,77,1,1,1,1.1,1,0,0,0,0,9,95,3.6,1,0,1,0,,,
17,SyntaxSorcerers,2023/10/4 20:06,JavaScript,4,0,2,25,3,172,Java,18,generated with chatgpt,https://github.com/aryang13/SyntaxSorcerers/blob/52a56c504d759424e78fbf465dd530f10b5badc1/frontend/app/src/main/java/com/example/frontend/apiwrappers/UBCGradesRequest.java,SyntaxSorcerers\52a56c504d759424e78fbf465dd530f10b5badc1\frontend\app\src\main\java\com\example\frontend\apiwrappers\UBCGradesRequest.java,SyntaxSorcerers\f594cef2246ad9899dfc5b9227b51df9ee8162d3\frontend\app\src\main\java\com\example\frontend\apiwrappers\UBCGradesRequest.java,file,Network requests and API call,38,,"[1,107]",107,"[1,33]",0,74,Refactoring,,,2,1,[-2],['f594cef2246ad9899dfc5b9227b51df9ee8162d3'],"[[{'highest_ratio': 0.3187077057411046, 'best_match_position': (1, 33)}]]",1,[-2],['f594cef2246ad9899dfc5b9227b51df9ee8162d3'],"[[{'highest_ratio': 0.3187077057411046, 'best_match_position': (1, 33)}]]",0,,,,[],[],[],2945,2291,1124,108,25,20,5.3,129,124,8,4,4.2,0,0,89,645,0.9,287,193,2.66,1.79,107,77,20,7,4,1,7.2,6,0,0,0,0,1,2,0.1,9,6,1.285714286,0.857142857,,,
42,project-team-31,2024/1/31 5:00,Java,6,0,0,1,1,142,Java,58,generated by chatgpt,https://github.com/CSE-110-Winter-2024/project-team-31/blob/c0aeb8b9578ce30f9665c18dd74add58037ffff4/lib/src/main/java/edu/ucsd/cse110/successorator/lib/domain/SimpleGoalRepository.java,project-team-31\c0aeb8b9578ce30f9665c18dd74add58037ffff4\lib\src\main\java\edu\ucsd\cse110\successorator\lib\domain\SimpleGoalRepository.java,project-team-31\7b65a890395d555411d80c55be3ad801004adf71\lib\src\main\java\edu\ucsd\cse110\successorator\lib\domain\SimpleGoalRepository.java,method,Data processing and transformation,30,,"[60,78]",19,"[79,101]",4,0,Optimization,,,10,1,[-9],['7b65a890395d555411d80c55be3ad801004adf71'],"[[{'highest_ratio': 0.5899788285109386, 'best_match_position': (86, 104)}]]",1,[-9],['7b65a890395d555411d80c55be3ad801004adf71'],"[[{'highest_ratio': 0.5899788285109386, 'best_match_position': (86, 104)}]]",0,,,,[],[],[],1418,992,330,134,25,25,7.4,79,27,2,2,1.9,0,0,21,145,0.5,152,37,1.13,0.28,20,12,9,1,1,1,22.2,4,0,0,0,0,2,15,3.6,3,3,3,3,,,
64,project-team-31,2024/1/31 5:00,Java,6,0,0,1,1,142,Java,63,generated by chatgpt,https://github.com/CSE-110-Winter-2024/project-team-31/blob/c0aeb8b9578ce30f9665c18dd74add58037ffff4/app/src/main/java/edu/ucsd/cse110/successorator/app/data/db/GoalDao.java,project-team-31\c0aeb8b9578ce30f9665c18dd74add58037ffff4\app\src\main\java\edu\ucsd\cse110\successorator\app\data\db\GoalDao.java,project-team-31\1c401944a30c2e763d35e6063705b9441e71dd1a\app\src\main\java\edu\ucsd\cse110\successorator\app\data\db\GoalDao.java,method,Data processing and transformation,30,,"[64,88]",25,"[66,88]",0,2,Refactoring,,,7,5,"[-3, -4, -5, -6, -7]","['4eb5810881aff6826d89d61060a0d4302cb8100f', '7fa8ff9bfcc56946ad850971100d12fb8bdf8d57', 'ab2401f1c3c0946f14a1ff95a3e9f409399a1e95', '7b65a890395d555411d80c55be3ad801004adf71', '1c401944a30c2e763d35e6063705b9441e71dd1a']","[[{'highest_ratio': 0.9856244384546271, 'best_match_position': (64, 88)}], [{'highest_ratio': 0.9856244384546271, 'best_match_position': (66, 90)}], [{'highest_ratio': 0.9790272199910754, 'best_match_position': (66, 90)}], [{'highest_ratio': 0.691762621789194, 'best_match_position': (66, 90)}], [{'highest_ratio': 0.7258652094717668, 'best_match_position': (64, 88)}]]",4,"[-3, -5, -6, -7]","['4eb5810881aff6826d89d61060a0d4302cb8100f', 'ab2401f1c3c0946f14a1ff95a3e9f409399a1e95', '7b65a890395d555411d80c55be3ad801004adf71', '1c401944a30c2e763d35e6063705b9441e71dd1a']","[[{'highest_ratio': 0.9856244384546271, 'best_match_position': (64, 88)}], [{'highest_ratio': 0.9790272199910754, 'best_match_position': (66, 90)}], [{'highest_ratio': 0.691762621789194, 'best_match_position': (66, 90)}], [{'highest_ratio': 0.7258652094717668, 'best_match_position': (64, 88)}]]",0,,,,[],[],[],1418,992,330,134,25,25,7.4,79,27,2,2,1.9,0,0,21,145,0.5,152,37,1.13,0.28,26,17,6,4,1,1,13.6,3,0,0,0,0,2,15,2.6,1,0,0.25,0,,,
40,Project,2024/1/26 19:36,Java,5,0,0,0,0,414,Java,22,generated by chatgpt,https://github.com/CEG4110-Team-Jacob/Project/blob/46f7654c479daee612ea23d725803af4fb4a7b35/client/app/src/main/java/org/example/Pages/Managers/CreateAccount.java,Project\46f7654c479daee612ea23d725803af4fb4a7b35\client\app\src\main\java\org\example\Pages\Managers\CreateAccount.java,Project\1a7379aa205994f144d91634ef006bda4e5404c6\client\app\src\main\java\org\example\Pages\Managers\CreateAccount.java,file,User interface,9,,"[1,124]",124,"[1,101]",0,23,Feature addition,,,3,2,"[-2, -3]","['7755add54676f064bd768468bcd848a58c295b81', '1a7379aa205994f144d91634ef006bda4e5404c6']","[[{'highest_ratio': 0.7548720668169163, 'best_match_position': (1, 100)}], [{'highest_ratio': 0.7516831683168317, 'best_match_position': (1, 101)}]]",2,"[-2, -3]","['7755add54676f064bd768468bcd848a58c295b81', '1a7379aa205994f144d91634ef006bda4e5404c6']","[[{'highest_ratio': 0.7548720668169163, 'best_match_position': (1, 100)}], [{'highest_ratio': 0.7516831683168317, 'best_match_position': (1, 101)}]]",0,,,,[],[],[],3560,2617,1148,254,98,56,6,168,0,0,0,0,0,5,116,812,1,302,98,1.19,0.39,124,105,61,3,1,1,1.9,2,0,0,0,0,6,70,2.2,7,7,2.333333333,2.333333333,,,
29,Project,2024/1/26 19:36,Java,5,0,0,0,0,414,Java,11,generated by chatgpt,https://github.com/CEG4110-Team-Jacob/Project/blob/358092c3879dc8598b958ef29dbd36e460e505e2/client/app/src/main/java/org/example/Pages/Login.java,Project\358092c3879dc8598b958ef29dbd36e460e505e2\client\app\src\main\java\org\example\Pages\Login.java,Project\025350e168e489e90830621406cc553304740d12\client\app\src\main\java\org\example\Pages\Login.java,file,User interface,9,,"[1,77]",77,"[1,79]",2,0,,,,2,1,[-2],['025350e168e489e90830621406cc553304740d12'],"[[{'highest_ratio': 0.9801268498942918, 'best_match_position': (1, 79)}]]",1,[-2],['025350e168e489e90830621406cc553304740d12'],"[[{'highest_ratio': 0.9801268498942918, 'best_match_position': (1, 79)}]]",0,,,,[],[],[],3542,2584,1138,243,98,54,6.7,187,162,2,2,4.6,0,6,105,673,0.9,270,67,1.11,0.28,77,57,35,2,2,1,10.9,7,0,0,0,0,2,15,0.9,3,3,1.5,1.5,,,
185,proiect-inginerie-software-sportmatch,2023/10/15 13:27,Java,7,1,3,0,0,83,Java,172,generated with copilot,https://github.com/inginerie-software-2023-2024/proiect-inginerie-software-sportmatch/blob/10e0ba54bdcdb66490f50159b864d8f1367bd5ac/app/src/main/java/com/example/sportmatch/RegisterActivity.java,proiect-inginerie-software-sportmatch\10e0ba54bdcdb66490f50159b864d8f1367bd5ac\app\src\main\java\com\example\sportmatch\RegisterActivity.java,proiect-inginerie-software-sportmatch\e35cbd07aa5229826532d483eddd596ae016c7c5\app\src\main\java\com\example\sportmatch\RegisterActivity.java,statement,Network requests and API call,6,,"[173,202]",30,"[195,224]",0,0,Feature addition,,,3,2,"[-2, -3]","['c6afd3d8153d2e5eef1f23132aab7359391abf17', 'e35cbd07aa5229826532d483eddd596ae016c7c5']","[[{'highest_ratio': 0.9758700696055684, 'best_match_position': (192, 221)}], [{'highest_ratio': 0.957592339261286, 'best_match_position': (195, 224)}]]",2,"[-2, -3]","['c6afd3d8153d2e5eef1f23132aab7359391abf17', 'e35cbd07aa5229826532d483eddd596ae016c7c5']","[[{'highest_ratio': 0.9758700696055684, 'best_match_position': (192, 221)}], [{'highest_ratio': 0.957592339261286, 'best_match_position': (195, 224)}]]",0,,,,[],[],[],11331,8693,3956,409,98,86,6.8,633,2502,124,29,22.1,0,9,488,4734,1.8,1242,1124,3.04,2.75,33,27,11,0,0,1,6.1,2,0,0,0,0,2,15,1.6,4,8,,,,,
22,PDADuplicator,2023/10/27 18:56,Java,,0,0,0,1,83,Java,46,written by chatgpt,https://github.com/Skiddzie/PDADuplicator/blob/18719cea537d0788abffbea638d3fab95a8398e0/app/src/main/java/com/zebra/android/devdemo/sendfile/SendFileDemo.java,PDADuplicator\18719cea537d0788abffbea638d3fab95a8398e0\app\src\main\java\com\zebra\android\devdemo\sendfile\SendFileDemo.java,PDADuplicator\ef08eb1cb6002e61a5b80e7b60e8e7ca7e88b7a3\app\src\main\java\com\zebra\android\devdemo\sendfile\SendFileDemo.java,method,User interface,17,,"[45,69]",25,"[49,74]",1,0,,,,5,4,"[-2, -3, -4, -5]","['842f350c6e56a5b694e128c0e396cc9a5b7e266a', '095ebdbe7db95eeb23299233479251343a340d3b', 'd7c79de38e046bb0266b9027f003858179f230ed', 'ef08eb1cb6002e61a5b80e7b60e8e7ca7e88b7a3']","[[{'highest_ratio': 0.981691368788143, 'best_match_position': (47, 71)}], [{'highest_ratio': 0.981691368788143, 'best_match_position': (49, 73)}], [{'highest_ratio': 0.9748700173310225, 'best_match_position': (49, 73)}], [{'highest_ratio': 0.9531516183986372, 'best_match_position': (49, 73)}]]",3,"[-2, -4, -5]","['842f350c6e56a5b694e128c0e396cc9a5b7e266a', 'd7c79de38e046bb0266b9027f003858179f230ed', 'ef08eb1cb6002e61a5b80e7b60e8e7ca7e88b7a3']","[[{'highest_ratio': 0.981691368788143, 'best_match_position': (47, 71)}], [{'highest_ratio': 0.9748700173310225, 'best_match_position': (49, 73)}], [{'highest_ratio': 0.9531516183986372, 'best_match_position': (49, 73)}]]",0,,,,[],[],[],4380,3063,1390,187,38,37,3.4,107,213,14,5,4.9,0,5,141,829,0.9,378,275,2.02,1.47,26,4,2,1,1,1,75,18,0,0,0,0,3,20,11.1,1,0,1,0,,,
0,openaidemo,2023/7/23 17:50,Java,,33,8,0,7,168,Java,9,written by chatgpt,https://github.com/kousen/openaidemo/blob/f57f85dd27fbc421a28dbc3b9898e8777a5f7868/src/main/java/com/kousenit/math/MandelbrotSetGenerator.java,openaidemo\f57f85dd27fbc421a28dbc3b9898e8777a5f7868\src\main\java\com\kousenit\math\MandelbrotSetGenerator.java,openaidemo\0ff12c60d7cc973cac4d22d66c1b56bea62d1725\src\main\java\com\kousenit\math\MandelbrotSetGenerator.java,file,Scientific computation and numerical analysis,36,,"[1,65]",65,"[1,65]",0,0,Refactoring,,,2,1,[-2],['0ff12c60d7cc973cac4d22d66c1b56bea62d1725'],"[[{'highest_ratio': 0.9952048823016565, 'best_match_position': (1, 65)}]]",1,[-2],['0ff12c60d7cc973cac4d22d66c1b56bea62d1725'],"[[{'highest_ratio': 0.9952048823016565, 'best_match_position': (1, 65)}]]",0,,,,[],[],[],681,521,216,31,22,16,4.9,27,0,0,0,0,0,4,47,446,2.9,42,19,1.35,0.61,65,50,33,2,1,1,7.4,4,0,0,0,0,2,20,1.3,7,9,3.5,4.5,,,
145,notes,2023/9/3 8:20,Java,,0,0,0,1,93,Java,59,generated by copilot,https://github.com/krzysztof-moszczynski/notes/blob/16f460d5f20eb7e295a4aa66b4a209b2be9cf17d/notes/src/test/java/com/todo/notes/NoteServiceImplTest.java,notes\16f460d5f20eb7e295a4aa66b4a209b2be9cf17d\notes\src\test\java\com\todo\notes\NoteServiceImplTest.java,notes\ac93c45a94080d1d8459f140b8fb7fc58e1d55bf\notes\src\test\java\com\todo\notes\NoteServiceImplTest.java,method,Testing and debugging,2,,"[60,125]",66,"[53,108]",0,10,Refactoring,test code,,5,3,"[-3, -4, -5]","['8aa4ab59b77766321fb2724d1af87b7eb83c91e8', '3fe54f91132f158963f3c5f1081de553e9e64232', 'ac93c45a94080d1d8459f140b8fb7fc58e1d55bf']","[[{'highest_ratio': 0.5500945179584121, 'best_match_position': (41, 106)}], [{'highest_ratio': 0.5312134673836801, 'best_match_position': (42, 107)}], [{'highest_ratio': 0.271356783919598, 'best_match_position': (54, 119)}]]",3,"[-3, -4, -5]","['8aa4ab59b77766321fb2724d1af87b7eb83c91e8', '3fe54f91132f158963f3c5f1081de553e9e64232', 'ac93c45a94080d1d8459f140b8fb7fc58e1d55bf']","[[{'highest_ratio': 0.5500945179584121, 'best_match_position': (41, 106)}], [{'highest_ratio': 0.5312134673836801, 'best_match_position': (42, 107)}], [{'highest_ratio': 0.271356783919598, 'best_match_position': (54, 119)}]]",0,,,,[],[],[],503,370,79,32,12,12,1.9,7,0,0,0,0,0,0,31,281,2.5,25,4,0.78,0.12,67,55,23,4,1,1,5,3,0,0,0,0,6,55,3.2,4,0,1,0,,,
165,monnig-meteorite-catalog,2024/3/20 15:44,Java,3,2,1,1,2,140,Java,44,generated by gpt-3,https://github.com/RosShelashskyi/monnig-meteorite-catalog/blob/10605a00f2243043a2a1afacc7d01b49b05a8c7b/src/test/java/edu/tcu/cs/monnigmeteoritecatalog/loan/LoanServiceTest.java,monnig-meteorite-catalog\10605a00f2243043a2a1afacc7d01b49b05a8c7b\src\test\java\edu\tcu\cs\monnigmeteoritecatalog\loan\LoanServiceTest.java,monnig-meteorite-catalog\3450e3bebb843d0029e9c496e2179924debe3bf3\src\test\java\edu\tcu\cs\monnigmeteoritecatalog\loan\LoanServiceTest.java,method,Data processing and transformation,24,,"[43,88]",46,"[43,86]",0,2,Optimization,,,4,3,"[-2, -3, -4]","['1c2795c1c30a734b30f34f1f570437e5ecf1c94b', '3450e3bebb843d0029e9c496e2179924debe3bf3', '4dc10b9b36d465a8301937a5c9bcbb98261b2db4']","[[{'highest_ratio': 0.9950221238938053, 'best_match_position': (43, 88)}], [{'highest_ratio': 0.9620611551528879, 'best_match_position': (43, 88)}], [{'highest_ratio': 0.9620611551528879, 'best_match_position': (45, 90)}]]",2,"[-2, -3]","['1c2795c1c30a734b30f34f1f570437e5ecf1c94b', '3450e3bebb843d0029e9c496e2179924debe3bf3']","[[{'highest_ratio': 0.9950221238938053, 'best_match_position': (43, 88)}], [{'highest_ratio': 0.9620611551528879, 'best_match_position': (43, 88)}]]",0,,,,[],[],[],1844,1399,611,157,25,25,5.7,85,168,13,4,9.1,0,0,206,1287,3.1,179,14,1.14,0.09,47,41,39,1,1,1,2.3,1,0,0,0,0,2,15,1.2,1,0,1,0,,,
139,mappe-idatg1003-traindispatchsystem-jonas-birkeli,2023/10/30 13:52,Java,,0,0,0,0,60,Java,194,generated by copilot,https://github.com/NTNU-BIDATA-IDATG1003-2023/mappe-idatg1003-traindispatchsystem-jonas-birkeli/blob/c6c2e7e71cdc01c65b7a7384e2c132df5fdb79e3/src/main/java/core/Station.java,mappe-idatg1003-traindispatchsystem-jonas-birkeli\c6c2e7e71cdc01c65b7a7384e2c132df5fdb79e3\src\main\java\core\Station.java,mappe-idatg1003-traindispatchsystem-jonas-birkeli\21a900425f45a86f4bfb61629f9319d5d27a5992\src\main\java\core\Station.java,statement,Data processing and transformation,5,,"[195,195]",1,"[216,218]",2,0,Feature addition,,,7,6,"[-2, -3, -4, -5, -6, -7]","['21a900425f45a86f4bfb61629f9319d5d27a5992', '0b8ea53affce445463ca99ce6de9bd526c97ff71', '7fd67ff8f6ad9e595e594728168cbb1248b69a04', 'f7758eb3d66603c347c8102bfb24ac4cf70f4e05', 'b63dc685953d1d8833fc5b8213e2dce206c37a22', '7f25c09e24e648d746b1fe859c5e92bd70da009a']","[[{'highest_ratio': 0.4, 'best_match_position': (207, 207)}], [{'highest_ratio': 0.4, 'best_match_position': (206, 206)}], [{'highest_ratio': 0.4, 'best_match_position': (206, 206)}], [{'highest_ratio': 0.4, 'best_match_position': (210, 210)}], [{'highest_ratio': 0.4, 'best_match_position': (212, 212)}], [{'highest_ratio': 0.4, 'best_match_position': (224, 224)}]]",1,[-2],['21a900425f45a86f4bfb61629f9319d5d27a5992'],"[[{'highest_ratio': 0.4, 'best_match_position': (207, 207)}]]",0,,,,[],[],[],2162,1091,420,110,17,17,38.3,676,0,0,0,0,0,0,15,120,0.4,188,97,1.71,0.88,4,1,3,0,0,1,0,0,0,0,0,0,1,10,6.7,1,0,,,,,
76,Legend-Of-Zelda,2023/9/11 11:08,Java,5,5,0,0,1,684,Java,36,generated by chatgpt,https://github.com/sejja/Legend-Of-Zelda/blob/a751474bc7219de9ebf35de611519895462cf89f/Engine/Graphics/Tile/ShadowLayer.java,Legend-Of-Zelda\a751474bc7219de9ebf35de611519895462cf89f\Engine\Graphics\Tile\ShadowLayer.java,Legend-Of-Zelda\8926800a2f7f7927befe5a9aca2e1eb72ee175b1\Engine\Graphics\Tile\ShadowLayer.java,method,User interface,34,,"[36,96]",61,"[43,93]",0,10,Refactoring,,,3,2,"[-2, -3]","['9ac2c739da2e37fc126af86a94d4abcd8e851936', '8926800a2f7f7927befe5a9aca2e1eb72ee175b1']","[[{'highest_ratio': 0.9996713769306605, 'best_match_position': (36, 96)}], [{'highest_ratio': 0.9558773997979118, 'best_match_position': (35, 95)}]]",2,"[-2, -3]","['9ac2c739da2e37fc126af86a94d4abcd8e851936', '8926800a2f7f7927befe5a9aca2e1eb72ee175b1']","[[{'highest_ratio': 0.9996713769306605, 'best_match_position': (36, 96)}], [{'highest_ratio': 0.9558773997979118, 'best_match_position': (35, 95)}]]",0,,,,[],[],[],9514,6004,2839,655,98,97,23.3,1821,198,13,9,2.1,3,18,894,5891,3.3,1247,927,1.9,1.42,62,35,27,2,1,1,33.9,19,0,0,0,0,7,45,4.1,10,10,5,5,,,
