path_of_first_file_commit,keyword_index,matched_keyword,code_granularity,start_end_line
gicog\44da3e0ad3c6c46a8d4d218d69808a9163746038\alphabetMatrix\alphabetsToMatrix.py,81,written by chatgpt,,
SeqsUI\4dd9fb63eb86a5a9ba2fc063d1aa83b56015dd0a\src\controller.py,205,written by chatgpt,,
gpt_react_repl_w_method_search\9775bb5fb00d320b91340eb3b2bca3bc83d746af\src\react_repl_agent\apis\utils.py,5,written by chatgpt,,
TDoRDataAwareness\e6694593a80fa4797065770dd47f53590250e8a6\tdor_app\🏠Home.py,50,written by chatgpt,,
Maturarbeit_AI-Twin\dab9d88fefa91a7a5f017d4b0c96d8c6b0ebdee0\OfflineVersion\TextToVideo.py,67,written by chatgpt,,
unuseful_tools\8fd726cec63c0d24c9dbd7b1d53fc835b861d39b\decimal_to_binary\decimal_to_binary.py,1,written by chatgpt,,
CrimsonHawk\addccb94551e65bb3973d05da2330dda3166e077\crimsonhawk_unstable.py,1,written by chatgpt,,
python-genomics\fc4eda62a65ecdc03466f46f348c98d2b8d8ad8b\pandasPlus.py,117,written by chatgpt,,
PYTHON\1a963ecbc42d76b3c0c3a910fa8d88d05142ccd2\jieba_script.py,6,written by chatgpt,,
contentQC_Score\a0244f1302b643270f10e594a3123e1f05cefc39\app.py,112,written by chatgpt,,
AIC23_Track1_UWIPL_ETRI\b5a426f42549e6812358ecce0dcfb042ce7c0dad\BoT-SORT\tools\aic_interpolation.py,56,written by chatgpt,,
create_coauthor_list\72a1271357c2f245283745f705b70eb92d56b2ec\fetch_scholar_info.py,2,written by chatgpt,,
Cascade\92e3d32a8201107c1c75477a20cd4c21592dd182\Environments\DiscreteWrapper.py,5,written by chatgpt,,
alecchendev.github.io\b054f24c2f56cafef58a19c962728cae54642f73\change_draft_status.py,1,written by chatgpt,,
UXsim\cad91a19d6a9db74d6e8058f107383ea6011b47c\uxsim\utils.py,35,written by chatgpt,,
glambda\c1974f78168828a240e68bcf654e0599b72b8c15\src\pages\4_About.py,30,written by chatgpt,,
practice_codes\9ff9e581d51ab9cf9a0c2f8dff8eb36087aa0248\models\mlp_torch.py,1,written by chatgpt,,
blog_Quality_Score\70b9cdfac4e93738e8bc54d2dc27c2eb477b756a\app.py,147,written by chatgpt,,
jsonix\f035446bbc6ac190c2eb49d9e576fda82730af84\filemap.py,17,written by chatgpt,,
early_fonts_inventory\88fc8faa3af50c2a61705cb122bda5610e16496a\tools\renumber.py,1,written by chatgpt,,
LLM_AbaqusPython\44889c38ebdba66c39ff0d48735727a8fc0266de\ChatGPT4.py,2,written by chatgpt,,
Speedtest-Automated\ca5f508bb8677a431ec6f72203878afca34e8ac3\wrappers\speedtest_auto.py,41,written by chatgpt,,
Simple_Sentiment_Analysis\8fd578527881959cb68ac0404ef298d33d8f8151\main.py,68,written by chatgpt,,
Oryx-Dashboard\d1d39913a94b3a3d2717eb94e3ae673fc85a001e\Web Scrapper\FactTable.py,102,written by chatgpt,,
ParasiticPlantBase\a9f32e13cdc73d16b31ac4e7efff59819041f6a0\PPBWidgets\views.py,192,written by chatgpt,,
Headline_Detection\0441eff41718309c8e29b64fd690bd4028eb1924\src\lib\src\kaelib\s3.py,1,written by chatgpt,,
pyami\7791fd58ed20cb062f4992f9c5321b3a55cf12f0\py4ami\ami_html.py,1884,written by chatgpt,,
e7herodata\933a9128ff11e512559b8a3607745a54d77514db\e7dash.py,4,written by chatgpt,,
simutils\29490f18a1ccb45653e7d1ba91c31bc8aa0ab904\paraview\get_unit_sphere_normal.py,2,written by chatgpt,,
detect_llm\ca77fa88e2cdb0440ef2d2ac4b105f7a50216692\survey\survey2.py,104,written by chatgpt,,
contentQC_Score\a0244f1302b643270f10e594a3123e1f05cefc39\Blogs_QualityCheck.py,122,written by chatgpt,,
geometric-algebra\a5de1818b58da50d2cb7084c4d540238076358c7\src\Multivector.py,13,written by chatgpt,,
bsl-plotter\45495103d4707616c7f2368b3953a7675237807b\catkin_ws\src\plotter_controller\src\control_arm.py,14,written by chatgpt,,
pypatchy\16897095606bb2884765cc207c550655e5a65b30\pypatchy\structure.py,116,written by chatgpt,,
VMR_to_BlastDB\e47a168abdee5f53b5316c3e5fa1b3c9878db7a1\merge_blast_hsps_overlapped.py,8,written by chatgpt,,
visual_graph_datasets\8b98d9d4005ba97e83037b5a5cb4edd989106d91\visual_graph_datasets\util.py,233,written by chatgpt,,
testelegoocar\bc223861d21a9a4f8700420304966d00b3a87d8d\Final_UI_Code\UI_Prototype.py,1,written by chatgpt,,
merge-queue-test\89aa3a3b2f4e58193a3209d9d2457d951382ef0c\scripts\align-import.py,3,written by chatgpt,,
mathlib4\8717536ada899eef0d544981be88c22f7de141d9\scripts\align-import.py,3,written by chatgpt,,
robot_ml_rl_nlp_homework\a9d29fe5412e4a4b83a40c1fb1ae3535033f2cbe\scripts\align-import.py,3,written by chatgpt,,
LLM_CB2\761f554cd9cd7e055d6e9c0517b63000019f7664\src\cb2game\server\util.py,194,written by chatgpt,,
anime_screenshot_pipeline\81792f215048282e87f2086f767843dd1a1cd258\scripts_v1\arrange_folder.py,171,written by chatgpt,,
web-mit-public\95604408158ee62d72348ac24b99f0deee119cb0\add-files-by-date.py,3,written by chatgpt,,
qaap\4db7ec8d6a03f6acd0ff4dcf4b0615089d809e94\utils.py,54,written by chatgpt,,
jamesjarvis.io\3f0e32778e8c423d2c02cbaac940cfbdfda9a490\content\posts\year-of-books\goodreads-export.py,2,written by chatgpt,,
CFK_Delete_Python\8f5ef0df4ab0a9af0b7ba178919200819eb18801\authentication.py,9,written by chatgpt,,
pwndbg-gui\a6515c8f4bb0994a78520c4eb47c4ab1d0ac6274\gui\constants.py,12,written by chatgpt,,
StreamStyle\19145741cf7513457c78bf51d72d50da4515f44f\main.py,108,written by chatgpt,,
stock-gpt\fed6af742a8c2577fde5cc83b5136b0ce3a8528a\src\stock_indicators\indicator_impl.py,17,written by chatgpt,,
enph353_competition_controller\2df92e0d7a28f339998c2d54d6b8ff0483adb3ae\image_testing\chat_gpt_script.py,5,written by chatgpt,,
experimental\a57e848a9ecad1f80bdd774810effef3ac4586bd\html_convert\html_convert.py,4,written by chatgpt,,
pypatchy\16897095606bb2884765cc207c550655e5a65b30\pypatchy\design\solve_utils.py,129,written by chatgpt,,
proof-buddy\34b6921424170f309d7febdaf08016bf8b9cf5eb\proofchecker\proofs\ERtrees.py,12,written by chatgpt,,
WM9A4-Digital-Development-with-Python\67907a0e7f78729083fa6055cf367dba6a0c8f04\10 practice questions\word_filter.py,43,written by chatgpt,,
riddle_me_this\0c91442abe79e3b6715408abd8114c97c7954858\network demo\demo_networks.py,343,written by chatgpt,,
CubicalPersistentHomology\3f038144ec28995623df42ba256564a9b5d036bb\sage_utility.py,351,written by chatgpt,,
detect_llm\c5445d365d39aad9904cf6aa5ad2de3ba2fd3be7\amys_code\survey1.py,252,written by chatgpt,,
drl_swarm\1627f1a6b995935bd37f5b198b5b613fe59fbd29\data_analysis\data_analysis_scripts\measure_distances.py,4,written by chatgpt,,
spgrid\ef6f1c534786d08a87d7723b6a5580928efe0502\scripts\local\auto_download_gui.py,718,written by chatgpt,,
pyPhoPlaceCellAnalysis\e67d900abc57a8f9bed2cb85c2bac9311cfcad5a\src\pyphoplacecellanalysis\General\Model\Configs\LongShortDisplayConfig.py,31,written by chatgpt,,
pollyanna\fb4733b93e02b452677fa68089f3eca20231ca96\default\template\python\script\chain_log_verify.py,4,written by chatgpt,,
FRC-MatchBot\7e618246256c651fcef7dc303c81ddb4a61e6a4b\utils.py,115,written by chatgpt,,
magnetmania\8340a180fd85820dd1f0e4acb2b8d14bc6c94b76\utils.py,4,written by chatgpt,,
Facial_Expressions_Impact_3DFR\9fab644a538bed6d2b96305a47fce2c1de0c34e7\src\src\src\utils.py,125,written by chatgpt,,
experiments\4f260181f4cb947f9de4dd9ba596e8e26561cb67\german-law-journal-network\lib\kb.py,1,written by chatgpt,,
experiments\4f260181f4cb947f9de4dd9ba596e8e26561cb67\german-law-journal-network\lib\wikidata.py,1,written by chatgpt,,
micromouse\39e1f57907339064c83b2cd2eda2b95b0e09155a\virtual_micromouse.py,10,written by chatgpt,,
hevelius-backend\6280db7620b20c5c513ce9e0a56821c8f0b2dac6\hevelius\utils.py,13,written by chatgpt,,
anime_screenshot_pipeline\81792f215048282e87f2086f767843dd1a1cd258\scripts_v1\classifier_dataset_preparation\crop_and_make_dataset.py,31,written by chatgpt,,
anime_screenshot_pipeline\81792f215048282e87f2086f767843dd1a1cd258\scripts_v1\subsidiary\classify_characters_ensemble.py,182,written by chatgpt,,
image-preprocessing-pipeline\ad49cc57062f1a30dcd9da2332f9a49dec205b37\align_images.py,26,written by chatgpt,,
CFK_Delete_Python\a522c35a62d43e8c7b6269aa2d4d6265ecaf79c5\CFKrestore_subprocess.py,35,written by chatgpt,,
CFK_Delete_Python\8f5ef0df4ab0a9af0b7ba178919200819eb18801\CFKdownload_subprocesses.py,128,written by chatgpt,,
pypatchy\537ee2a3d6abd95ff216c7e92337967b7c4d9bda\pypatchy\design\design_rule.py,745,written by chatgpt,,
hevelius-backend\302289862ed2fcb07b6d09f9a5330a17b815bc61\tests\test_utils.py,10,written by chatgpt,,
zTournamentSorter\170d5aa0d22cd0d22e5d6d87d06e892b05f3ff15\experiments\temperature_check_test.py,1,written by chatgpt,,
netbeansPython\21fefd66851624a3dd19abdb69f575526ab5c7e3\src\main\resources\org\netbeans\modules\python\nb_test_runner.py,72,written by chatgpt,,
buha\ae3443d61f9266870097a470f508e2955d15de07\tests\test_login.py,217,written by chatgpt,,
Sketch-In-Context-Sp2024\8810fd934acdb23b6da6b1228c1df8dbdac646a8\test.py,18,written by chatgpt,,
studentPythonStuff\9d031fc9df2bc1352054d1b2295a64951aa5581d\geneticAlgo.py,1,written by chatgpt,,
maybe_not_the_last_letter\4af6dcbc2e9ffd0a80d3f10a3f1c3fe49f096b2c\game\python-packages\donut.py,4,written by chatgpt,,
anime_screenshot_pipeline\81792f215048282e87f2086f767843dd1a1cd258\scripts_v1\subsidiary\classify_characters_advanced.py,111,written by chatgpt,,
Deep-EIoU\ec03fc2cf36bae7281ebc05f597811930d81df2a\Deep-EIoU\tools\sport_interpolation.py,55,written by chatgpt,,
BDSN\6fa9d9873306ce1c513f9de817b76c6a27c2ec0e\SparkStreamingUtils\StreamRelay2.py,2,written by chatgpt,,
bookworm\9b4408b8d14546b5590e2e3ccb21e40ca0c8e954\tokenlimiter.py,4,written by chatgpt,,
allemande\15672b243be48194a9d68c98740e9de4d04ee02e\demos\llm-coding\random_password.py,3,written by chatgpt,,
mod_directory\7c752ed9fa3b866b62636f7fa150402c0d5d5d02\JSON_img_encode.py,3,written by chatgpt,,
nyt-sudoku\baa6c326efb0ea6f45b572f09856d20906541e52\data-analysis\get_candidates.py,4,written by chatgpt,,
winget-script-creator\688a9c99a0f97bfbed1a620b26529189316059dd\src\main.py,1,written by chatgpt,,
using_chatgpt_kedro_streamlit_app\982dc35d438565ea0bbc75a29ad43c6ffc5224a7\src\crypto_fc\data.py,50,written by chatgpt,,
guarantees-based-mechanistic-interpretability\bc999acd93d093d66fd1b9b1c840a01f71179dd3\gbmi\utils\__init__.py,245,written by chatgpt,,
CC2Corpus\bafb3b513475f8434ce2ca697da735df66614bb1\clean\process_wet_file.py,118,written by chatgpt,,
ENSF338lab1\e7f8a0c4bfe2bca09fbbaf351d46a46519c86a0e\Lab 1\ex2.3.py,1,written by chatgpt,,
snapjax\fcafd9fb521fcba1144db4e0f66e2220749e05f4\snapjax\mlops.py,5,written by chatgpt,,
detect_llm\c5445d365d39aad9904cf6aa5ad2de3ba2fd3be7\amys_code\survey3.py,123,written by chatgpt,,
mat276ia-allolib-playground-f23\ce70310aadee54f789cf999e64c2b60b3bf5d26f\tutorials\allolib-f23\get_earthquakes.py,1,written by chatgpt,,
pyamihtml\2664d6cf2bff896ca54fe655ae17e324d7570e40\pyamihtmlx\ipcc.py,1426,written by chatgpt,,
CFK_Delete_Python\007b8d8d2f8c1fd880440c0f95ca19de6f6ba89c\CFKdelete_subprocess.py,24,written by chatgpt,,
ATM\570384434060755cb12dbbce0da97d11ed60fc53\AM_Gyms\DroneInCorridor.py,68,written by chatgpt,,
tidytuesday\2125bb82f911c62829e8c288e299147dc7218b1d\2023\week-47-nov-2023-r-ladies\analysis\keywords.py,2,written by chatgpt,,
AEpy\fcdba58422946ab99a5258a9ee06d7353def7e85\AEpy\mag_reader.py,12,written by chatgpt,,
NeuralNetwork\b417f7bdc705aac6ee4226674a908a7d403ee8bb\TorchMNIST.py,125,written by chatgpt,,
Cascade\92e3d32a8201107c1c75477a20cd4c21592dd182\Analysis\ExperimentSetup.py,81,written by chatgpt,,
Pygame-Tetris\5e3032fc85b2f58ae787a314c5ef6c3f859b273b\Tetris.py,725,written by chatgpt,,
Deep-Learning-Project\993ae1ef77ec317fd8ab7e6686b5e66a3db0fdad\src\trainers\cnn_trainer.py,11,written by chatgpt,,
OCR-ensemble\95a327b1b3614806e66bff24d867aba443d7766d\ocr_ensemble\proposers\utils.py,41,written by chatgpt,,
testelegoocar\2c33ec2b47b4efb17520a1a37b59f36c745077d4\Updated_UI_Code_Latest\UI_Prototype.py,1,written by chatgpt,,
Pizza-Game\f83d0e6918c400e5497983e2586aeb8c4c90898a\pizza_game.py,343,written by chatgpt,,
clairecjs_bat\711d36e155ab2cf889962e9267f054cca10c425a\BAT-and-UTIL-files\ingest_youtube_album.py,326,written by chatgpt,,
letter_number_clf_CSC3995\f2e18902253828d0d3106e3799c5242c1a2b6ddb\src\preprocess\data_retrieval.py,5,written by chatgpt,,
Programming\065b625d489dc21248569f9af98e4c7f8502df7e\AP-Comp-Codes\04242023 Data Science\Lesson 3\crash.py,11,written by chatgpt,,
AIGenerated\46fe66c21199074ed12f5bb393380b0a16ab04d4\MasterMindAI\qAgentLearnsMastermind.py,1,written by chatgpt,,
joplen_mlsp2024\4fb02019e8976baab5c54b4d7ab3d17eb357e971\experiments\nn.py,1,written by chatgpt,,
monophobia-server\531d603630b665547a9ddddea02dc63739e1cda1\main.py,47,written by chatgpt,,
CS330_MOT\6a04b2bf7e28892fa9a59f1757d2870d56cac34c\Deep-EIoU\Deep-EIoU\tools\sport_interpolation.py,56,written by chatgpt,,
medium-archive-image-downloader\32d7d431f48ec1e643a285034f18c111039c9fbb\medium-archive-image-downloader.py,1,written by chatgpt,,
rnaseq_tools\b41ca6813cad0c621c47e774f2fa5162006bdc82\scripts\annotation\find_closest_gene.py,3,written by chatgpt,,
Google-Foobar\0260d40a142b06a301907eec6b07f225be6f59d2\Level 4\free-the-bunny-workers\solution.py,81,written by chatgpt,,
pypatchy\16897095606bb2884765cc207c550655e5a65b30\pypatchy\design\design_yield.py,728,written by chatgpt,,
SuperPlug\2d084805b8c90a06d143603ba64b35a4fba129af\SuperPlug\custom_backend.py,8,written by chatgpt,,
hail\07c49306a96c5fe6620f16307ba70dd2d08f628c\hail\python\test\hail\expr\test_functions.py,91,written by chatgpt,,
pyPhoPlaceCellAnalysis\21eb1f900fb59b7fc458a391135250dba3deec78\tests\test_HDF5_functions.py,10,written by chatgpt,,
HD_19467_B\0e1148c8a54f90db21c78424b63a1d1e0bcb965b\test_cov.py,3,written by chatgpt,,
ChatGPT-Live\1376eaf487de8c3c07188aa8c3bdcbd95f6ccd54\run_tests.py,3,written by chatgpt,,
Fragmented\84aa0d8cfc9af1623cb9edb3d541eac39ec47d10\renpy-8.1.3-sdk\Fragmented\game\test_combat_281.py,67,written by chatgpt,,
yeastdnnexplorer\a72d07497d795ca09a71e98938df2ab0aeab4228\tests\test_verify_gpu.py,10,written by chatgpt,,
eiriniallolib\ce70310aadee54f789cf999e64c2b60b3bf5d26f\tutorials\allolib-f23\get_earthquakes.py,1,written by chatgpt,,
hpc-intro\2d4ce2596143edad556e207c3262fc1f9b5254db\course_files\scripts\sir_simulator.py,2,written by chatgpt,,
teacup_archive\dd62e8d31d53832949a7fdcc9792cbc63c6ac9d7\functions\v1.py,78,written by chatgpt,,
valorant_dataset_downloader\50990881bad6cf24ce5ecf1536df361d1d5b1cbb\database_classes.py,48,written by chatgpt,,
pacosako\884fed93add10bd49370ca513c9c580a44d579b9\backend\src\test\hist.py,1,written by chatgpt,,
python-101\324f197529b74ea5f388a7fe3ce9591322d6a37c\name.py,5,written by copilot,,
bookbot\87a48d80dc48afbd2535ebce022203ccd2c7d656\main.py,37,written by copilot,,
OxPhysCopiliot\c20644a0df74671de131be0ac56cdf098b8c4804\utils.py,17,written by copilot,,
PlatformGame\aa85999081ed8d975014df495ebfbf9331aba225\utils\scene_manager.py,2,written by copilot,,
CS131\706bfa87cc3109c4d6461e5c42d9a7ff664f5a0c\Project 1\interpreterv1.py,47,written by copilot,,
SHRA-Groningen-chaintools\57c88e8b6059aa3eb88c7b3bfdd0e1cdd4010e2c\chaintools\tools_grid.py,182,written by copilot,,
ColubridLovers_ProjectOne\943ff5259ac5a760c6587c98620a855a8ea16bb6\Project1\main\mainapp\admin.py,6,written by copilot,,
game-of-life\99ff1b37b90a2d4aa9436c9db4b711aede34131a\gui.py,2,written by copilot,,
NeetCode\822d5781a0d703330ae1940fa2a9c8cbc3b3717a\sliding_window\minimum_window_substring.py,63,written by copilot,,
dive-map\a857ae4735b9e1616258de48faa9b8a8d5142109\mapper.py,242,written by copilot,,
CSI4180_Homework2\f9a42febe8bafb258d34323c9e2422591b6b267e\homeworkTwo.py,126,written by copilot,,
hospital_management_system\9fcc0a4a565345f46a187d28ed21d2dfd9e34ec8\SickRecordOperation.py,103,written by copilot,,
LimeBot\9da3ff66b1da7b61fde2e84d779042810c97edf0\cogs\chatgpt.py,35,written by copilot,,
advent-of-code-2023\c414845d2e430da9553cf46a286c494f7fe6e119\day3.py,72,written by copilot,,
fastest-coder-hackathon\bec7173e95d0d3c64d7cd2e20d316b4b615d6d06\main.py,21,written by copilot,,
SE_Project2\ed128adf9838a4b3277d42a416bc0bb1670b6e44\Project1\main\mainapp\views.py,105,written by copilot,,
BioLlama\93b7b35742ff3df801d47098a863c83d42caa986\utilities\db_retrieval.py,61,written by copilot,,
dive-map\d4ab5d5e6d0166baca929e790ec4772827e1ba25\map_functions.py,189,written by copilot,,
CS131\640986605d74bfe8c923ecf97e05a57256a29293\Project 2\CS131Proj2\fall-23-autograder\interpreterv2.py,38,written by copilot,,
hospital_management_system\e5a0776ed7ee0f1f3b3e1b5ec6be360bf7d6f3d3\PatientOperations.py,114,written by copilot,,
ColubridLovers_ProjectOne\d6268ac749a541c49a7538d81ce15c36f47fd355\Project1\main\mainapp\models.py,4,written by copilot,,
SE_Project2\ed128adf9838a4b3277d42a416bc0bb1670b6e44\Project1\main\mainapp\models.py,4,written by copilot,,
SE_Project2\ed128adf9838a4b3277d42a416bc0bb1670b6e44\Project1\main\mainapp\admin.py,6,written by copilot,,
ColubridLovers_ProjectOne\d6268ac749a541c49a7538d81ce15c36f47fd355\Project1\main\mainapp\views.py,105,written by copilot,,
Auto-Synced-Translated-Dubs\34e125e4137f5d203c068d267d7db504c633f293\Scripts\translate.py,68,written by gpt-3,,
DarkOPS\e50def1b6b827d93c3c064b9b3fb11c1381e9e38\function\check_review\checkforAI.py,9,written by gpt-3,,
slides\84f534c796c1260c7c37abd87c8aec77c1261fcf\mll\presentation.py,171,written by gpt-3,,
HandwrittenLaTeXRecognition\7fbbeacae63d438ed81e3f97ebb0fefadc6e4a70\data_formatting.py,102,written by gpt-3,,
LaneFire\e16455f65264ec583558dca64dd43c48f2699ec3\Lane_Fire_Run.py,303,written by gpt-3,,
THARUN_TTS\ba513eb3442430030f6de64ed1b029789c9fbb17\main.py,426,written by gpt-3,,
THARUN_TTS\ba513eb3442430030f6de64ed1b029789c9fbb17\getSubtitles.py,406,written by gpt-3,,
audio_sub\9b14f86e78da577d2dadc3d047c2f70d1440a315\Scripts\translate.py,98,written by gpt-3,,
