index,project_name,create_time,project_language,contributor,star,fork,issues,watch,project_commits,code_language,keyword_index,matched_keyword,path_of_first_file_commit,final_change_commit_path,code_granularity_data,code_func_type,number_of_bug_or_vulnerability_all_commit,start_end_line_data,first_loc,final_start_end_line_data,final_loc_add,final_loc_minus,final_change_type,test_code_data,regular_expression_data,number_of_commits,number_of_change_commit_to_first,change_commit_to_first_index,change_commit_to_first_hash,change_commit_to_first_blocks,number_of_all_change_commit,all_change_commit_index,all_change_commit_hash,all_change_commit_blocks,number_of_all_change_fix_commit,all_change_fix_commit_index,all_change_fix_commit_hash,all_change_fix_commit_blocks,project_lines,project_locs,project_statements,project_functions,project_classes,project_files,project_density_comments,project_comments,project_duplicated_lines,project_duplicated_blocks,project_duplicated_files,project_duplicated_lines_density,project_vulnerability,project_bugs,project_code_smells,project_sqale_index,project_sqale_debt_ratio,project_complexity_all,project_cognitive_complexity_all,project_complexity_mean_method,project_cognitive_complexity_mean_method,code_lines,code_locs,code_statements,code_functions,code_classes,code_files,code_density_comments,code_comments,code_duplicated_lines,code_duplicated_blocks,code_duplicated_files,code_duplicated_lines_density,code_code_smells,code_sqale_index,code_sqale_debt_ratio,code_complexity_all,code_cognitive_complexity_all,code_complexity_mean_method,code_cognitive_complexity_mean_method,manual_vs_gpt_loc_ratio,manual_vs_gpt_change_commit_ratio,manual_vs_gpt_change_fix_commit_ratio,code_vulnerability,code_bugs
28,Cpp-ML-Framework,2023-07-27 05:25:03,C++,,1,0,0,2,26,C++,18,written by chatgpt,Cpp-ML-Framework\dbb65d5f49a6e76930b83d8be7ac8a38348afcbf\src\dataset\Dataset.cpp,Cpp-ML-Framework\492994775f05ee38d9146b8ff3397161f397e84f\src\dataset\Dataset.cpp,method,,4,"[19,50]",32,,,,,,,9,8,"[-2, -3, -4, -5, -6, -7, -8, -9]","['d972b3fc53a6f66fc42ed0c0c5f968bb3dbfcaf7', 'e03f42c5fcf6018f1315f5a8ca3436ad68b2ba02', 'd05ab56150b916fc4e5f758e4f59772a65304218', '0be4901abb77a21762124ef8b9640114ebe15166', '097c3d0b678ac66533cca2066046d99f39167a73', '6fd4a34d82b688e5eaaf7a457e925545c0fcfebb', '492994775f05ee38d9146b8ff3397161f397e84f', 'cf42e9659aeb81885557170e54b49f821c1bce4d']","[[{'highest_ratio': 0.9289340101522843, 'best_match_position': (14, 45)}], [{'highest_ratio': 0.3627946127946128, 'best_match_position': (73, 104)}], [{'highest_ratio': 0.4074688796680498, 'best_match_position': (49, 80)}], [{'highest_ratio': 0.3627946127946128, 'best_match_position': (87, 118)}], [{'highest_ratio': 0.25063291139240507, 'best_match_position': (89, 120)}], [{'highest_ratio': 0.25063291139240507, 'best_match_position': (108, 139)}], [{'highest_ratio': 0.37123342707914825, 'best_match_position': (132, 163)}], [{'highest_ratio': 0.37123342707914825, 'best_match_position': (146, 177)}]]",6,"[-2, -3, -4, -5, -6, -8]","['d972b3fc53a6f66fc42ed0c0c5f968bb3dbfcaf7', 'e03f42c5fcf6018f1315f5a8ca3436ad68b2ba02', 'd05ab56150b916fc4e5f758e4f59772a65304218', '0be4901abb77a21762124ef8b9640114ebe15166', '097c3d0b678ac66533cca2066046d99f39167a73', '492994775f05ee38d9146b8ff3397161f397e84f']","[[{'highest_ratio': 0.9289340101522843, 'best_match_position': (14, 45)}], [{'highest_ratio': 0.3627946127946128, 'best_match_position': (73, 104)}], [{'highest_ratio': 0.4074688796680498, 'best_match_position': (49, 80)}], [{'highest_ratio': 0.3627946127946128, 'best_match_position': (87, 118)}], [{'highest_ratio': 0.25063291139240507, 'best_match_position': (89, 120)}], [{'highest_ratio': 0.37123342707914825, 'best_match_position': (132, 163)}]]",2,"[-5, -6]","['0be4901abb77a21762124ef8b9640114ebe15166', '097c3d0b678ac66533cca2066046d99f39167a73']","[[{'highest_ratio': 0.3627946127946128, 'best_match_position': (87, 118)}], [{'highest_ratio': 0.25063291139240507, 'best_match_position': (89, 120)}]]",180,93,64,6,2,5,17.7,20,0,0,0,0.0,0,0,30,179,6.4,19,20,3.17,3.33,33,24,22,1,0,1,17.2,5,0,0,0,0.0,4,41,5.7,7,8,7.0,8.0,,,,0,0
30,FilterKruskal,2024-01-11 09:36:16,C++,,0,0,0,1,3,C++,171,written by chatgpt,FilterKruskal\402b666bfde436d80beb9bff409d7c278807c9c2\filterKruskal.cpp,,method,,0,"[173,215]",43,,,,,,,2,0,[],[],[],0,[],[],[],0,[],[],[],216,146,86,15,3,1,13.1,22,0,0,0,0.0,0,0,14,215,4.9,28,19,1.87,1.27,44,30,25,1,0,1,16.7,6,0,0,0,0.0,3,25,2.8,4,6,4.0,6.0,,,,0,0
33,Rubix,2024-03-09 03:46:12,C++,,1,0,0,0,47,C++,432,written by chatgpt,Rubix\1c48eadc5b37db58ad033b8fb67e74241832f5a2\mini_cube.cpp,,method,,18,"[433,477]",45,,,,,,,2,0,[],[],[],0,[],[],[],0,[],[],[],2465,1396,941,52,10,12,18.9,326,1119,8,3,45.4,0,0,246,2646,6.3,239,185,4.6,3.56,46,35,19,1,0,1,25.5,12,0,0,0,0.0,2,25,2.4,4,3,4.0,3.0,,,,0,0
40,Complete-Data-Structures-Algorithms,2023-06-07 19:23:17,C++,,4,0,0,1,17,Unknown,35,written by chatgpt,Complete-Data-Structures-Algorithms\9bc8ef3883920e056036c022c38048ba4d6970eb\Miscellaneous Folder\LEETCODE_KokoEatingBananas.CPP,,method,,1,"[39,67]",29,,,,,,,1,0,[],[],[],0,[],[],[],0,[],[],[],35279,23720,15462,1283,296,701,14.2,3917,17453,412,378,49.5,0,0,3342,31811,4.5,4490,4859,3.5,3.79,30,27,15,1,1,1,3.6,1,0,0,0,0.0,4,41,5.1,4,6,4.0,6.0,,,,0,0
59,glitch.gui,2023-07-08 06:43:21,C++,,15,0,0,3,1045,C++,1,written by chatgpt,glitch.gui\baed875860ee7259d3def4a0ec8cd3b51fdd1f0a\libacidcam_dll\acidcam_plugin_x64\examples\gpt2\plugin.cpp,glitch.gui\b65913b73f2e8a2f8b25baaeb54fd188a699c753\libacidcam_dll\acidcam_plugin_x64\examples\gpt2\plugin.cpp,file,,42,"[1,49]",49,,,,,,,3,2,"[-2, -3]","['aa5aa1dc778aa35badacf267dffbe95fb2423581', 'b65913b73f2e8a2f8b25baaeb54fd188a699c753']","[[{'highest_ratio': 0.37880585211546064, 'best_match_position': (1, 30)}], [{'highest_ratio': 0.37670384138785623, 'best_match_position': (1, 45)}]]",2,"[-2, -3]","['aa5aa1dc778aa35badacf267dffbe95fb2423581', 'b65913b73f2e8a2f8b25baaeb54fd188a699c753']","[[{'highest_ratio': 0.37880585211546064, 'best_match_position': (1, 30)}], [{'highest_ratio': 0.37670384138785623, 'best_match_position': (1, 45)}]]",0,[],[],[],133896,67895,30442,9242,1285,442,30.8,30253,15754,713,122,11.8,0,0,32314,218795,10.7,11115,8402,1.2,0.91,49,24,16,4,0,1,36.8,14,0,0,0,0.0,3,16,2.2,10,7,2.5,1.75,,,,0,0
95,python-shoutcast-2-source,2023-07-05 17:29:35,Python,,0,0,0,1,6,C++,17,written by copilot,python-shoutcast-2-source\839bd66b6a85597e599e9b0efd16cf990f1453e2\encrypt.cpp,,method,,2,"[22,90]",69,,,,,,,1,0,[],[],[],0,[],[],[],0,[],[],[],99,62,55,3,0,1,8.8,6,0,0,0,0.0,0,0,6,96,5.2,9,8,3.0,2.67,70,51,48,1,0,1,0.0,0,0,0,0,0.0,4,83,5.4,7,8,7.0,8.0,,,,0,0
96,ray_tracing_cpp,2023-11-21 02:24:46,C++,,0,0,0,1,5,C++,12,written by copilot,ray_tracing_cpp\44955e974b2428bb380b6c9d074d598d146f1db6\includes\quad.h,,file,,0,"[1,83]",83,,,,,,,1,0,[],[],[],0,[],[],[],0,[],[],[],2697,1767,1140,218,29,27,16.4,346,41,2,1,1.5,0,0,479,4123,7.8,388,189,1.78,0.87,83,53,30,5,1,1,28.4,21,0,0,0,0.0,14,139,8.7,12,5,2.4,1.0,,,,0,0
97,OrderVsChaos,2023-03-22 20:42:19,C++,2,0,0,1,1,17,C++,136,written by copilot,OrderVsChaos\0577e24fd03b788527decd349568cd9fa28db68a\a5.cpp,,statement,,1,"[139,160]",22,,,,,,,1,0,[],[],[],0,[],[],[],0,[],[],[],443,276,217,13,3,1,20.9,73,0,0,0,0.0,0,0,34,422,5.1,113,197,8.69,15.15,23,18,0,0,0,1,10.0,2,0,0,0,0.0,18,13,2.4,16,0,16.0,0.0,,,,0,0
99,Malloc-Reimplementation,2023-11-05 22:39:42,C++,,0,0,0,1,7,C++,70,written by copilot,Malloc-Reimplementation\11007dc47be3036e370e9cc2531e719493a63cf3\allocMap.cpp,Malloc-Reimplementation\bb9ca34e6670d0a6d7a750668acd41f03c09179b\allocMap.cpp,statement,,2,"[71,109]",39,,,,,,,3,2,"[-2, -3]","['bb9ca34e6670d0a6d7a750668acd41f03c09179b', 'b485e6fa02a353f1622ed61660cafd7743f11450']","[[{'highest_ratio': 0.4949207639171069, 'best_match_position': (132, 170)}], [{'highest_ratio': 0.4949207639171069, 'best_match_position': (136, 174)}]]",1,[-2],['bb9ca34e6670d0a6d7a750668acd41f03c09179b'],"[[{'highest_ratio': 0.4949207639171069, 'best_match_position': (132, 170)}]]",0,[],[],[],918,674,432,36,5,15,8.4,62,0,0,0,0.0,0,0,137,1373,6.8,125,163,3.47,4.53,40,36,0,0,0,1,7.7,3,0,0,0,0.0,14,23,2.1,5,0,5.0,0.0,,,,0,0
100,CP_SOLUTION,2024-01-15 18:05:46,C++,,0,0,0,1,92,C++,42,written by copilot,CP_SOLUTION\c08a2733c31ce5f3104a3d0c54323fde30d7e495\Codeforces\Round 903 (Div. 3)\C_Perfect_Square.cpp,,statement,,0,"[43,48]",6,,,,,,,1,0,[],[],[],0,[],[],[],0,[],[],[],50481,33592,23998,2110,52,860,7.1,2553,2831,119,79,5.6,0,0,3896,46486,4.6,7700,8094,3.65,3.84,7,6,0,0,0,1,0.0,0,0,0,0,0.0,6,9,5.0,0,0,0.0,0.0,,,,0,0
101,CYD-ESP32-LVGL-touch-example,2024-03-16 21:02:00,C,,1,0,0,1,13,C++,419,written by copilot,CYD-ESP32-LVGL-touch-example\669146bc72ec5298bf9850e516ebc5e5d370e77c\CYD-LVGL\src\main.cpp,,statement,,1,"[419,420]",2,,,,,,,3,0,[],[],[],0,[],[],[],0,[],[],[],1607,272,208,23,0,5,67.2,557,0,0,0,0.0,0,0,34,438,5.4,45,24,1.96,1.04,3,2,0,0,0,1,50.0,2,0,0,0,0.0,1,5,8.3,0,0,0.0,0.0,,,,0,0
