path_of_first_file_commit,keyword_index,matched_keyword,code_granularity,start_end_line
CUDA-Stuff\6766caa208cbce0e5d0507e8fe6cf4c6ccec6d5b\Machine-Learning\Backward-Pass\Stochastic-Gradient-Descent-SGD\01-ChatGPT-Works.cpp,1,written by chatgpt,,
CUDA-Stuff\60eaa35c4475937c071eaf8824b261d3f4e1f4f3\Algorithms\Problems\Smallest-Bounding-Circle\02-ChatGPT-Runs.cpp,1,written by chatgpt,,
CUDA-Stuff\93cf916e3d2a1ce78dfefe9dd28bb55845ee025e\Math\Calculus-2\Numerical-Integration\01-ChatGPT-CPP.cpp,1,written by chatgpt,,
CUDA-Stuff\1081660c0b5a5fa0c32319996132f90c58a20e3f\Algorithms\Filtering\Bayesian\05-ChatGPT-Fail-Lunar-Lander.cpp,1,written by chatgpt,,
CUDA-Stuff\dbd49cb2ab7a0e5c4faa3950db693fbb8bf4d029\Algorithms\Problems\Convex-Hull\05-ChatGPT-Fail-Alternative.cpp,1,written by chatgpt,,
CUDA-Stuff\74d8f43f8283f5d51390b76abbcb7d42b7921321\Simulations\Particle-In-Cell\01-ChatGPT-Fail-Jan-30-Version.cpp,1,written by chatgpt,,
CUDA-Stuff\87287ed3d4afde8fc62da95850656c7fbb0f6873\Math\Numerical\Least-Squares\02-ChatGPT.cpp,1,written by chatgpt,,
CUDA-Stuff\78ff3227e0de8dfeb0ea674427abe2e8462fce55\Simulations\Fluid-Dynamics\Venturi-2D\01-ChatGPT.cpp,1,written by chatgpt,,
CUDA-Stuff\74d8f43f8283f5d51390b76abbcb7d42b7921321\Simulations\Particle-In-Cell\02-ChatGPT-Fail-Jan-30-Version.cpp,1,written by chatgpt,,
CUDA-Stuff\1081660c0b5a5fa0c32319996132f90c58a20e3f\Algorithms\Filtering\Bayesian\04-ChatGPT-Fail-Lunar-Lander.cpp,1,written by chatgpt,,
CUDA-Stuff\b1171096c09146071d1be785c55d51d219a98e0f\Simulations\Fluid-Dynamics\Venturi-2D\02-ChatGPT-Fail.cpp,1,written by chatgpt,,
hmc-cowBell-clinic\f8ed58e80a8ef0970e60babdec4f761e1dfd3fa5\custom_emitter_team\read_sweep_cal\read_sweep_cal.ino,3,written by chatgpt,,
CUDA-Stuff\1081660c0b5a5fa0c32319996132f90c58a20e3f\Algorithms\Filtering\Bayesian\02-ChatGPT-Runs.cpp,1,written by chatgpt,,
CUDA-Stuff\8f9885b69e3de74889e0612a4c6584b87445a378\Algorithms\Search\Best-First-Search\A-Star-Algorithm\02-ChatGPT-Fail.cpp,1,written by chatgpt,,
CUDA-Stuff\dbd49cb2ab7a0e5c4faa3950db693fbb8bf4d029\Algorithms\Problems\Convex-Hull\01-ChatGPT-Fail.cpp,1,written by chatgpt,,
CUDA-Stuff\ec2d16527fc77dc930caae48883ada1b8955fcc6\Computer-Vision\Sobel\01-ChatGPT-Jan-30-Version.cpp,1,written by chatgpt,,
CUDA-Stuff\41f0a06f83b76d4bc244a775c3182a8d01dc3bb2\Simulations\Bouncing-Balls\1D\01-ChatGPT-Works-Infinite-Loop.cpp,1,written by chatgpt,,
CUDA-Stuff\897d3d0cfec288688d9a39a4d4f65ac85515fa02\Algorithms\Problems\Closest-Pair-of-Points\01-ChatGPT-Fail.cpp,1,written by chatgpt,,
CUDA-Stuff\0067680e26e0861f5ead7414ed397fe84df8e126\Algorithms\Problems\Largest-Empty-Circle\02-ChatGPT-Works.cpp,1,written by chatgpt,,
CUDA-Stuff\8f9885b69e3de74889e0612a4c6584b87445a378\Algorithms\Search\Best-First-Search\A-Star-Algorithm\01-ChatGPT-Fail.cpp,1,written by chatgpt,,
CUDA-Stuff\b1171096c09146071d1be785c55d51d219a98e0f\Simulations\Fluid-Dynamics\Shallow-Water\01-ChatGPT.cpp,1,written by chatgpt,,
CUDA-Stuff\8f9885b69e3de74889e0612a4c6584b87445a378\Algorithms\Search\Best-First-Search\A-Star-Algorithm\03-ChatGPT-Fail.cpp,1,written by chatgpt,,
hmc-cowBell-clinic\7706c067b0dbbc40f20348bfc40449623e545342\custom_emitter_team\DualFlowControlScriptV3_PID\DualFlowControlScriptV3_PID.ino,4,written by chatgpt,,
hmc-cowBell-clinic\f8ed58e80a8ef0970e60babdec4f761e1dfd3fa5\custom_emitter_team\read_3300_3400_motor\read_3300_3400_motor.ino,3,written by chatgpt,,
CUDA-Stuff\b1171096c09146071d1be785c55d51d219a98e0f\Simulations\Fluid-Dynamics\Venturi-2D\03-ChatGPT.cpp,1,written by chatgpt,,
CUDA-Stuff\a097c967b5e81943820597c9aebc11fc656cb099\Data-Analytics\Data-Filtering\01-ChatGPT-Works.cpp,1,written by chatgpt,,
CUDA-Stuff\f61b47683c87acf0dbd27ca2c641cd4795a1ad06\Simulations\N-Body-Problem\01-ChatGPT-Works.cpp,1,written by chatgpt,,
hmc-cowBell-clinic\50c9d42686616fda18de0d93757ed5655ee134e9\custom_emitter_team\DualFlowControlScriptV2_pattern\DualFlowControlScriptV2_pattern.ino,3,written by chatgpt,,
hmc-cowBell-clinic\f803f88416bcebaf33ed6055a484a8a97613f267\custom_emitter_team\DualFlowControlScriptV3_PID_big\DualFlowControlScriptV3_PID_big.ino,4,written by chatgpt,,
C3X\55cb906beef8a0dd6488655a99610bbb3560fb56\Sound Test\sound_test.cpp,138,written by chatgpt,,
,-1,,,
dev-utils\f0beb42ec205772f49dd827c4c1f18e8f3092c3f\cpp_utils\src\cpp\time\PausableTimer.cpp,57,written by copilot,,
closer\fac19929f40c7ec0910619bddd6c166687ddfd13\main.cpp,81,written by copilot,,
python-shoutcast-2-source\839bd66b6a85597e599e9b0efd16cf990f1453e2\encrypt.cpp,17,written by copilot,,
ray_tracing_cpp\44955e974b2428bb380b6c9d074d598d146f1db6\includes\quad.h,12,written by copilot,,
OrderVsChaos\0577e24fd03b788527decd349568cd9fa28db68a\a5.cpp,136,written by copilot,,
LC_math_linalg\35e14d75ee0ce3b340544c34838fb70393816344\include\LC\math\linalg\Tensor\stuff\TensorIndex.hpp,25,written by copilot,,
Malloc-Reimplementation\11007dc47be3036e370e9cc2531e719493a63cf3\allocMap.cpp,70,written by copilot,,
CP_SOLUTION\c08a2733c31ce5f3104a3d0c54323fde30d7e495\Codeforces\Round 903 (Div. 3)\C_Perfect_Square.cpp,42,written by copilot,,
CYD-ESP32-LVGL-touch-example\669146bc72ec5298bf9850e516ebc5e5d370e77c\CYD-LVGL\src\main.cpp,419,written by copilot,,
