index,project_name,create_time,project_language,contributor,star,fork,issues,watch,project_commits,code_language,keyword_index,matched_keyword,path_of_first_file_commit,final_change_commit_path,code_granularity_data,code_func_type,number_of_bug_or_vulnerability_all_commit,start_end_line_data,first_loc,final_start_end_line_data,final_loc_add,final_loc_minus,final_change_type,test_code_data,regular_expression_data,number_of_commits,number_of_change_commit_to_first,change_commit_to_first_index,change_commit_to_first_hash,change_commit_to_first_blocks,number_of_all_change_commit,all_change_commit_index,all_change_commit_hash,all_change_commit_blocks,number_of_all_change_fix_commit,all_change_fix_commit_index,all_change_fix_commit_hash,all_change_fix_commit_blocks,project_lines,project_locs,project_statements,project_functions,project_classes,project_files,project_density_comments,project_comments,project_duplicated_lines,project_duplicated_blocks,project_duplicated_files,project_duplicated_lines_density,project_vulnerability,project_bugs,project_code_smells,project_sqale_index,project_sqale_debt_ratio,project_complexity_all,project_cognitive_complexity_all,project_complexity_mean_method,project_cognitive_complexity_mean_method,code_lines,code_locs,code_statements,code_functions,code_classes,code_files,code_density_comments,code_comments,code_duplicated_lines,code_duplicated_blocks,code_duplicated_files,code_duplicated_lines_density,code_code_smells,code_sqale_index,code_sqale_debt_ratio,code_complexity_all,code_cognitive_complexity_all,code_complexity_mean_method,code_cognitive_complexity_mean_method,manual_vs_gpt_loc_ratio,manual_vs_gpt_change_commit_ratio,manual_vs_gpt_change_fix_commit_ratio,code_vulnerability,code_bugs
29,sample_inventory,2024-02-17 10:29:58,TypeScript,2.0,0,0,0,1,294,TypeScript,96,written by chatgpt,sample_inventory\e74d09d03ca7fbf2eeb7f7907a81a1881ac6b587\src\services\order\buy\buy-order.service.ts,,method,,45,"[95,138]",44,,,,,,,11,0,[],[],[],0,[],[],[],0,[],[],[],2591,2299.0,468.0,153.0,36.0,50,3.4,80.0,54,2,2,2.1,0,0,89,365,0.5,237.0,156.0,1.55,1.02,45,43.0,3.0,1.0,0.0,1,2.3,1.0,0,0,0,0.0,15,142,11.0,8.0,7.0,8.0,7.0,,,,,
31,node-mlx,2024-04-11 10:34:13,TypeScript,2.0,86,4,0,1,110,TypeScript,5,written by chatgpt,node-mlx\e5974c8a4db719aee2d97b33193d35e14e37f8bf\tests\linalg.spec.ts,node-mlx\78c4dbdea23d284b95fc7625851ba94eb04d19c3\tests\linalg.spec.ts,file,,6,"[1,39]",39,,,,,,,2,1,[-2],['78c4dbdea23d284b95fc7625851ba94eb04d19c3'],"[[{'highest_ratio': 0.9962864721485412, 'best_match_position': (1, 40)}]]",1,[-2],['78c4dbdea23d284b95fc7625851ba94eb04d19c3'],"[[{'highest_ratio': 0.9962864721485412, 'best_match_position': (1, 40)}]]",0,[],[],[],1574,,,,,8,,,0,0,0,0.0,0,0,0,0,0.0,,,0.0,0.0,40,34.0,26.0,5.0,0.0,1,2.9,1.0,0,0,0,0.0,1,0,0.0,5.0,0.0,1.0,0.0,,,,,
32,node-mlx,2024-04-11 10:34:13,TypeScript,2.0,86,4,0,1,110,TypeScript,4,written by chatgpt,node-mlx\bbf65a32812be877f249dfe928c8084fda1980b9\tests\fft.spec.ts,node-mlx\78c4dbdea23d284b95fc7625851ba94eb04d19c3\tests\fft.spec.ts,file,,6,"[1,78]",78,,,,,test code,,5,4,"[-2, -3, -4, -5]","['e5974c8a4db719aee2d97b33193d35e14e37f8bf', 'e2fb6c75ff85dae8f5a1b1da6ae6e34c226b47a5', 'b15fa8d73a8ddf2cba2f4114d7c35c0f97a39bbb', '78c4dbdea23d284b95fc7625851ba94eb04d19c3']","[[{'highest_ratio': 0.9983009250519161, 'best_match_position': (1, 79)}], [{'highest_ratio': 0.977629876132372, 'best_match_position': (1, 83)}], [{'highest_ratio': 0.9610438024231127, 'best_match_position': (1, 82)}], [{'highest_ratio': 0.9585116279069767, 'best_match_position': (1, 82)}]]",4,"[-2, -3, -4, -5]","['e5974c8a4db719aee2d97b33193d35e14e37f8bf', 'e2fb6c75ff85dae8f5a1b1da6ae6e34c226b47a5', 'b15fa8d73a8ddf2cba2f4114d7c35c0f97a39bbb', '78c4dbdea23d284b95fc7625851ba94eb04d19c3']","[[{'highest_ratio': 0.9983009250519161, 'best_match_position': (1, 79)}], [{'highest_ratio': 0.977629876132372, 'best_match_position': (1, 83)}], [{'highest_ratio': 0.9610438024231127, 'best_match_position': (1, 82)}], [{'highest_ratio': 0.9585116279069767, 'best_match_position': (1, 82)}]]",0,[],[],[],1534,,,,,7,,,0,0,0,0.0,0,0,0,0,0.0,,,0.0,0.0,79,64.0,49.0,13.0,0.0,1,3.0,2.0,0,0,0,0.0,1,0,0.0,13.0,0.0,1.0,0.0,,,,,
34,dashboard,2023-05-20 11:04:17,TypeScript,2.0,1,3,1,0,976,TypeScript,16,written by chatgpt,dashboard\94644e0afea8e7ef549c1c6ccc8819d11df11042\utils\generateRandomKey.ts,,file,,74,"[1,17]",17,,,,,,,1,0,[],[],[],0,[],[],[],0,[],[],[],137,103.0,36.0,5.0,0.0,7,1.9,2.0,0,0,0,0.0,0,0,0,0,0.0,13.0,9.0,2.6,1.8,18,11.0,7.0,1.0,0.0,1,15.4,2.0,0,0,0,0.0,0,0,0.0,2.0,1.0,2.0,1.0,,,,,
35,TomeOfBaldur,2023-10-04 17:31:28,TypeScript,,0,0,0,1,16,TypeScript,1,written by chatgpt,TomeOfBaldur\b5f14ffd017d2ea565403d714fdad6d4dc53889e\src\engine\HelperFunctions\compareArrays.ts,,file,,1,"[1,23]",23,,,,,,,1,0,[],[],[],0,[],[],[],0,[],[],[],12281,9673.0,3765.0,935.0,69.0,163,10.1,1086.0,46,4,3,0.4,2,12,337,2105,0.7,2011.0,1666.0,2.15,1.78,23,13.0,9.0,1.0,0.0,1,0.0,0.0,0,0,0,0.0,0,0,0.0,4.0,4.0,4.0,4.0,,,,,
36,TomeOfBaldur,2023-10-04 17:31:28,TypeScript,,0,0,0,1,16,TypeScript,1,written by chatgpt,TomeOfBaldur\b5f14ffd017d2ea565403d714fdad6d4dc53889e\src\engine\HelperFunctions\convertToRoman.ts,,file,,1,"[1,19]",19,,,,,,,1,0,[],[],[],0,[],[],[],0,[],[],[],12281,9673.0,3765.0,935.0,69.0,163,10.1,1086.0,46,4,3,0.4,2,12,337,2105,0.7,2011.0,1666.0,2.15,1.78,19,12.0,9.0,1.0,0.0,1,14.3,2.0,0,0,0,0.0,0,0,0.0,3.0,3.0,3.0,3.0,,,,,
37,TomeOfBaldur,2023-10-04 17:31:28,TypeScript,,0,0,0,1,16,TypeScript,1,written by chatgpt,TomeOfBaldur\b5f14ffd017d2ea565403d714fdad6d4dc53889e\src\engine\HelperFunctions\isTouchDevice.ts,,file,,1,"[1,5]",5,,,,,,,1,0,[],[],[],0,[],[],[],0,[],[],[],12281,9673.0,3765.0,935.0,69.0,163,10.1,1086.0,46,4,3,0.4,2,12,337,2105,0.7,2011.0,1666.0,2.15,1.78,5,3.0,1.0,1.0,0.0,1,25.0,1.0,0,0,0,0.0,0,0,0.0,3.0,1.0,3.0,1.0,,,,,
41,programmingTool,2023-10-14 23:18:37,TypeScript,2.0,0,2,0,2,16,TypeScript,12,written by copilot,programmingTool\f5aaa1826710a25dc6e834f828a06a0b25bfbed5\src\extension.ts,programmingTool\a2d35d9ecbe599d11c227f269c51fa11545d0976\src\extension.ts,method,,3,"[13,34]",22,,,,,,,4,3,"[-2, -3, -4]","['4ce9e02e32aed9e03e60939ce001fb064a6c2840', 'fd3000f185691b7a893386352edacb5dbdabb1ac', 'a2d35d9ecbe599d11c227f269c51fa11545d0976']","[[{'highest_ratio': 0.8394747988140618, 'best_match_position': (13, 34)}], [{'highest_ratio': 0.8341232227488151, 'best_match_position': (10, 31)}], [{'highest_ratio': 0.8130012663571127, 'best_match_position': (14, 35)}]]",3,"[-2, -3, -4]","['4ce9e02e32aed9e03e60939ce001fb064a6c2840', 'fd3000f185691b7a893386352edacb5dbdabb1ac', 'a2d35d9ecbe599d11c227f269c51fa11545d0976']","[[{'highest_ratio': 0.8394747988140618, 'best_match_position': (13, 34)}], [{'highest_ratio': 0.8341232227488151, 'best_match_position': (10, 31)}], [{'highest_ratio': 0.8130012663571127, 'best_match_position': (14, 35)}]]",1,[-3],['fd3000f185691b7a893386352edacb5dbdabb1ac'],"[[{'highest_ratio': 0.8341232227488151, 'best_match_position': (10, 31)}]]",203,148.0,77.0,19.0,2.0,5,14.9,26.0,0,0,0,0.0,0,0,4,25,0.6,30.0,22.0,1.58,1.16,23,17.0,12.0,3.0,0.0,1,22.7,5.0,0,0,0,0.0,0,0,0.0,7.0,7.0,2.33,2.33,,,,,
42,chessagon,2023-09-26 07:01:33,Rust,,1,0,13,1,76,TypeScript,67,written by copilot,chessagon\2b176d6242d89ebe46a5bc66c0a3e07f2c625e91\site\src\lib\game\status.ts,chessagon\b62b6fad5b6042acc19e7deaee07a8de44db287b\site\src\lib\game\status.ts,statement,,6,"[68,83]",16,,,,,,,5,2,"[-4, -5]","['b62b6fad5b6042acc19e7deaee07a8de44db287b', 'd879226a1e5d1a0a108bc7916abe0756cfa641f3']","[[{'highest_ratio': 0.8987341772151899, 'best_match_position': (76, 91)}], [{'highest_ratio': 0.8987341772151899, 'best_match_position': (76, 91)}]]",1,[-4],['b62b6fad5b6042acc19e7deaee07a8de44db287b'],"[[{'highest_ratio': 0.8987341772151899, 'best_match_position': (76, 91)}]]",0,[],[],[],1155,12,,,,33,0.0,0,0,0,0,0.0,0,1,0,0,0.0,1,,0.0,0.0,17,16,8,0,0,1,0.0,0,0,0,0,0.0,0,0,0.0,9,5,9.0,5.0,,,,0,0
43,advent-of-code,2023-12-14 15:54:07,TypeScript,2.0,0,0,0,1,46,TypeScript,257,written by copilot,advent-of-code\ee01cb20b82d36c9479a2539e1de59be9742cb3a\2023\typescript\days\day10\part2\index.ts,advent-of-code\69419292af8ec80fc157ec4a1e6a84375e828479\2023\typescript\days\day10\part2\index.ts,method,,1,"[258,272]",15,,,,,,,2,1,[-2],['69419292af8ec80fc157ec4a1e6a84375e828479'],"[[{'highest_ratio': 0.9423076923076923, 'best_match_position': (159, 173)}]]",1,[-2],['69419292af8ec80fc157ec4a1e6a84375e828479'],"[[{'highest_ratio': 0.9423076923076923, 'best_match_position': (159, 173)}]]",0,[],[],[],10557,9973.0,1312.0,161.0,0.0,46,0.3,26.0,1104,28,18,10.5,0,1,111,933,0.3,471.0,539.0,2.93,3.35,16,14.0,10.0,1.0,0.0,1,0.0,0.0,0,0,0,0.0,0,0,0.0,4.0,4.0,4.0,4.0,,,,,
