index,project_name,create_time,project_language,contributor,star,fork,issues,watch,project_commits,code_language,keyword_index,matched_keyword,path_of_first_file_commit,final_change_commit_path,code_granularity_data,code_func_type,number_of_bug_or_vulnerability_all_commit,start_end_line_data,first_loc,final_start_end_line_data,final_loc_add,final_loc_minus,final_change_type,test_code_data,regular_expression_data,number_of_commits,number_of_change_commit_to_first,change_commit_to_first_index,change_commit_to_first_hash,change_commit_to_first_blocks,number_of_all_change_commit,all_change_commit_index,all_change_commit_hash,all_change_commit_blocks,number_of_all_change_fix_commit,all_change_fix_commit_index,all_change_fix_commit_hash,all_change_fix_commit_blocks,project_lines,project_locs,project_statements,project_functions,project_classes,project_files,project_density_comments,project_comments,project_duplicated_lines,project_duplicated_blocks,project_duplicated_files,project_duplicated_lines_density,project_vulnerability,project_bugs,project_code_smells,project_sqale_index,project_sqale_debt_ratio,project_complexity_all,project_cognitive_complexity_all,project_complexity_mean_method,project_cognitive_complexity_mean_method,code_lines,code_locs,code_statements,code_functions,code_classes,code_files,code_density_comments,code_comments,code_duplicated_lines,code_duplicated_blocks,code_duplicated_files,code_duplicated_lines_density,code_code_smells,code_sqale_index,code_sqale_debt_ratio,code_complexity_all,code_cognitive_complexity_all,code_complexity_mean_method,code_cognitive_complexity_mean_method,manual_vs_gpt_loc_ratio,manual_vs_gpt_change_commit_ratio,manual_vs_gpt_change_fix_commit_ratio,code_vulnerability,code_bugs
19,pariwise_survey,2024/2/28 1:11,JavaScript,,0,0,0,1,2,JavaScript,243,created by chatgpt,pariwise_survey\0a19f184ce750341185d8c0a6eada6f29515fcbb\js\elo.js,,method,,0,"[244,261]",18,,,,,,,1,0,[],[],[],0,[],[],[],0,[],[],[],412,302,204,29,0,3,17.5,64,44,2,2,10.7,0,0,16,63,0.7,53,36,1.83,1.24,19,12.0,6.0,6.0,0.0,1,20.0,3.0,0,0,0,0,0,0,0.0,6.0,0.0,1.0,0.0,,,,,
20,step-by-step-app,2023/12/6 18:35,JavaScript,4.0,0,2,0,1,473,JavaScript,91,created by chatgpt,step-by-step-app\3e99e98f4dd8f36a7f667f716bcba78b6f7389dc\client\src\components\AddGoal.jsx,,method,,62,"[92,107]",16,,,,,,,4,0,[],[],[],0,[],[],[],0,[],[],[],3806,2708,894,182,0,61,15.6,502,214,6,2,5.6,0,2,52,277,0.3,397,319,2.18,1.75,17,13.0,7.0,2.0,0.0,1,7.1,1.0,0,0,0,0,0,0,0.0,3.0,2.0,1.5,1.0,,,,,
22,clrb-edition_tracker,2023/5/15 22:29,JavaScript,,1,0,0,1,162,JavaScript,9,created by chatgpt,clrb-edition_tracker\d40531e4d2dd5d324f69591176352ccd14808d8b\src\main\resources\static\js\main.js,clrb-edition_tracker\4fe8bd669ff0f98825203f1455d1fa0a66b6ae7d\src\main\resources\static\js\main.js,method,,21,"[[10,25],[33,48],[68,156]]",121,,,,,,,50,49,"[-2, -3, -4, -5, -6, -7, -8, -9, -10, -11, -12, -13, -14, -15, -16, -17, -18, -19, -20, -21, -22, -23, -24, -25, -26, -27, -28, -29, -30, -31, -32, -33, -34, -35, -36, -37, -38, -39, -40, -41, -42, -43, -44, -45, -46, -47, -48, -49, -50]","['af9c6a6c8834c79da8e9b488c62cd4d930484e62', '78f6d83fea107d9990b5ca00e4f91b9ca8509cea', '45daa4ce621d3a05a8a6a55f6a7a39df3280e42b', '98dcfba611eb88c0861ee40ee6b636b20b852f57', 'fd91ca86e9c429f3daf2e73de4fdd8eb77989f5a', '6e34f957c8001a4cb962c7ca2a8e118d7b03fd71', '64d75fabbf975a4c0e9379171c320976daa56f1e', 'a02f13a51bcadb34a97a7c678c81442491a35d60', '15ac6c0322102baed7bf5e24edcdf8c7ea122913', 'c53b4af5b2435d798fd5d2760f8b13314d143178', '2d51d430a9c79c759db0997662d7f3c2970e312d', 'ac94654c8fec797dffc10a8ad3ddc8605c45613c', 'a8233aae23d713a75a66ae60f0690588f1dff35e', 'd56ba10d3b3a2cf1e2fd5409e7e4a590fc2278f7', 'd3d28c6ef38aa94d36589da2347595e17269b46e', '510c36ce731b55503491913cbb9e8fd8b1cb97d8', '863762388b81163df2e558805103ff87b9e8e225', '8f67fe092e1c72b632e4de4dda8fae5516844e01', '0ce6d3222b90d21b6adfe99f18a4f9444135b7b8', '9f3f60d9fb26c6d266fcd11d7f41c6b0b4733e4b', '9e93985317e8e0702e24849d756c334653df7166', 'c5d91508a686854eabaf690b44b7c4a687f8cea6', 'a847473f5b31bfd421741701e243dd0bb792e490', '32dd110c10123d58b5b1aa9140f4bdc4d5eb7001', '586d385d961cc608ef4cf613d27f61205304e00a', '9f3b9f6df4b457f5486c6884091a1dafc11a45b9', '1ceaefa7f37d5066a5b663548a35e58e768aeb82', 'b757c6f62c709ec62813e23e2da19d9c2ce3105a', '38f4660d38bdd56c512cbfdfca884f5aac8ed157', '651058002c83f43fcef8a13ad60cf7e65cfb465e', '94b7c171351604e8f25dbd16ac95e842c3b0ccd8', 'c53c5602f5fe5f962b873d85b016100f020e7084', '7358a252b2a73523fa502adf564f7af3cd18605d', 'f83932368e713feec15b11a7071e489d90a28e10', '55510afa039872fcce510d6a44a214a94c15b279', '82baca2b0429a6790a5e62925d7274416bad8907', 'da59cefefab123b040ec5e52049a5268c092f7c6', 'eb84e0d582b2b1a8159ee75e02c6c083b76cff8e', '3b5cf7bfa3136bac52ce1b837e9ade0ac5d37266', '524848fdaa076017b495885b142a0fdfa6c5794e', '06a7fa8f042dd222317205ab2ef652cb326a0527', 'd30477420ca2a4cdc3981b1d1c06e72db91bfd9b', '9b75e9b55bf126b08af7d3894a31f1e8a602c19e', '17eb3df2e1567dc4fdb4d7b0db252279f25a3ab5', '832ec405f0bf394e7f20319d4b4353f025b9f1c4', '6278c3c59995d088199276d885b97c556ad82002', '4fe8bd669ff0f98825203f1455d1fa0a66b6ae7d', 'f3f1cdd97cbedf595ecd1c572dbe096dc03b8132', 'c7681ab7ac019bc7491d8c4f67aa3aef33d68bab']","[[{'highest_ratio': 1.0, 'best_match_position': (10, 25)}, {'highest_ratio': 1.0, 'best_match_position': (33, 48)}, {'highest_ratio': 0.945763913505849, 'best_match_position': (91, 179)}], [{'highest_ratio': 0.9531772575250836, 'best_match_position': (10, 25)}, {'highest_ratio': 1.0, 'best_match_position': (33, 48)}, {'highest_ratio': 0.9435146443514645, 'best_match_position': (94, 182)}], [{'highest_ratio': 0.870992963252541, 'best_match_position': (10, 25)}, {'highest_ratio': 1.0, 'best_match_position': (34, 49)}, {'highest_ratio': 0.8732203389830508, 'best_match_position': (97, 185)}], [{'highest_ratio': 0.8324488248673237, 'best_match_position': (14, 29)}, {'highest_ratio': 1.0, 'best_match_position': (38, 53)}, {'highest_ratio': 0.6499210110584518, 'best_match_position': (86, 174)}], [{'highest_ratio': 0.8324488248673237, 'best_match_position': (14, 29)}, {'highest_ratio': 1.0, 'best_match_position': (38, 53)}, {'highest_ratio': 0.6499210110584518, 'best_match_position': (81, 169)}], [{'highest_ratio': 0.8324488248673237, 'best_match_position': (14, 29)}, {'highest_ratio': 1.0, 'best_match_position': (38, 53)}, {'highest_ratio': 0.7482462977396727, 'best_match_position': (97, 185)}], [{'highest_ratio': 0.8324488248673237, 'best_match_position': (14, 29)}, {'highest_ratio': 1.0, 'best_match_position': (38, 53)}, {'highest_ratio': 0.7454035525085696, 'best_match_position': (97, 185)}], [{'highest_ratio': 0.8324488248673237, 'best_match_position': (14, 29)}, {'highest_ratio': 1.0, 'best_match_position': (38, 53)}, {'highest_ratio': 0.7429725112595124, 'best_match_position': (97, 185)}], [{'highest_ratio': 0.8324488248673237, 'best_match_position': (15, 30)}, {'highest_ratio': 1.0, 'best_match_position': (39, 54)}, {'highest_ratio': 0.72939013178057, 'best_match_position': (98, 186)}], [{'highest_ratio': 0.8324488248673237, 'best_match_position': (17, 32)}, {'highest_ratio': 1.0, 'best_match_position': (41, 56)}, {'highest_ratio': 0.6866459627329192, 'best_match_position': (146, 234)}], [{'highest_ratio': 0.8324488248673237, 'best_match_position': (21, 36)}, {'highest_ratio': 1.0, 'best_match_position': (45, 60)}, {'highest_ratio': 0.4998556165174704, 'best_match_position': (195, 283)}], [{'highest_ratio': 0.8324488248673237, 'best_match_position': (21, 36)}, {'highest_ratio': 1.0, 'best_match_position': (45, 60)}, {'highest_ratio': 0.4998556165174704, 'best_match_position': (196, 284)}], [{'highest_ratio': 0.3901060070671378, 'best_match_position': (19, 34)}, {'highest_ratio': 0.7014725568942436, 'best_match_position': (45, 60)}, {'highest_ratio': 0.3995840374366307, 'best_match_position': (142, 230)}], [{'highest_ratio': 0.3901060070671378, 'best_match_position': (19, 34)}, {'highest_ratio': 0.7014725568942436, 'best_match_position': (45, 60)}, {'highest_ratio': 0.37552301255230125, 'best_match_position': (149, 237)}], [{'highest_ratio': 0.3901060070671378, 'best_match_position': (24, 39)}, {'highest_ratio': 0.7014725568942436, 'best_match_position': (50, 65)}, {'highest_ratio': 0.37552301255230125, 'best_match_position': (154, 242)}], [{'highest_ratio': 0.3901060070671378, 'best_match_position': (24, 39)}, {'highest_ratio': 0.624113475177305, 'best_match_position': (46, 61)}, {'highest_ratio': 0.3606902911342379, 'best_match_position': (167, 255)}], [{'highest_ratio': 0.3901060070671378, 'best_match_position': (24, 39)}, {'highest_ratio': 0.624113475177305, 'best_match_position': (46, 61)}, {'highest_ratio': 0.3606902911342379, 'best_match_position': (167, 255)}], [{'highest_ratio': 0.3901060070671378, 'best_match_position': (24, 39)}, {'highest_ratio': 0.624113475177305, 'best_match_position': (46, 61)}, {'highest_ratio': 0.36064278187565857, 'best_match_position': (167, 255)}], [{'highest_ratio': 0.37170596393897365, 'best_match_position': (318, 333)}, {'highest_ratio': 0.624113475177305, 'best_match_position': (33, 48)}, {'highest_ratio': 0.36064278187565857, 'best_match_position': (154, 242)}], [{'highest_ratio': 0.37170596393897365, 'best_match_position': (316, 331)}, {'highest_ratio': 0.585480093676815, 'best_match_position': (32, 47)}, {'highest_ratio': 0.2817047817047817, 'best_match_position': (149, 237)}], [{'highest_ratio': 0.37170596393897365, 'best_match_position': (315, 330)}, {'highest_ratio': 0.5469293163383546, 'best_match_position': (34, 49)}, {'highest_ratio': 0.27285585701427284, 'best_match_position': (149, 237)}], [{'highest_ratio': 0.37170596393897365, 'best_match_position': (315, 330)}, {'highest_ratio': 0.5469293163383546, 'best_match_position': (34, 49)}, {'highest_ratio': 0.27285585701427284, 'best_match_position': (149, 237)}], [{'highest_ratio': 0.37170596393897365, 'best_match_position': (345, 360)}, {'highest_ratio': 0.5357548240635641, 'best_match_position': (54, 69)}, {'highest_ratio': 0.24716202270381837, 'best_match_position': (173, 261)}], [{'highest_ratio': 0.37170596393897365, 'best_match_position': (294, 309)}, {'highest_ratio': 0.18956521739130436, 'best_match_position': (164, 179)}, {'highest_ratio': 0.2801867911941294, 'best_match_position': (122, 210)}], [{'highest_ratio': 0.37170596393897365, 'best_match_position': (304, 319)}, {'highest_ratio': 0.18956521739130436, 'best_match_position': (164, 179)}, {'highest_ratio': 0.2702489134729356, 'best_match_position': (121, 209)}], [{'highest_ratio': 0.37170596393897365, 'best_match_position': (304, 319)}, {'highest_ratio': 0.18584825234441602, 'best_match_position': (164, 179)}, {'highest_ratio': 0.2670136629798308, 'best_match_position': (120, 208)}], [{'highest_ratio': 0.37170596393897365, 'best_match_position': (365, 380)}, {'highest_ratio': 0.18584825234441602, 'best_match_position': (167, 182)}, {'highest_ratio': 0.2670136629798308, 'best_match_position': (123, 211)}], [{'highest_ratio': 0.24561403508771928, 'best_match_position': (366, 381)}, {'highest_ratio': 0.18584825234441602, 'best_match_position': (167, 182)}, {'highest_ratio': 0.2670136629798308, 'best_match_position': (123, 211)}], [{'highest_ratio': 0.24385964912280703, 'best_match_position': (406, 421)}, {'highest_ratio': 0.24871794871794872, 'best_match_position': (318, 333)}, {'highest_ratio': 0.2670136629798308, 'best_match_position': (145, 233)}], [{'highest_ratio': 0.24385964912280703, 'best_match_position': (432, 447)}, {'highest_ratio': 0.24871794871794872, 'best_match_position': (315, 330)}, {'highest_ratio': 0.2670136629798308, 'best_match_position': (145, 233)}], [{'highest_ratio': 0.24385964912280703, 'best_match_position': (473, 488)}, {'highest_ratio': 0.24871794871794872, 'best_match_position': (356, 371)}, {'highest_ratio': 0.2670136629798308, 'best_match_position': (149, 237)}], [{'highest_ratio': 0.24385964912280703, 'best_match_position': (473, 488)}, {'highest_ratio': 0.24871794871794872, 'best_match_position': (356, 371)}, {'highest_ratio': 0.2665973756008835, 'best_match_position': (149, 237)}], [{'highest_ratio': 0.24385964912280703, 'best_match_position': (476, 491)}, {'highest_ratio': 0.24871794871794872, 'best_match_position': (358, 373)}, {'highest_ratio': 0.2665973756008835, 'best_match_position': (149, 237)}], [{'highest_ratio': 0.24385964912280703, 'best_match_position': (481, 496)}, {'highest_ratio': 0.24871794871794872, 'best_match_position': (363, 378)}, {'highest_ratio': 0.2665973756008835, 'best_match_position': (151, 239)}], [{'highest_ratio': 0.24385964912280703, 'best_match_position': (568, 583)}, {'highest_ratio': 0.24871794871794872, 'best_match_position': (450, 465)}, {'highest_ratio': 0.2665973756008835, 'best_match_position': (154, 242)}], [{'highest_ratio': 0.24385964912280703, 'best_match_position': (578, 593)}, {'highest_ratio': 0.24871794871794872, 'best_match_position': (460, 475)}, {'highest_ratio': 0.2665973756008835, 'best_match_position': (156, 244)}], [{'highest_ratio': 0.24385964912280703, 'best_match_position': (590, 605)}, {'highest_ratio': 0.24871794871794872, 'best_match_position': (472, 487)}, {'highest_ratio': 0.2665973756008835, 'best_match_position': (154, 242)}], [{'highest_ratio': 0.24385964912280703, 'best_match_position': (629, 644)}, {'highest_ratio': 0.24871794871794872, 'best_match_position': (511, 526)}, {'highest_ratio': 0.2665973756008835, 'best_match_position': (155, 243)}], [{'highest_ratio': 0.26173541963015645, 'best_match_position': (639, 654)}, {'highest_ratio': 0.24871794871794872, 'best_match_position': (515, 530)}, {'highest_ratio': 0.2665973756008835, 'best_match_position': (159, 247)}], [{'highest_ratio': 0.26173541963015645, 'best_match_position': (689, 704)}, {'highest_ratio': 0.24871794871794872, 'best_match_position': (551, 566)}, {'highest_ratio': 0.2224334600760456, 'best_match_position': (196, 284)}], [{'highest_ratio': 0.26173541963015645, 'best_match_position': (699, 714)}, {'highest_ratio': 0.24871794871794872, 'best_match_position': (561, 576)}, {'highest_ratio': 0.22068215790188883, 'best_match_position': (203, 291)}], [{'highest_ratio': 0.26173541963015645, 'best_match_position': (700, 715)}, {'highest_ratio': 0.24871794871794872, 'best_match_position': (562, 577)}, {'highest_ratio': 0.22068215790188883, 'best_match_position': (204, 292)}], [{'highest_ratio': 0.26173541963015645, 'best_match_position': (696, 711)}, {'highest_ratio': 0.24871794871794872, 'best_match_position': (558, 573)}, {'highest_ratio': 0.22562559824969233, 'best_match_position': (203, 291)}], [{'highest_ratio': 0.26173541963015645, 'best_match_position': (730, 745)}, {'highest_ratio': 0.24871794871794872, 'best_match_position': (592, 607)}, {'highest_ratio': 0.22562559824969233, 'best_match_position': (237, 325)}], [{'highest_ratio': 0.26173541963015645, 'best_match_position': (792, 807)}, {'highest_ratio': 0.24871794871794872, 'best_match_position': (654, 669)}, {'highest_ratio': 0.2562758620689655, 'best_match_position': (271, 359)}], [{'highest_ratio': 0.26173541963015645, 'best_match_position': (793, 808)}, {'highest_ratio': 0.24871794871794872, 'best_match_position': (655, 670)}, {'highest_ratio': 0.25490465084373715, 'best_match_position': (271, 359)}], [{'highest_ratio': 0.39971850809289233, 'best_match_position': (782, 797)}, {'highest_ratio': 0.24871794871794872, 'best_match_position': (661, 676)}, {'highest_ratio': 0.25490465084373715, 'best_match_position': (277, 365)}], [{'highest_ratio': 0.39971850809289233, 'best_match_position': (782, 797)}, {'highest_ratio': 0.24871794871794872, 'best_match_position': (661, 676)}, {'highest_ratio': 0.25490465084373715, 'best_match_position': (277, 365)}], [{'highest_ratio': 0.39971850809289233, 'best_match_position': (778, 793)}, {'highest_ratio': 0.36396396396396397, 'best_match_position': (817, 832)}, {'highest_ratio': 0.25490465084373715, 'best_match_position': (271, 359)}]]",10,"[-2, -3, -4, -5, -14, -20, -29, -30, -40, -48]","['af9c6a6c8834c79da8e9b488c62cd4d930484e62', '78f6d83fea107d9990b5ca00e4f91b9ca8509cea', '45daa4ce621d3a05a8a6a55f6a7a39df3280e42b', '98dcfba611eb88c0861ee40ee6b636b20b852f57', 'a8233aae23d713a75a66ae60f0690588f1dff35e', '0ce6d3222b90d21b6adfe99f18a4f9444135b7b8', 'b757c6f62c709ec62813e23e2da19d9c2ce3105a', '38f4660d38bdd56c512cbfdfca884f5aac8ed157', '3b5cf7bfa3136bac52ce1b837e9ade0ac5d37266', '4fe8bd669ff0f98825203f1455d1fa0a66b6ae7d']","[[{'highest_ratio': 1.0, 'best_match_position': (10, 25)}, {'highest_ratio': 1.0, 'best_match_position': (33, 48)}, {'highest_ratio': 0.945763913505849, 'best_match_position': (91, 179)}], [{'highest_ratio': 0.9531772575250836, 'best_match_position': (10, 25)}, {'highest_ratio': 1.0, 'best_match_position': (33, 48)}, {'highest_ratio': 0.9435146443514645, 'best_match_position': (94, 182)}], [{'highest_ratio': 0.870992963252541, 'best_match_position': (10, 25)}, {'highest_ratio': 1.0, 'best_match_position': (34, 49)}, {'highest_ratio': 0.8732203389830508, 'best_match_position': (97, 185)}], [{'highest_ratio': 0.8324488248673237, 'best_match_position': (14, 29)}, {'highest_ratio': 1.0, 'best_match_position': (38, 53)}, {'highest_ratio': 0.6499210110584518, 'best_match_position': (86, 174)}], [{'highest_ratio': 0.3901060070671378, 'best_match_position': (19, 34)}, {'highest_ratio': 0.7014725568942436, 'best_match_position': (45, 60)}, {'highest_ratio': 0.3995840374366307, 'best_match_position': (142, 230)}], [{'highest_ratio': 0.37170596393897365, 'best_match_position': (318, 333)}, {'highest_ratio': 0.624113475177305, 'best_match_position': (33, 48)}, {'highest_ratio': 0.36064278187565857, 'best_match_position': (154, 242)}], [{'highest_ratio': 0.24561403508771928, 'best_match_position': (366, 381)}, {'highest_ratio': 0.18584825234441602, 'best_match_position': (167, 182)}, {'highest_ratio': 0.2670136629798308, 'best_match_position': (123, 211)}], [{'highest_ratio': 0.24385964912280703, 'best_match_position': (406, 421)}, {'highest_ratio': 0.24871794871794872, 'best_match_position': (318, 333)}, {'highest_ratio': 0.2670136629798308, 'best_match_position': (145, 233)}], [{'highest_ratio': 0.26173541963015645, 'best_match_position': (639, 654)}, {'highest_ratio': 0.24871794871794872, 'best_match_position': (515, 530)}, {'highest_ratio': 0.2665973756008835, 'best_match_position': (159, 247)}], [{'highest_ratio': 0.39971850809289233, 'best_match_position': (782, 797)}, {'highest_ratio': 0.24871794871794872, 'best_match_position': (661, 676)}, {'highest_ratio': 0.25490465084373715, 'best_match_position': (277, 365)}]]",1,[-3],['78f6d83fea107d9990b5ca00e4f91b9ca8509cea'],"[[{'highest_ratio': 0.9531772575250836, 'best_match_position': (10, 25)}, {'highest_ratio': 1.0, 'best_match_position': (33, 48)}, {'highest_ratio': 0.9435146443514645, 'best_match_position': (94, 182)}]]",172,100,80,9,0,1,19.4,24,0,0,0,0.0,0,1,9,55,1.8,18,21,2.0,2.33,124,75.0,63.0,6.0,0.0,1,18.5,17.0,0,0,0,0,14,62,2.8,13.0,18.0,2.17,3.0,,,,,
23,usdb_plus,2023/7/29 23:18,JavaScript,,1,0,16,1,33,JavaScript,63,created by chatgpt,usdb_plus\c3d3ba992a026c7a68c641c9a328e4324193a4cd\scripts\highlight_search_results.js,,method,,4,"[64,97]",34,,,,,,,6,0,[],[],[],0,[],[],[],0,[],[],[],511,422,282,44,0,3,9.8,46,0,0,0,0.0,0,2,24,125,1.0,91,134,2.07,3.05,35,29.0,21.0,1.0,0.0,1,0.0,0.0,0,0,0,0,0,0,0.0,2.0,1.0,2.0,1.0,,,,,
24,emergent-playground,2024-01-12 21:22:11,HTML,4,4,0,0,1,142,JavaScript,417,created by chatgpt,emergent-playground\17e1f8c3df6abe6d36ed54e576708eb38afb192b\frontend\src\sketches\CellularAutomataSketchClass.js,emergent-playground\e89f900f1dbd4ea34f312861037eb74f1478a896\frontend\src\sketches\CellularAutomataSketchClass.js,method,,13,"[413,432]",20,,,,,,,34,6,"[-29, -30, -31, -32, -33, -34]","['e89f900f1dbd4ea34f312861037eb74f1478a896', 'd2549712964ec0f824b93e3430c36c38d0f28e7f', 'ef6e4dc4c04f1d5353f17b0cc0f7862bffe1b04c', '4bb9fcdc5be3ce5de85e25aa0ec8693382de93df', '483e9207ca9905e01fee80a36e4d6fd2df7f0b32', '9a20a34312e01cd882ec12214800db490c859b59']","[[{'highest_ratio': 0.94529262086514, 'best_match_position': (774, 793)}], [{'highest_ratio': 0.94529262086514, 'best_match_position': (776, 795)}], [{'highest_ratio': 0.94529262086514, 'best_match_position': (777, 796)}], [{'highest_ratio': 0.94529262086514, 'best_match_position': (790, 809)}], [{'highest_ratio': 0.94529262086514, 'best_match_position': (783, 802)}], [{'highest_ratio': 0.94529262086514, 'best_match_position': (783, 802)}]]",1,[-29],['e89f900f1dbd4ea34f312861037eb74f1478a896'],"[[{'highest_ratio': 0.94529262086514, 'best_match_position': (774, 793)}]]",0,[],[],[],2220,1432,464,79,1,28,23.9,449,22,2,1,1.0,0,6,19,129,0.3,134,62,1.7,0.78,21,14,4,1,0,1,22.2,4,0,0,0,0.0,0,0,0.0,1,0,1.0,0.0,,,,0,0
25,Threadify-NextJs,2024/1/20 10:54,JavaScript,,0,0,2,1,10,JavaScript,8,created by chatgpt,Threadify-NextJs\43cdebdc089bb404e600a5411f8a90c48aa05cb8\lib\utils.js,,method,,1,"[[9,12],[15,31],[34,42]]",30,,,,,,,1,0,[],[],[],0,[],[],[],0,[],[],[],1231,1073,161,42,0,29,1.4,15,200,4,3,16.2,0,0,25,77,0.2,79,43,1.88,1.02,33,27.0,12.0,3.0,0.0,1,0.0,0.0,0,0,0,0,0,0,0.0,5.0,4.0,1.67,1.33,,,,,
26,thread,2023/8/17 15:02,JavaScript,,0,0,0,1,18,JavaScript,8,created by chatgpt,thread\b9b7997958f11019578e2ba91f09c8b950749b29\src\lib\utils.js,,method,,0,"[[9,12],[15,31],[34,42]]",30,,,,,,,1,0,[],[],[],0,[],[],[],0,[],[],[],2111,1709,293,61,0,39,11.3,217,0,0,0,0.0,0,0,51,190,0.4,133,82,2.18,1.34,32,27.0,12.0,3.0,0.0,1,0.0,0.0,0,0,0,0,0,0,0.0,5.0,4.0,1.67,1.33,,,,,
29,4537Lab4-1,2024/2/18 21:13,JavaScript,,0,0,0,1,23,JavaScript,92,created by chatgpt,4537Lab4-1\920e48e376a9027ebb7fcbf9bbcad0d70849a0e2\api\app.js,4537Lab4-1\f530b6ce9811447a6a3f3cdfb68e970f0928526d\api\app.js,file,,0,"[1,92]",92,,,,,,,3,1,[-2],['f530b6ce9811447a6a3f3cdfb68e970f0928526d'],"[[{'highest_ratio': 0.9998326919859462, 'best_match_position': (1, 93)}]]",1,[-2],['f530b6ce9811447a6a3f3cdfb68e970f0928526d'],"[[{'highest_ratio': 0.9998326919859462, 'best_match_position': (1, 93)}]]",0,[],[],[],93,79,42,6,0,1,7.1,6,0,0,0,0.0,0,0,0,0,0.0,14,14,2.33,2.33,93,79.0,42.0,6.0,0.0,1,7.1,6.0,0,0,0,0,0,0,0.0,14.0,14.0,2.33,2.33,,,,,
31,VR_Bus_2,2024/2/21 23:43,JavaScript,3.0,0,0,0,1,74,JavaScript,704,created by chatgpt,VR_Bus_2\a421367644bdc55be793e0b3833e9ff7ae793c7c\index.js,,method,,20,"[711,718]",8,,,,,,,5,0,[],[],[],0,[],[],[],0,[],[],[],1033,857,477,26,0,1,8.2,77,0,0,0,0.0,0,0,11,112,0.4,81,69,3.12,2.65,9,7.0,5.0,1.0,0.0,1,0.0,0.0,0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,,,,,
33,FullStackOpenExercise,2024/4/10 1:41,JavaScript,,0,0,0,1,29,JavaScript,6,created by chatgpt,FullStackOpenExercise\b883a9a5a359233760b42ef2c5c1524d3bdb9b70\part1\unicafe\src\App.jsx,,file,,1,"[1,165]",165,,,,,,,1,0,[],[],[],0,[],[],[],0,[],[],[],539,214,52,15,0,13,47.7,195,0,0,0,0.0,0,0,11,56,0.9,19,4,1.27,0.27,166,43.0,17.0,7.0,0.0,1,71.3,107.0,0,0,0,0,2,10,0.8,10.0,3.0,1.43,0.43,,,,,
34,LB-b,2023/12/22 7:39,JavaScript,,0,0,0,1,7,JavaScript,15,created by chatgpt,LB-b\3cdea62408be70cfddfdfe2d4e3e3ba276b21f67\Code-lb.js\LB-b.js,LB-b\92053dabe9f656682248e2b21f676d9b49a0ff85\Code-lb.js\LB-b.js,statement,,0,"[16,27]",12,,,,,,input,3,2,"[-2, -3]","['92053dabe9f656682248e2b21f676d9b49a0ff85', 'be7538b8777aa41a5c88fefcaa44830a3cbb8700']","[[{'highest_ratio': 0.5718232044198895, 'best_match_position': (18, 29)}], [{'highest_ratio': 0.5718232044198895, 'best_match_position': (14, 25)}]]",1,[-2],['92053dabe9f656682248e2b21f676d9b49a0ff85'],"[[{'highest_ratio': 0.5718232044198895, 'best_match_position': (18, 29)}]]",0,[],[],[],87,68,37,10,0,1,2.9,2,0,0,0,0.0,0,0,1,5,0.2,16,4,1.6,0.4,13,12.0,1.0,0.0,0.0,1,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,
35,Bing-Chat-History,2023/2/11 0:19,JavaScript,3.0,72,8,16,3,52,JavaScript,14,created by chatgpt,Bing-Chat-History\53deac5b9a256423f12235654b0c4be87f15081e\src\content-scripts\bing\scraper.js,Bing-Chat-History\16c86bdc695c6d49cc2b1ff7f2fe2e2e5b0a8a92\src\content-scripts\bing\scraper.js,method,,6,"[14,24]",11,,,,,,,5,2,"[-4, -5]","['16c86bdc695c6d49cc2b1ff7f2fe2e2e5b0a8a92', '02cc8473f619f2991338d3463d0ae8d19227c347']","[[{'highest_ratio': 0.9399477806788512, 'best_match_position': (18, 28)}], [{'highest_ratio': 0.9399477806788512, 'best_match_position': (14, 24)}]]",1,[-4],['16c86bdc695c6d49cc2b1ff7f2fe2e2e5b0a8a92'],"[[{'highest_ratio': 0.9399477806788512, 'best_match_position': (18, 28)}]]",0,[],[],[],9370,7176,3985,893,23,11,10.2,819,28,2,1,0.3,1,45,1003,7084,3.3,2247,2480,2.52,2.78,12,11.0,7.0,2.0,0.0,1,8.3,1.0,0,0,0,0,0,0,0.0,3.0,1.0,1.5,0.5,,,,,
